method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-2.6135999999998827E-4,0.019317420000000002,false,-2.6135999999998827E-4,2.0063999999999998E-4,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,1.0,,,,
exact_data_based,5.863615958995316E-5,0.026543944763340006,false,5.863615958995316E-5,9.654138753000003E-5,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,1.0,,,,
EMCC,5.8713344434080383E-5,0.024284401456875177,false,5.871596654793976E-5,2.3813182473775865E-4,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,1.0,139.0,66.0,173282.0,40
EMCC,-0.19425462719129996,0.5363413923684114,true,0.46601964519544037,1.3850937855999997E-5,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.0,26.0,7.0,819.0,43
EMCC,-0.29814914608514453,0.538144291609521,true,0.4642914341320533,7.23763670145704E-6,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.023,31.0,20.0,105120.0,43
EMCC,-0.007825625762221011,0.03137623013804196,true,0.015877317234216315,5.8499705048657013E-5,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.267,34.0,32.0,265086.0,22
EMCC,-0.0013933400029211285,0.0207550881755731,true,0.0028923553436679406,3.909866479303696E-4,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.317,32.0,25.0,306734.0,22
EMCC,-0.0016553200808412938,0.016723533327966902,true,1.096328738459107E-6,6.148353032570868E-5,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.346,20.0,8.0,517289.0,22
EMCC,-9.520426651747904E-4,0.015886386272448545,true,-9.504155515402402E-4,0.0015618246295413198,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.421,24.0,16.0,673702.0,2
EMCC,-7.4080684429223E-4,0.02014906058206815,true,-7.406818328081211E-4,0.0013140294597617308,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.603,21.0,9.0,726718.0,22
EMCC,-7.629665943683639E-4,0.01929580852441038,true,-7.614512849470345E-4,0.0012600701050933336,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,0.615,21.0,5.0,781438.0,22
EMCC,5.871334268547912E-5,0.022764148109431198,true,5.8713344435579184E-5,3.158695367599464E-4,papers/pgm22/models/synthetic/1000/set3/chain_mk1_maxDist3_nEndo5_k10_1.uai,1.0,21.0,5.0,394943.0,22
