,24,23,22,21,20,14,13,12,11,10,4,3,2,1,0
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
3,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
4,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
5,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
6,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
7,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
8,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
9,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
10,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
11,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
12,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
13,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0
14,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
15,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
16,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
17,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1
18,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
19,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
20,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
21,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
22,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0
23,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1
24,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
25,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
26,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
27,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0
28,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
29,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1
30,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
31,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
32,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
33,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
34,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
35,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
36,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
37,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
38,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0
39,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0
40,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
41,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
42,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
43,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
44,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
45,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0
46,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
47,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
48,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
