,6,5,4,3,2,1,0
0,1,0,0,0,0,0,0
1,0,1,1,0,0,0,1
2,0,0,0,1,0,1,0
3,1,1,0,0,0,0,1
4,0,1,1,0,0,0,1
5,0,1,1,0,1,0,1
6,0,1,0,0,0,0,1
7,0,1,0,0,0,0,1
8,1,0,0,0,1,0,1
9,0,1,0,0,0,0,1
10,1,0,0,0,0,0,1
11,1,0,0,1,0,1,1
12,0,1,1,0,1,0,1
13,1,0,0,0,0,0,0
14,1,0,0,0,0,0,1
15,1,0,0,1,0,1,1
16,1,0,0,0,0,0,1
17,1,0,0,0,0,0,1
18,1,0,0,0,0,0,1
19,1,0,0,0,0,0,1
20,1,0,0,0,1,0,1
21,1,0,1,1,1,1,1
22,1,1,0,0,0,0,1
23,0,1,1,0,1,0,1
24,0,1,1,0,1,0,1
25,0,1,1,0,0,0,1
26,0,1,0,0,0,0,1
27,0,1,0,0,0,0,1
28,1,0,0,0,1,0,0
29,1,0,0,0,0,0,1
30,1,0,0,0,0,0,1
31,1,0,0,0,0,0,1
32,1,0,0,0,0,0,1
33,1,0,0,1,0,1,1
34,1,0,0,1,0,1,1
35,0,1,1,0,0,0,1
36,0,1,1,0,1,0,1
37,0,1,0,0,0,0,1
38,1,0,0,0,0,0,1
39,0,1,1,0,1,0,1
40,1,0,0,0,0,0,0
41,1,1,0,0,0,0,1
42,1,0,0,0,0,0,1
43,1,0,0,0,1,0,0
44,0,1,1,0,0,0,1
45,1,0,0,0,1,0,1
46,0,1,1,0,1,0,1
47,0,1,0,1,0,1,1
48,0,1,0,0,0,0,1
49,0,1,0,1,0,1,0
50,0,1,1,0,1,0,1
51,1,1,1,0,0,0,1
52,1,0,0,0,0,0,1
53,1,0,0,0,0,0,1
54,1,0,0,0,0,0,1
55,0,1,1,0,1,0,1
56,0,1,1,0,1,0,1
57,1,0,0,1,0,1,1
58,0,1,0,0,1,0,1
59,0,1,1,1,0,1,1
60,1,0,0,0,0,0,1
61,0,1,1,0,0,0,1
62,0,1,1,0,1,0,1
63,1,0,0,0,0,0,1
64,1,0,0,1,1,1,1
65,1,0,0,0,0,0,1
66,1,1,1,0,1,0,1
67,0,1,1,0,0,0,1
68,0,1,1,0,1,0,1
69,1,0,0,0,0,0,1
70,1,0,1,1,1,1,1
71,1,0,0,0,0,0,1
72,0,1,0,0,0,0,1
73,0,1,1,0,1,0,1
74,1,0,0,0,1,0,1
75,0,1,1,0,0,0,1
76,0,1,0,0,1,0,1
77,1,1,1,0,0,0,1
78,1,0,0,0,0,0,1
79,1,0,0,0,0,0,1
80,0,1,1,0,0,0,1
81,0,1,1,0,0,0,1
82,1,0,0,0,0,0,1
83,1,1,1,0,1,0,1
84,1,0,0,0,1,0,1
85,0,1,1,0,1,0,1
86,1,1,1,0,1,0,1
87,1,0,0,1,0,1,0
88,0,1,1,0,1,0,1
89,1,1,1,1,0,1,0
90,0,1,0,0,0,0,1
91,0,1,1,0,0,0,1
92,1,0,0,0,0,0,1
93,0,1,0,0,0,0,1
94,0,1,1,1,1,1,1
95,1,0,0,0,0,0,1
96,0,1,0,0,0,0,1
97,1,0,0,0,0,0,1
98,1,0,0,0,0,0,1
99,0,1,1,0,1,0,1
100,1,0,0,1,0,1,0
101,1,1,1,0,1,1,0
102,0,0,0,0,0,0,1
103,1,0,0,0,0,0,1
104,0,0,0,0,0,0,1
105,1,0,0,0,0,0,1
106,1,0,0,0,0,0,1
107,0,1,1,0,1,0,1
108,0,1,1,1,0,1,0
109,1,0,0,0,1,0,0
110,0,1,1,0,1,0,1
111,1,0,0,0,0,0,1
112,1,0,0,0,0,0,1
113,1,0,0,0,0,0,1
114,0,1,1,0,0,0,1
115,1,0,0,0,0,0,1
116,1,0,0,0,0,0,1
117,1,0,0,0,1,0,1
118,1,1,1,0,0,0,1
119,0,1,1,0,1,0,1
120,1,0,0,0,0,0,1
121,1,0,0,0,1,1,0
122,0,1,0,0,0,0,1
123,0,1,0,0,0,0,1
124,0,0,0,0,0,0,1
125,1,0,0,1,0,1,1
126,0,1,0,0,0,0,1
127,0,0,0,0,1,0,1
128,0,1,1,0,0,0,1
129,0,1,0,0,0,0,1
130,1,0,0,0,0,0,1
131,1,0,0,0,0,0,1
132,1,0,0,0,0,0,1
133,0,1,1,1,1,1,1
134,1,0,0,0,1,0,1
135,1,0,0,0,0,0,1
136,1,0,0,0,1,0,1
137,1,0,0,0,0,0,1
138,0,0,0,0,0,0,1
139,0,1,1,1,1,1,1
140,1,1,0,0,0,0,1
141,0,1,1,0,0,0,1
142,0,1,1,0,0,0,1
143,1,0,0,0,1,0,1
144,0,1,0,0,1,0,1
145,1,0,0,0,0,0,1
146,1,0,0,0,0,0,1
147,1,0,0,0,0,0,1
148,0,1,1,0,0,0,1
149,1,0,0,0,0,0,1
150,1,0,0,1,0,1,1
151,0,1,0,0,0,0,1
152,1,0,0,0,0,0,1
153,0,1,1,0,0,0,1
154,0,0,0,0,0,0,1
155,1,0,0,0,0,0,1
156,1,0,0,0,0,0,1
157,1,0,0,0,0,0,1
158,0,1,1,0,0,0,1
159,1,1,1,0,0,0,1
160,0,1,1,0,0,0,1
161,0,1,0,0,0,0,1
162,0,1,1,0,0,0,1
163,1,0,0,0,0,0,1
164,0,1,0,0,1,0,1
165,1,0,0,0,0,0,1
166,1,0,0,0,0,0,1
167,1,0,0,0,1,0,1
168,1,0,0,0,0,0,1
169,0,1,1,0,0,0,1
170,1,0,0,0,0,0,1
171,0,1,1,0,0,0,1
172,1,0,0,0,0,0,1
173,0,1,0,0,0,0,1
174,1,0,0,0,0,0,1
175,1,0,0,1,0,1,0
176,1,1,1,1,0,1,0
177,1,0,0,0,0,0,1
178,0,1,0,0,0,0,1
179,0,0,0,0,0,0,1
180,0,1,0,0,0,0,1
181,1,0,0,0,1,0,1
182,1,0,0,1,0,1,1
183,0,1,1,0,1,0,1
184,0,1,1,0,1,0,1
185,1,0,0,0,0,1,0
186,1,0,0,1,0,1,0
187,1,0,0,0,0,0,1
188,1,0,0,0,0,0,1
189,0,1,1,0,0,0,1
190,1,0,0,0,0,0,1
191,1,0,0,0,0,0,1
192,0,1,0,0,0,0,1
193,1,0,0,0,0,0,1
194,0,1,1,0,0,1,0
195,0,1,0,0,0,0,1
196,0,1,1,0,1,0,1
197,1,0,0,0,0,0,1
198,0,1,0,0,1,0,1
199,1,0,0,0,0,0,1
200,1,0,0,0,0,0,1
201,1,0,0,0,1,0,1
202,1,0,0,0,0,0,1
203,1,0,0,1,1,1,1
204,0,1,0,0,0,0,1
205,0,1,0,0,0,0,1
206,1,0,0,0,0,0,1
207,0,1,0,0,0,0,1
208,0,0,0,0,0,0,1
209,1,1,0,0,1,0,1
210,1,0,0,0,0,0,1
211,1,0,0,0,0,0,1
212,0,1,1,0,1,0,1
213,1,0,0,0,0,0,1
214,1,0,0,1,0,1,1
215,0,1,0,0,0,0,1
216,1,0,0,1,0,1,1
217,1,0,0,0,1,0,1
218,1,0,0,0,0,0,1
219,0,0,0,0,1,1,0
220,1,0,0,0,0,0,1
221,0,1,1,0,0,0,1
222,0,0,0,0,0,0,1
223,0,1,0,0,0,0,1
224,0,0,0,0,0,0,1
225,0,1,1,0,0,0,1
226,1,0,0,1,1,0,1
227,1,0,0,1,0,1,1
228,0,1,0,0,0,0,1
229,1,0,0,0,0,0,1
230,1,0,0,1,0,1,1
231,1,0,0,0,1,1,0
232,0,1,1,0,1,0,1
233,0,1,1,0,0,0,1
234,1,0,0,0,0,0,1
235,1,0,0,0,0,0,1
236,0,1,1,0,1,0,1
237,0,1,0,0,0,0,1
238,1,0,0,1,0,1,1
239,1,0,0,0,0,0,1
240,1,0,0,0,0,0,1
241,1,0,0,1,0,1,1
242,1,0,0,0,0,0,1
243,1,0,0,0,0,0,1
244,1,0,0,0,0,0,1
245,1,0,0,0,0,0,1
246,1,0,0,0,0,1,1
247,1,0,0,0,0,0,1
248,0,1,0,0,1,0,1
249,1,0,0,0,0,0,1
250,1,0,0,1,0,1,1
251,0,1,0,0,0,0,1
252,1,0,0,0,1,0,1
253,0,1,1,0,1,0,1
254,0,1,0,0,0,0,1
255,1,0,0,0,1,1,0
256,1,0,0,0,0,0,1
257,1,0,0,0,0,0,1
258,0,1,0,0,0,0,1
259,1,0,0,0,1,0,1
260,1,0,1,0,1,0,0
261,0,1,1,0,0,0,1
262,1,0,0,0,1,0,1
263,0,1,1,0,1,0,1
264,0,1,1,1,1,1,1
265,0,1,1,0,1,0,1
266,0,1,0,0,1,0,1
267,0,1,1,0,1,0,1
268,1,0,0,0,0,0,1
269,1,0,0,0,0,0,1
270,0,1,0,1,0,1,1
271,0,1,0,0,0,0,1
272,1,0,0,0,1,0,1
273,0,1,1,0,1,0,1
274,1,0,0,0,0,0,1
275,0,1,1,0,0,0,1
276,0,1,0,0,1,0,1
277,1,0,0,0,0,0,1
278,0,1,1,0,1,0,1
279,1,1,1,0,1,0,1
280,1,0,1,0,1,0,1
281,0,1,0,0,0,0,1
282,0,1,1,0,1,0,1
283,1,0,0,1,0,1,0
284,1,0,0,1,0,1,1
285,1,0,1,0,0,0,1
286,0,1,0,0,0,0,1
287,1,1,1,0,1,0,1
288,1,0,0,1,0,1,1
289,0,1,1,0,0,0,1
290,1,0,1,0,1,0,1
291,0,0,0,0,0,0,1
292,1,0,0,0,0,0,1
293,0,1,1,0,0,0,1
294,0,1,1,0,0,0,1
295,1,1,0,0,0,0,1
296,1,0,0,0,0,0,1
297,0,1,0,0,0,0,1
298,0,1,0,0,0,0,0
299,1,0,0,0,0,0,1
300,1,0,0,0,1,0,1
301,0,0,0,0,0,0,1
302,0,0,0,0,0,0,1
303,1,0,0,0,0,0,1
304,1,0,0,0,0,0,1
305,1,1,1,0,1,0,1
306,1,1,1,0,1,0,1
307,1,0,0,0,0,0,1
308,1,1,1,0,0,0,1
309,1,0,0,0,0,0,1
310,0,1,0,0,0,0,1
311,1,0,0,1,0,1,1
312,0,1,0,0,0,0,1
313,1,0,0,1,1,1,1
314,1,1,1,0,0,0,1
315,1,0,0,1,0,1,0
316,0,1,1,1,0,1,1
317,0,1,1,0,1,0,1
318,1,0,1,1,0,1,0
319,0,0,0,1,0,1,1
320,1,1,0,0,0,0,1
