treewdith,bias_endo_treewdith,method,ace_l,pns_u,endo_treewdith,bias_treewdith,selector,ace_u,pns_l,model_path,ps1,trajectory_size_49,trajectory_size_48,trajectory_size_47,trajectory_size_46,trajectory_size_45,pns_11,trajectory_size_44,pns_12,trajectory_size_43,trajectory_size_42,pns_10,trajectory_size_41,pns_15,trajectory_size_40,pns_16,pns_13,pns_14,pns_19,pns_17,pns_18,time_learn,time_ace,trajectory_size_59,trajectory_size_58,trajectory_size_57,trajectory_size_56,trajectory_size_55,trajectory_size_54,trajectory_size_53,trajectory_size_52,trajectory_size_51,trajectory_size_50,pns_70,trajectory_size_29,trajectory_size_28,trajectory_size_27,pns_73,trajectory_size_26,pns_74,trajectory_size_25,pns_71,trajectory_size_24,pns_72,trajectory_size_23,pns_77,trajectory_size_22,pns_78,trajectory_size_21,pns_75,trajectory_size_20,pns_76,pns_79,trajectory_size_39,trajectory_size_38,pns_62,trajectory_size_37,pns_63,trajectory_size_36,pns_60,trajectory_size_35,pns_61,trajectory_size_7,trajectory_size_34,pns_66,trajectory_size_6,trajectory_size_33,pns_67,trajectory_size_9,trajectory_size_32,pns_64,trajectory_size_8,trajectory_size_31,pns_65,trajectory_size_30,pns_68,pns_69,trajectory_size_1,trajectory_size_0,trajectory_size_3,trajectory_size_2,trajectory_size_5,trajectory_size_4,pns_51,pns_52,pns_50,pns_55,pns_56,pns_53,pns_54,pns_59,pns_57,pns_58,trajectory_size_19,trajectory_size_18,trajectory_size_17,trajectory_size_16,pns_40,trajectory_size_15,pns_41,trajectory_size_14,trajectory_size_13,trajectory_size_12,pns_44,trajectory_size_11,pns_45,trajectory_size_10,pns_42,pns_43,pns_48,pns_49,pns_46,pns_47,pns_30,trajectory_size_69,trajectory_size_68,trajectory_size_67,pns_33,trajectory_size_66,pns_34,trajectory_size_65,pns_31,trajectory_size_64,pns_32,trajectory_size_63,pns_37,trajectory_size_62,pns_38,trajectory_size_61,pns_35,trajectory_size_60,pns_36,trajectory_size_70,pns_39,trajectory_size_79,trajectory_size_78,pns_22,trajectory_size_77,pns_23,trajectory_size_76,pns_20,trajectory_size_75,pns_21,trajectory_size_74,pns_26,trajectory_size_73,pns_27,trajectory_size_72,pns_24,trajectory_size_71,pns_25,time_pns,pns_8,pns_9,pns_6,pns_28,pns_7,pns_29,pns_4,pns_5,pns_2,pns_3,pns_0,pns_1,sparents
3,,exact_data_based,0.07193056103580003,0.4312452805179,3,,false,0.07193056103580003,0.14822528051790007,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,EMCC,0.06170410394030856,0.43309068120382094,3,,false,0.1344167018350766,0.14887316601230444,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,1.0,300,300,300,300,300,0.36985410431446797,300,0.3047641090206497,300,300,0.3961652815424703,300,0.20030923344344953,300,0.21728427097868694,0.23426659653420265,0.1904958187257638,0.2427482476712025,0.42035826419560557,0.3122328718287414,2683906.0,30.0,300,300,300,300,300,300,300,300,300,300,0.1826131665947906,300,300,300,0.22057080799635323,300,0.20758237753045117,300,0.419684411165515,300,0.19983881935921982,300,0.4310746975385732,300,0.1991066675177597,300,0.2758045055878941,300,0.24270556935549348,0.4071794488973216,300,300,0.25420668039784344,300,0.19791752695478787,300,0.16253113201957708,300,0.19935921169287568,300,300,0.1545737114664526,300,300,0.19822514710532083,300,300,0.1924793162151674,300,300,0.27384495742962084,300,0.23146573421029487,0.17319486217847996,300,300,300,300,300,300,0.3289170882184434,0.2785022763171947,0.18543899328873484,0.20800419239005113,0.20296206140694967,0.18302396413850858,0.3358088448190634,0.16841086494747154,0.19002531932887923,0.16794729120717733,300,300,300,300,0.26225397957873003,300,0.21713730795661212,300,300,300,0.20139611280002195,300,0.3012146233103721,300,0.26134555890060296,0.33507896979447027,0.16040644402628476,0.16570182748301154,0.19601478346851936,0.1827413193544859,0.2106027668262146,300,300,300,0.25429772671255807,300,0.2350384538124833,300,0.2757009636782462,300,0.14887316601230444,300,0.34832082175053614,300,0.18433366256552614,300,0.1655702382418282,300,0.3187754251260473,300,0.19649384167372702,300,300,0.21704929834571635,300,0.17094800309645297,300,0.18096344489858007,300,0.19718633799995644,300,0.4300028318580649,300,0.41078621934842047,300,0.32013219339200216,300,0.21441784930828683,87.0,0.4025233194058734,0.209599567090551,0.19847014939325136,0.20625257599817126,0.20769003709131384,0.18372277991798025,0.25161319073155236,0.25135985414550516,0.19671861076337044,0.20854268744021331,0.43143810778411995,0.43309068120382094,
3,4,EMCC,-0.71558885246178,0.9884593058450948,3,4,true,0.9834323691593785,0.00213609528424807,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.0,5,5,4,6,3,0.1324304830680172,2,0.5295006575805813,11,2,0.27100768598065095,7,0.1852760537168378,2,0.32550298158894814,0.8529072003984525,0.02287862127576133,0.12361091448086073,0.06651872115962464,0.14174118341179356,2267.0,16.0,22,5,8,6,8,4,8,17,2,3,0.1464744389829206,4,300,3,0.1793331826700185,7,0.48294563255283707,2,0.10702832916503274,5,0.3003371854857928,1,0.02690174388447643,4,0.3719507370040954,2,0.03413230825786316,8,0.8871198968253998,0.8763656460650019,14,300,0.23379620731235018,15,0.42152060421952275,7,0.05402938455090085,6,0.16203875941833185,6,2,0.28409404628163903,16,4,0.2359407705278492,5,11,0.30647555047795494,5,11,0.00455991297920382,11,0.1263549023995505,0.2950989398297435,14,300,13,5,14,5,0.13631535111474813,0.4635659429117284,0.0665729675713531,0.1588447106737782,0.3997535841819709,0.07089747293477187,0.27342172787075747,0.6110720674173369,0.050629995826819055,0.00213609528424807,16,4,3,2,0.015955557670899914,6,0.12483973601976597,6,7,7,0.45625477141187754,34,0.07713802733558695,10,0.6224218047451227,0.38270393641939293,0.062166519456444025,0.938729000238222,0.12836553397582162,0.0035375987257426217,0.2956113875793779,5,300,9,0.5631229469923844,4,0.00607393214976347,300,0.15008666071218976,4,0.6147503974706917,3,0.5401259695357016,3,0.4502977621049614,3,0.22053593517965903,12,0.9884593058450948,9,0.011927195116410768,18,16,0.2579965181418639,11,0.11585180273985238,9,0.5208302739239186,2,0.18519340695036085,5,0.45918078732257733,300,0.3360431043626754,7,0.06312306483017824,3,0.016891180647580755,50.0,0.5023776962364924,0.018112415526054033,0.11083092552700764,0.1986391030511942,0.36953256135515566,0.31527617575209743,0.05683378899875574,0.4119450524440803,0.004487241563619044,0.2595933732068075,0.00232014638287389,0.4298251500301843,
3,4,EMCC,-0.9128045571290984,0.9588607600235773,3,4,true,0.9414558627366147,7.240107846387811E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.015,300,300,300,300,300,0.1450627762022519,300,0.4138329637338703,300,300,0.4073682989689835,300,0.1904595383679391,300,0.2657597120292313,0.8646634291749089,0.012870668088741717,0.12259521093866584,0.07701328691882739,0.1670338715571762,417582.0,16.0,300,300,300,300,300,300,300,300,300,300,0.1718236083498456,300,300,300,0.18301512649936022,300,0.899981217187283,300,0.11082416259237685,300,0.34893586157762024,300,0.023507581566131384,300,0.2684890996509803,300,0.04445015395092374,300,0.8423554678577676,0.9447927644131819,300,300,0.3497577794470422,300,0.37866929093572343,300,0.02029979071915384,300,0.6129253645915631,300,300,0.31330823511139977,300,300,0.2376315231082201,300,300,0.21434625066935029,300,300,0.005292822977862441,300,0.16057358475853656,0.4152029696242382,300,300,300,300,300,300,0.13276221735502264,0.5324813716266604,0.07760759582815285,0.188826640216047,0.48891308711904136,0.15922879798911285,0.24771384468725388,0.9141257275882619,0.05912593520665915,0.01782136031254129,300,300,300,300,0.0070743196264454146,300,0.1256434730716071,300,300,300,0.7517967836195083,300,0.08514838116929098,300,0.9415238329989699,0.37495590179448063,0.0611336539523988,0.9588607600235773,0.14424413324219548,0.003468814967778423,0.3274601741062255,300,300,300,0.7642704505031155,300,0.00632127308959722,300,0.055927492392830715,300,0.634771453715592,300,0.5757918522385274,300,0.46377686915874955,300,0.08561699749747384,300,0.9225032545129646,300,0.01647652401645322,300,300,0.4792903378123206,300,0.08352525033211478,300,0.5626348523722081,300,0.24612710579302066,300,0.8303575488246173,300,0.3413069797171914,300,0.06602253051936226,300,0.018556809660959187,48.0,0.7259720809089488,0.022584744218926325,0.13696207622886553,0.21495564152983676,0.3744288832183182,0.408732906360614,0.056656628199142606,0.4387535662538739,0.0053504338242362426,0.24364047005934086,7.240107846387811E-4,0.35934574744846665,
3,4,EMCC,-0.46421013332832406,0.9507458268396559,3,4,true,0.9381108123387987,0.0036269423995344344,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.026,300,300,300,300,300,0.17260195038032816,300,0.34913391006754285,300,300,0.4371130849474524,300,0.17551349121098092,300,0.43520654255908997,0.7507143975108916,0.008909447336256694,0.18863923156862575,0.11576902691644043,0.5042183376133681,706126.0,16.0,300,300,300,300,300,300,300,300,300,300,0.20861658409095907,300,300,300,0.18346879729508714,300,0.9080461289085,300,0.1339353413202461,300,0.502621989230351,300,0.02406933513218571,300,0.24731324319328288,300,0.04903570351372282,300,0.8784695009578141,0.872035225415603,300,300,0.26608855167122075,300,0.2935250513355611,300,0.02867740288863416,300,0.6072931108238053,300,300,0.22229925648277776,300,300,0.35162692746506163,300,300,0.10966821507662286,300,300,0.005233132838344673,300,0.09420813683085474,0.43277205699848753,300,300,300,300,300,300,0.12339197691829115,0.35409551068444656,0.07742935372940332,0.23266972857813406,0.3929570442858978,0.30075629639179424,0.3527752598603129,0.8023181333184342,0.032624520495012285,0.05510383255619207,300,300,300,300,0.0074650681825725795,300,0.1464523641278625,300,300,300,0.9337275746288188,300,0.12124350582039721,300,0.9507458268396559,0.3354606928519392,0.06168105010462402,0.938073113178066,0.33892089610403814,0.014016907919667707,0.3603458695438489,300,300,300,0.8338815996588401,300,0.006724738248550505,300,0.04499534814894161,300,0.6426044776209703,300,0.5755746891652531,300,0.6272707539078078,300,0.05787636727122094,300,0.9090130782822854,300,0.059050196610419436,300,300,0.55468838204137,300,0.12737705978739608,300,0.5435300123191017,300,0.19891849828175043,300,0.9293941946926296,300,0.7930371612574574,300,0.0628432358758182,300,0.008304898193662778,47.0,0.7565226375031069,0.041232882188895495,0.13559108426029265,0.20706136840820819,0.5136377754139856,0.4141968556294303,0.1437887356765878,0.3379054285117977,0.00818489261720268,0.2612739223812467,0.0036269423995344344,0.5012957531951713,
3,4,EMCC,-0.1761273543008619,0.6429458105216626,3,4,true,0.5652145534915367,0.005033733090365982,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.201,300,300,300,300,300,0.17319402151262472,300,0.45213857733445906,300,300,0.2578095671958988,300,0.46587875929826855,300,0.47356525635675073,0.34065224351360024,0.008735019667736175,0.2368358455722791,0.17688522934093567,0.5282814249170044,1457571.0,15.0,300,300,300,300,300,300,300,300,300,300,0.18499942823136434,300,300,300,0.17018237166180572,300,0.5671868736821911,300,0.15902588884390345,300,0.5128578908251821,300,0.02565518473692672,300,0.46554337405038515,300,0.04211011228460622,300,0.6152231872006881,0.5446558116913911,300,300,0.27975166625871417,300,0.4999431579827768,300,0.07004057872261082,300,0.6182286661608877,300,300,0.2344650333679747,300,300,0.30728243667522404,300,300,0.18495341672298793,300,300,0.005033733090365982,300,0.12651353175715774,0.3947117737935592,300,300,300,300,300,300,0.1466599042894155,0.3612941542422085,0.4083736907165666,0.270840296520093,0.34335465072146876,0.5602219183034157,0.2219682186051808,0.47501406163655735,0.032297374191806116,0.08295642224238403,300,300,300,300,0.015787065417797078,300,0.14938634515401789,300,300,300,0.5994417746601383,300,0.43321978822447726,300,0.604315657688411,0.37033314220510505,0.060587153987366624,0.5606330735489804,0.48937914955636475,0.0071203746079628386,0.22394218056676568,300,300,300,0.5775277976194562,300,0.23039723995314093,300,0.056781529394358876,300,0.5581680646725493,300,0.4879547773847172,300,0.523170464514817,300,0.035802992945054714,300,0.6429458105216626,300,0.2982003159675802,300,300,0.553225882764065,300,0.06250127271552415,300,0.5583716567468796,300,0.1961097052315962,300,0.5426692531661942,300,0.3193074367372718,300,0.06293551465983682,300,0.1729567161234543,48.0,0.42296203283980627,0.04176713972266888,0.10167294785591123,0.22477153425778107,0.29180168730243505,0.2120068354052792,0.270724388983259,0.44474491090858415,0.008762976750573715,0.22617802850731655,0.009363844415334872,0.555435360883966,
3,4,EMCC,-0.11241138709831622,0.6072708792168067,3,4,true,0.4633797696973927,0.0022730171426352565,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.206,300,300,300,300,300,0.22180190531649166,300,0.557922440062655,300,300,0.22466456762733186,300,0.3730537676303649,300,0.4335105122174846,0.1411033263677434,0.019665623696796315,0.212442763826661,0.14877990627171284,0.5515539449786602,1656241.0,15.0,300,300,300,300,300,300,300,300,300,300,0.02147217623960866,300,300,300,0.16842072964124832,300,0.45991066840503725,300,0.12941585905778402,300,0.5376512967475291,300,0.1409572280742448,300,0.4108302940020917,300,0.04078373842870231,300,0.43315062544594574,0.37554939245610786,300,300,0.2594553179750273,300,0.3844898859519438,300,0.09001553706938545,300,0.30926023125816815,300,300,0.2054465765626002,300,300,0.07241041515048789,300,300,0.09360131739170836,300,300,0.06854692546649964,300,0.12174259923914671,0.2968208784659011,300,300,300,300,300,300,0.0860454016610406,0.2826063823823777,0.4176547358025604,0.38147035632048054,0.39664077423426325,0.5102549464905887,0.09781420465395074,0.30835056949262957,0.42766487899658656,0.08473684686554964,300,300,300,300,0.041032269564398274,300,0.14948189774908197,300,300,300,0.49788731009914616,300,0.4131622554094764,300,0.3640239658981728,0.5508374228858652,0.06102453840174739,0.43833424225814155,0.5473430351095583,0.0022730171426352565,0.1256091228895579,300,300,300,0.5667953313755153,300,0.024418720908449182,300,0.24475692708775268,300,0.550581812751461,300,0.3771542616194945,300,0.5703191924108817,300,0.25282787416779723,300,0.6072708792168067,300,0.3283093922916954,300,300,0.5851994812681762,300,0.5179801784369548,300,0.5798970280782743,300,0.16465230263943517,300,0.36537401475591436,300,0.1270214204570053,300,0.056824205883230804,300,0.016928135604267282,48.0,0.48728874211270745,0.06938358591574692,0.21425827371272543,0.08020896734798391,0.08212971674969005,0.11606439176179087,0.32492413037448165,0.43988917848390896,0.02072746010366766,0.25227153666220953,0.14473094835005357,0.5773892059865531,
3,4,EMCC,-0.1570892941271238,0.5106684631756984,3,4,true,0.20588763053922926,0.010599972250405338,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.5,300,300,300,300,300,0.19949890588329044,300,0.3445038247638558,300,300,0.21018244337381575,300,0.3079958394671291,300,0.15556483714149344,0.04833819499826471,0.25926677921860697,0.14057360325087115,0.14112887949788736,0.4715641133041823,2421608.0,14.0,300,300,300,300,300,300,300,300,300,300,0.04283304022670861,300,300,300,0.1882473491840031,300,0.2061215545055325,300,0.07395877998677702,300,0.44813203340307084,300,0.2858050612702907,300,0.4150255523816362,300,0.1757859820107085,300,0.22391736578091018,0.1344406371296774,300,300,0.13724552422493058,300,0.17707458885004482,300,0.0908541081804434,300,0.07769119234385859,300,300,0.20332164362926536,300,300,0.056147306135969924,300,300,0.06682755629761365,300,300,0.078553184590652,300,0.06904637292687674,0.1823513684624557,300,300,300,300,300,300,0.14057035102860188,0.27148397429127374,0.11071019179442858,0.33390645647967704,0.21813548078152897,0.2972025013436232,0.07678758585494228,0.09784944125920517,0.31501608380706736,0.09779102473608664,300,300,300,300,0.05548660148249931,300,0.05930223940667771,300,300,300,0.17484367928036143,300,0.2542639401338609,300,0.09741540689181932,0.39977323373366813,0.1685866911916849,0.2815046118799852,0.3443007234118232,0.010599972250405338,0.1327754427739677,300,300,300,0.391228093899769,300,0.011382402141631345,300,0.33804258648363905,300,0.47330867945191146,300,0.29470769653389595,300,0.4961644794782618,300,0.3008483398913643,300,0.20412920231712361,300,0.08210776720306918,300,300,0.46466164025901074,300,0.29064325592594326,300,0.5106684631756984,300,0.1069698054583158,300,0.12884258845929158,300,0.16571790519167465,300,0.041510690548924756,300,0.04112207622947675,50.0,0.26808203170496075,0.06405251900093428,0.12295271704627005,0.07711060698309366,0.05715692299372253,0.16979559281741247,0.2538228829463109,0.386735921152283,0.019778739408601274,0.1314323261415965,0.08454325435857742,0.49462377659346135,
3,4,EMCC,-0.1619428084742922,0.5053343070535549,3,4,true,0.11767556823922332,0.0052160211901715135,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.659,300,300,300,300,300,0.09059956939274191,300,0.28005497475269525,300,300,0.13561639862816807,300,0.2164264778671977,300,0.13267241564240123,0.05531764374218816,0.0755611944301545,0.12787148334015924,0.08808803458274045,0.459733547082587,3160773.0,15.0,300,300,300,300,300,300,300,300,300,300,0.05942720312985146,300,300,300,0.11038596079793045,300,0.16419332193266137,300,0.07763762737693415,300,0.44402531052521854,300,0.20116058015474148,300,0.4567176447742594,300,0.10253545752119618,300,0.22217017787923082,0.09998308263386516,300,300,0.11527687842445644,300,0.19697354774588294,300,0.09668335240649155,300,0.09595648652307234,300,300,0.22238204864315192,300,300,0.072317433909604,300,300,0.08229459867219485,300,300,0.0730703351385922,300,0.06369570608080626,0.1703241642451432,300,300,300,300,300,300,0.11630975512041558,0.2993481475018953,0.12186530800601386,0.29421782329245477,0.13823261396095493,0.263234577263162,0.08513079984579792,0.07774739066418004,0.15324390878368505,0.09969444764574668,300,300,300,300,0.05062034946008084,300,0.0625345759330858,300,300,300,0.15213343719086628,300,0.17083836357373103,300,0.095078479301726,0.33652884873104216,0.11957711809515634,0.28022684005966764,0.29887146904317574,0.006030896388027025,0.10300125520426488,300,300,300,0.36083952698818555,300,0.0052160211901715135,300,0.3150450411967013,300,0.4631361154733974,300,0.10940985472726508,300,0.4854572562694485,300,0.33324581034900097,300,0.10436578844396117,300,0.08027899374066522,300,300,0.4618166394687669,300,0.18838270198885249,300,0.5053343070535549,300,0.10212493830885527,300,0.12056644224808247,300,0.10369947329211263,300,0.04186712024653996,300,0.01326706279937291,49.0,0.1657144056758883,0.07222059500460669,0.1203977687421647,0.08374165419577788,0.07502065168756988,0.11786460366798773,0.2572666839654647,0.37154947008159256,0.027756115766581567,0.09422804197975482,0.0673690846759917,0.484453856578336,
3,4,EMCC,0.05400568834707159,0.436945671272154,3,4,true,0.13465236575248773,0.1452325974154985,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo7_k05_5.uai,0.697,300,300,300,300,300,0.17208221367473792,300,0.29682900895808473,300,300,0.20178952325018035,300,0.2882907661415028,300,0.19005874645416954,0.16434185971694368,0.19703433482330984,0.1829832618166413,0.18997451865861387,0.43537477155870286,3770378.0,15.0,300,300,300,300,300,300,300,300,300,300,0.17319486217848004,300,300,300,0.19983881935921982,300,0.22057080799635329,300,0.18261316659479038,300,0.4196844111655149,300,0.24270556935549348,300,0.4310746975385731,300,0.20758237753045133,300,0.2758045055878939,0.19910666751775957,300,300,0.19935921169287563,300,0.25420668039784333,300,0.16841086494747137,300,0.16253113201957708,300,300,0.2738449574296208,300,300,0.1545737114664525,300,300,0.19791752695478781,300,300,0.1924793162151674,300,0.1982251471053209,0.23146573421029487,300,300,300,300,300,300,0.18543899328873487,0.3289170882184433,0.1842972899486518,0.33580884481906326,0.20800419239005108,0.27850227631719476,0.18302396413850855,0.16794729120717716,0.20296206140694917,0.19002531932887906,300,300,300,300,0.146835537149782,300,0.1762045189507092,300,300,300,0.20336795402754265,300,0.23196518825563517,300,0.17816046739979785,0.3130663532524084,0.19012159963078895,0.3232220522796604,0.31990803317350697,0.17550047928574,0.1902467482513085,300,300,300,0.3642980094381563,300,0.1452325974154985,300,0.3468063369987016,300,0.42956855012770234,300,0.196844762428963,300,0.436945671272154,300,0.34862350057711977,300,0.17260597226817997,300,0.2523168353347881,300,300,0.42510838453721245,300,0.2176381616290302,300,0.4302415253012063,300,0.19553469446921143,300,0.19358244433000343,300,0.19426890051208967,300,0.15956694963844092,300,0.15968735077450202,49.0,0.2106204102075243,0.15358169746961708,0.1865383757051337,0.17475852700504071,0.17600274415179676,0.19565809889562819,0.27103779640390646,0.3964938910592542,0.15632810383095086,0.157353495226911,0.19707671713311525,0.42001296061972015,
