,11,10,9,8,7,6,5,4,3,2,1,0
0,0,0,0,1,0,1,1,1,0,0,1,0
1,0,0,1,1,1,1,1,0,0,1,0,0
2,1,1,1,0,0,1,0,1,0,0,0,0
3,0,0,1,0,1,1,1,1,0,0,1,1
4,1,1,0,1,1,1,1,1,1,0,0,1
5,0,0,1,1,0,0,1,0,0,0,1,0
6,1,1,1,1,1,1,0,1,1,1,0,1
7,1,1,0,1,0,1,1,1,0,1,1,0
8,0,0,0,0,0,0,1,1,0,0,0,1
9,0,0,0,1,1,0,0,1,0,0,1,0
10,1,0,1,0,1,1,0,0,1,0,0,1
11,1,1,0,0,1,1,1,1,1,0,0,1
12,1,1,0,1,1,1,0,1,1,0,0,1
13,1,0,0,1,1,1,1,0,0,0,0,1
14,1,1,0,1,1,1,0,1,0,0,0,1
15,1,0,1,1,0,1,1,0,0,0,1,1
16,1,0,1,1,1,1,1,0,0,0,0,0
17,0,0,0,1,1,0,0,1,0,0,0,0
18,0,0,0,1,0,1,1,1,0,0,1,1
19,0,0,0,1,0,0,0,1,0,0,0,1
20,1,0,1,1,1,1,1,1,0,0,1,1
21,1,1,0,1,1,1,1,1,0,0,0,1
22,0,1,1,0,0,0,1,1,0,1,0,1
23,0,0,0,1,0,1,0,1,0,0,1,0
24,0,0,1,0,0,0,0,1,0,1,0,1
25,0,0,0,1,1,1,1,1,0,0,1,1
26,1,0,0,1,1,1,1,1,0,0,0,1
27,0,1,1,0,1,0,1,1,0,1,1,0
28,0,0,0,1,1,0,1,0,0,0,1,1
29,0,0,0,1,1,0,1,1,1,0,0,1
30,1,0,0,1,1,0,1,1,0,0,1,1
31,0,0,0,1,1,0,1,0,0,0,1,1
32,1,0,1,1,0,1,1,1,1,0,1,1
33,1,1,0,0,0,1,0,1,0,0,1,0
34,0,0,1,0,0,0,1,0,0,0,1,0
35,0,1,1,1,1,1,1,1,0,1,0,1
36,1,0,1,1,1,1,1,0,1,0,1,1
37,0,0,0,1,1,1,1,0,1,0,0,0
38,0,1,1,1,0,0,0,1,1,0,0,0
39,1,0,1,1,1,1,1,1,0,1,1,1
40,0,0,0,1,1,0,1,0,0,0,0,1
41,0,1,0,1,1,1,1,1,0,0,0,0
42,0,1,1,1,1,0,1,1,0,0,1,0
43,0,0,0,1,1,0,1,1,0,0,1,0
44,0,0,1,0,1,1,1,0,0,1,0,0
45,1,0,0,1,1,1,0,1,0,0,0,1
46,0,0,1,0,0,0,1,1,0,1,0,1
47,1,1,0,0,1,1,1,1,0,0,0,1
48,0,0,0,1,1,0,1,1,0,0,1,1
49,1,0,0,1,1,1,1,1,0,0,1,1
50,0,0,0,1,0,0,0,1,0,0,1,1
51,0,0,0,1,1,1,1,1,0,1,0,1
52,0,0,1,1,1,0,1,1,0,0,1,1
53,1,0,1,1,1,1,1,0,0,0,0,1
54,0,1,0,1,1,0,1,1,0,0,1,1
55,0,0,0,1,1,0,0,1,0,0,0,1
56,1,1,1,1,1,1,1,1,0,0,1,1
57,0,0,0,1,1,0,0,1,0,0,1,0
58,0,1,0,1,1,0,1,0,0,1,1,1
59,1,0,1,1,0,1,1,1,0,0,0,1
60,0,0,0,1,1,0,1,1,0,0,1,1
61,0,0,0,1,1,0,1,1,0,1,0,1
62,1,1,0,1,1,1,1,0,0,0,0,1
63,1,0,0,1,1,1,1,0,0,1,1,1
64,1,0,0,1,0,1,1,1,0,0,0,1
65,0,1,1,1,0,0,1,1,0,1,0,1
66,1,1,1,0,1,1,1,1,0,1,1,1
67,1,0,1,1,0,1,1,1,0,0,1,1
68,1,1,0,0,1,1,1,0,0,0,1,1
69,1,0,1,1,1,1,1,1,0,0,1,1
70,0,1,0,0,1,1,1,0,1,0,0,1
71,1,0,0,0,0,1,1,1,1,0,0,1
72,0,0,0,0,1,0,1,0,0,0,0,1
73,1,0,1,1,1,1,0,1,0,1,1,1
74,0,0,0,1,1,1,1,1,0,0,1,0
75,1,0,1,1,1,1,1,1,1,0,1,1
76,1,1,0,1,1,1,0,1,1,0,0,1
77,0,1,0,1,1,0,1,1,0,0,0,1
78,0,0,0,1,1,0,1,1,0,1,0,1
79,0,0,0,1,0,1,0,1,0,0,1,0
80,1,0,0,1,1,1,1,1,0,0,1,1
81,1,1,0,0,1,1,1,1,1,0,0,1
82,1,0,1,1,0,1,0,1,0,1,1,1
83,1,1,0,0,0,1,1,1,0,1,1,1
84,0,0,0,1,1,0,1,1,0,1,0,0
85,0,0,0,1,1,0,0,0,0,0,0,0
86,0,1,1,1,1,1,1,1,0,1,0,1
87,1,1,0,0,0,1,1,1,1,0,0,1
88,1,0,0,1,0,1,1,1,1,1,1,1
89,0,1,0,0,1,0,1,1,0,1,0,1
90,0,0,1,0,1,0,1,1,0,0,0,1
91,1,1,0,1,1,1,1,1,1,0,1,1
92,1,0,0,1,1,1,0,0,0,0,1,1
93,1,0,0,1,1,1,1,1,0,0,1,1
94,1,0,0,1,1,1,1,0,0,1,1,0
95,1,0,0,1,1,1,1,1,0,0,1,1
96,1,0,0,0,1,1,1,1,0,1,0,1
97,1,0,0,1,1,1,1,0,0,1,1,1
