,9,8,7,6,5,4,3,2,1,0
0,1,1,1,1,0,0,0,0,0,1
1,1,1,0,1,0,1,0,0,0,1
2,1,0,1,1,0,0,0,1,0,1
3,1,1,1,1,0,0,0,0,0,1
4,1,1,1,1,0,0,0,0,0,0
5,0,1,1,1,0,0,0,0,0,1
6,1,1,0,1,0,0,0,0,0,1
7,1,0,1,1,0,0,0,0,0,1
8,1,1,1,1,0,0,0,0,0,1
9,0,1,0,1,0,0,0,0,0,0
10,1,1,0,1,0,0,0,0,0,1
11,1,1,0,1,0,0,0,1,0,1
12,0,1,0,1,0,0,0,1,0,1
13,0,1,1,1,0,0,0,0,0,1
14,1,1,0,1,0,0,0,1,0,0
15,1,1,0,0,1,1,0,0,0,0
16,1,1,0,1,0,0,0,0,0,0
17,1,0,1,1,0,0,0,0,0,1
18,0,0,1,1,0,0,0,0,0,1
19,0,1,0,1,0,1,0,1,0,1
20,1,1,0,1,0,1,0,0,0,1
21,0,1,1,1,0,0,0,1,0,0
22,1,1,0,1,0,0,0,0,0,1
23,1,1,0,1,0,0,0,1,0,0
24,0,0,0,1,0,0,0,0,0,0
25,0,0,1,1,0,1,0,0,0,0
26,1,0,1,0,1,0,0,1,1,0
27,1,1,0,1,0,0,0,0,0,0
28,1,1,1,1,0,0,0,1,0,1
29,1,1,0,1,0,0,0,0,0,0
30,1,1,1,1,0,0,0,0,0,1
31,0,0,0,1,0,0,0,0,0,0
32,0,1,1,1,0,1,0,0,0,1
33,0,0,0,1,0,1,0,0,0,0
34,0,0,1,1,0,0,0,0,0,1
35,0,0,1,1,0,0,0,0,0,1
36,1,1,1,0,1,0,0,0,0,1
37,0,0,1,0,1,0,1,0,0,1
38,1,1,1,1,0,0,0,0,0,1
39,1,1,1,1,0,0,0,1,0,1
40,1,0,1,1,0,1,0,1,1,1
41,1,1,0,0,0,1,0,1,0,0
42,1,1,0,1,0,0,0,0,0,0
43,0,1,1,1,0,0,0,1,0,0
44,1,1,1,1,0,1,0,0,0,1
45,1,1,0,1,0,0,0,1,0,0
46,1,1,0,1,0,1,0,1,0,0
47,1,1,0,1,0,1,0,1,0,1
48,1,1,0,1,0,1,0,0,0,1
49,0,1,1,1,0,0,0,0,0,1
50,0,0,1,0,1,1,0,0,0,1
51,1,1,0,1,0,1,0,1,0,1
52,1,1,1,1,0,0,0,0,0,0
53,1,0,1,1,0,0,0,0,0,1
54,1,1,0,1,0,1,0,0,0,1
55,0,1,0,0,1,0,0,0,0,1
56,0,0,0,1,0,0,0,0,0,1
57,1,1,0,1,0,0,0,0,0,0
58,1,0,1,1,0,0,0,0,0,0
59,1,0,1,1,0,0,0,0,0,1
60,1,1,0,1,0,0,0,1,0,1
61,1,1,0,1,0,1,0,0,0,1
62,1,1,0,1,0,0,1,0,0,0
63,0,0,0,1,0,0,0,1,0,1
64,1,1,0,1,0,0,0,1,0,1
65,0,1,0,1,0,0,1,0,0,1
66,0,0,1,1,0,0,0,1,0,0
67,1,1,1,1,0,0,0,0,0,0
68,1,1,1,1,0,0,0,0,0,0
69,0,1,1,1,0,0,0,1,0,1
70,1,1,0,1,0,0,0,0,0,1
71,1,1,0,0,0,0,0,1,0,0
72,1,1,0,1,0,0,0,0,0,1
73,1,1,1,0,1,0,0,0,0,1
74,0,0,0,1,0,0,0,0,0,0
75,1,1,0,1,0,0,0,0,0,1
76,0,0,1,1,0,0,0,0,0,1
77,1,1,1,1,0,1,0,0,0,1
78,0,0,0,1,0,1,0,1,0,1
79,1,0,1,1,0,1,0,0,0,1
80,0,1,0,1,0,0,0,1,0,1
81,1,0,1,1,0,0,0,0,0,0
82,0,0,0,1,0,0,0,1,0,1
83,1,1,0,1,0,0,0,1,0,1
84,1,1,1,1,0,0,0,0,0,0
85,1,1,0,1,0,0,0,0,0,1
86,1,1,0,1,0,0,0,0,0,1
87,0,1,1,1,0,0,0,0,0,1
88,1,1,0,1,0,0,0,1,0,1
89,0,0,1,1,0,0,0,0,0,1
90,1,1,0,1,0,0,0,1,0,1
91,1,1,0,1,0,0,0,0,0,1
92,0,0,0,1,0,1,0,0,0,1
93,1,1,0,1,0,0,0,0,0,0
94,0,1,1,1,0,0,0,0,0,0
95,0,1,1,1,0,0,0,0,0,1
96,1,1,0,1,0,0,0,0,0,1
97,0,0,0,1,0,0,0,0,0,1
98,0,0,0,1,0,0,0,0,0,0
99,1,1,0,1,0,1,0,0,0,1
100,1,0,1,1,0,0,0,0,0,0
101,1,1,1,1,0,0,0,0,0,1
102,1,1,0,1,0,0,0,1,0,1
103,0,0,0,1,0,0,0,0,0,1
104,1,1,0,1,0,0,0,0,0,1
105,1,0,1,1,0,0,0,1,0,0
106,1,1,1,1,0,0,0,0,0,1
107,0,1,0,1,0,0,0,1,0,1
108,0,1,0,1,0,0,0,0,0,1
109,1,1,0,0,1,0,0,0,0,0
110,0,1,1,1,0,0,0,0,0,1
111,0,1,1,1,0,0,0,0,0,0
112,0,1,0,1,0,0,0,0,0,1
113,1,1,1,1,0,0,0,0,0,0
114,1,0,1,1,1,1,0,1,0,1
115,1,1,0,0,1,1,0,0,0,0
116,0,0,0,1,0,0,0,0,0,1
117,1,1,1,1,0,0,0,1,0,1
118,0,1,0,1,0,0,0,1,0,1
119,0,0,1,1,0,0,0,0,0,1
120,0,1,1,1,0,0,0,0,0,1
121,1,1,1,1,0,0,0,0,0,1
122,0,0,1,0,1,0,0,1,0,0
123,1,1,1,0,1,0,0,1,0,1
124,1,1,0,1,0,1,0,0,0,1
125,0,0,0,0,0,0,0,1,0,0
126,0,0,1,0,1,0,0,0,0,0
127,1,1,1,1,0,0,0,1,1,0
128,1,0,1,1,0,0,0,1,0,1
129,1,1,0,1,0,0,0,0,0,1
130,1,0,1,1,0,0,0,0,0,1
131,1,1,0,1,0,1,0,0,0,1
132,0,0,1,0,1,0,0,0,0,1
133,0,1,1,1,0,0,0,0,0,1
134,0,0,0,1,0,1,0,1,0,1
135,1,1,0,1,0,0,0,0,0,0
136,1,1,1,1,0,0,0,1,0,1
137,1,1,0,1,0,0,0,0,0,1
138,0,1,1,1,0,0,0,0,0,0
139,1,1,0,1,0,0,0,0,0,1
140,0,0,1,1,0,0,0,1,0,1
141,1,0,1,1,0,0,0,0,0,1
142,1,0,1,1,0,0,0,0,0,1
143,1,1,0,1,0,0,0,0,0,1
144,1,1,1,1,0,1,1,0,0,1
145,1,1,0,0,1,1,0,0,0,0
146,1,1,0,1,0,0,0,0,0,1
147,1,1,0,1,0,0,0,0,0,1
148,0,1,1,1,0,0,0,0,0,1
149,1,1,1,1,0,0,0,0,0,1
150,1,1,1,1,0,0,0,0,0,1
151,1,1,1,1,0,0,0,0,0,1
152,1,0,1,1,0,1,0,1,0,1
153,1,1,1,1,0,0,0,0,0,1
154,1,1,1,1,0,0,0,1,0,0
155,0,1,0,1,0,1,0,0,0,1
156,1,0,1,1,0,0,0,0,0,1
157,0,1,0,1,0,0,0,0,0,1
158,1,1,0,1,0,0,0,0,0,1
159,1,0,1,1,0,0,0,1,0,0
160,1,1,1,1,0,0,0,1,0,1
161,1,1,1,1,0,0,0,0,0,1
162,1,1,0,1,0,0,0,1,0,1
