,1,0
0,1,0
1,1,1
2,1,1
3,1,1
4,1,0
5,1,2
6,1,1
7,0,1
8,0,1
9,1,0
10,1,1
11,1,1
12,1,2
13,0,2
14,1,2
15,1,1
16,1,0
17,1,2
18,1,1
19,1,2
20,1,2
21,1,1
22,1,1
23,1,1
24,1,2
25,1,2
26,1,1
27,1,2
28,1,1
29,1,1
30,1,1
31,0,1
32,1,1
33,1,2
34,1,1
35,1,1
36,1,1
37,1,1
38,1,2
39,0,1
40,1,0
41,1,1
42,1,1
43,1,1
44,0,2
45,0,1
46,1,1
47,0,1
48,1,1
49,1,2
50,1,1
51,0,1
52,1,1
53,1,1
54,0,2
55,1,0
56,0,1
57,1,0
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,1,0
64,1,2
65,1,0
66,1,2
67,1,1
68,0,1
69,1,0
70,1,1
71,1,1
72,1,0
73,1,1
74,1,1
75,1,1
76,1,1
77,1,2
78,1,1
79,1,0
80,1,0
81,0,1
82,1,1
83,1,2
84,1,0
85,1,1
86,1,1
87,0,1
88,1,0
89,0,1
90,1,1
91,1,2
92,1,1
93,1,2
94,0,1
95,1,0
96,1,1
97,1,2
98,1,1
99,1,1
100,1,1
101,1,1
102,1,1
103,1,0
104,1,0
105,1,2
106,1,0
107,1,1
108,0,1
109,0,1
110,0,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,0
116,1,0
117,1,1
118,1,0
119,1,1
120,1,1
121,1,1
122,1,0
123,1,1
124,1,2
125,1,2
126,1,2
127,1,1
128,1,0
129,1,0
130,0,1
131,1,1
132,1,2
133,0,2
134,1,1
135,1,1
136,1,2
137,1,1
138,0,1
139,1,1
140,1,2
141,0,1
142,1,0
143,0,0
144,1,1
145,1,1
146,0,1
147,1,0
148,1,2
149,1,0
150,0,2
151,1,2
152,1,1
153,1,1
154,1,1
155,1,1
156,1,2
157,1,0
158,1,2
159,0,1
160,1,1
161,1,1
162,1,1
163,1,1
164,0,2
165,0,2
166,1,1
167,1,1
168,1,2
169,1,2
170,1,1
171,0,2
172,1,1
173,1,2
174,1,2
175,1,1
176,1,1
177,1,1
178,1,1
179,1,1
180,1,2
181,1,0
182,0,2
183,1,2
184,1,0
185,1,2
186,1,1
187,1,1
188,1,2
189,1,2
190,0,2
191,1,1
192,1,1
193,1,2
194,1,2
195,0,2
196,1,0
197,0,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,1,2
205,1,0
206,1,0
207,1,1
208,1,1
209,0,1
210,1,1
211,1,1
212,1,1
213,1,0
214,1,2
215,1,0
216,1,2
217,1,1
218,1,2
219,0,1
220,1,2
221,1,2
222,1,0
223,1,2
224,1,1
225,1,1
226,1,1
227,1,1
228,1,2
229,1,1
230,1,1
231,1,0
232,0,1
233,1,1
234,1,1
235,1,2
236,1,1
237,1,0
238,1,0
239,1,0
240,1,2
241,0,2
242,1,0
243,1,1
244,1,0
245,1,1
246,1,2
247,1,2
248,0,2
249,0,2
250,1,1
251,1,1
252,1,0
253,0,1
254,1,1
255,1,0
256,1,2
257,0,2
258,0,2
259,1,1
260,1,1
261,1,0
262,1,1
263,0,1
264,1,1
265,1,2
266,1,2
267,1,2
268,1,2
269,0,1
270,1,0
271,1,1
272,1,0
273,1,1
274,1,0
275,1,1
276,1,2
277,1,0
278,1,2
279,1,1
280,1,1
281,1,2
282,1,1
283,1,1
284,1,0
285,1,1
286,1,2
287,1,1
288,1,2
289,1,2
290,1,1
291,0,1
292,0,1
293,1,1
294,0,2
295,1,2
296,0,2
297,1,2
298,1,1
299,1,2
300,1,1
301,0,1
302,1,1
303,1,1
304,1,0
305,1,1
306,1,1
307,1,2
308,1,1
309,1,0
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,1
317,1,1
318,1,2
319,1,0
320,1,1
321,1,0
322,1,1
323,1,1
324,1,1
325,1,2
326,1,1
327,0,1
328,1,2
329,0,1
330,1,0
331,1,1
332,1,0
333,1,1
334,1,0
335,1,1
336,0,1
337,1,1
338,1,0
339,1,1
340,1,1
341,1,2
342,1,2
343,1,0
344,1,0
345,0,2
346,0,2
347,1,0
348,1,0
349,1,0
350,1,1
351,1,1
352,1,1
353,1,0
354,1,1
355,1,2
356,1,1
357,1,1
358,1,2
359,1,1
360,1,1
361,0,2
362,1,2
363,1,1
364,1,0
365,1,2
366,1,1
367,1,0
368,1,1
369,1,1
370,0,2
371,0,1
372,1,2
373,0,1
374,0,1
375,0,0
376,1,2
377,1,1
378,0,1
379,1,0
380,1,2
381,1,2
382,1,1
383,1,1
384,1,1
385,1,2
386,1,1
387,1,2
388,0,1
389,1,1
390,0,1
391,1,1
392,1,0
393,0,2
394,0,1
395,1,0
396,1,1
397,0,1
398,1,2
399,1,1
400,1,1
401,1,1
402,1,1
403,1,0
404,0,1
405,1,1
406,0,2
407,1,1
408,0,1
409,1,2
410,1,1
411,1,1
412,1,2
413,0,2
414,1,1
415,0,1
416,1,0
417,0,2
418,1,2
419,1,2
420,1,2
421,1,1
422,1,2
423,0,1
424,1,0
425,0,1
426,1,0
427,1,2
428,0,2
429,1,1
430,1,0
431,1,1
432,1,0
433,1,2
434,1,1
435,1,1
436,1,1
437,1,2
438,0,2
439,1,1
440,1,0
441,1,2
442,1,2
443,0,1
444,1,0
445,1,1
446,1,1
447,1,0
448,1,1
449,0,1
450,1,1
451,1,1
452,1,2
453,1,2
454,1,0
455,1,2
456,1,2
457,1,0
458,1,1
459,1,0
460,1,1
461,1,0
462,1,1
463,1,1
464,1,0
465,0,1
466,1,0
467,1,1
468,1,2
469,1,1
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
475,1,1
476,1,1
477,1,1
478,1,2
479,1,1
480,0,2
481,1,0
482,1,0
483,1,1
484,1,2
485,1,2
486,1,1
487,1,2
488,0,1
489,1,1
490,0,1
491,1,1
492,1,1
493,1,2
494,1,1
495,1,0
496,0,1
497,0,1
498,1,1
499,1,2
500,1,1
501,1,2
502,1,2
503,1,0
504,0,1
505,1,2
506,1,1
507,1,0
508,1,1
509,1,1
510,1,0
511,1,1
512,0,2
513,1,2
514,1,1
515,0,0
