,1,0
0,2,0
1,4,1
2,2,0
3,1,0
4,2,1
5,2,1
6,0,1
7,4,1
8,2,1
9,0,0
10,2,0
11,2,0
12,2,0
13,4,1
14,2,0
15,2,0
16,0,1
17,0,0
18,2,0
19,1,1
20,2,1
21,2,0
22,3,0
23,2,0
24,1,0
25,2,0
26,4,1
27,2,1
28,2,1
29,1,0
30,4,1
31,0,1
32,0,1
33,0,0
34,1,0
35,1,0
36,3,1
37,4,0
38,2,0
39,2,1
40,2,0
41,1,0
42,0,0
43,4,1
44,4,1
45,4,1
46,4,1
47,2,0
48,1,1
49,0,0
50,4,1
51,4,1
52,2,0
53,4,1
54,2,0
55,4,1
56,3,0
57,1,0
58,4,1
59,3,1
60,1,0
61,2,0
62,0,0
63,2,0
64,2,0
65,5,1
66,2,1
67,2,0
68,1,0
69,0,1
70,4,1
71,0,0
72,4,1
73,4,1
74,2,0
75,2,0
76,1,1
77,0,1
78,0,1
79,0,1
80,0,1
81,0,1
82,0,1
83,4,1
84,4,1
85,2,0
86,0,1
87,2,1
88,2,0
89,0,1
90,1,0
91,0,1
92,4,1
93,1,1
94,2,0
95,2,0
96,1,0
97,4,1
98,0,1
99,2,0
100,2,0
101,1,1
102,1,1
103,1,0
104,0,1
105,2,0
106,1,0
107,0,0
108,3,0
109,4,1
110,1,1
111,1,0
112,0,0
113,2,0
114,4,1
115,4,1
116,0,1
117,4,1
118,0,1
119,2,0
120,4,1
121,4,1
122,4,1
123,4,1
124,1,1
125,0,1
126,4,1
127,3,0
128,4,1
129,4,1
130,4,1
131,4,1
132,1,1
133,4,1
134,4,1
135,4,1
136,1,0
137,2,0
138,1,1
139,4,1
140,2,0
141,4,1
142,1,1
143,0,1
144,4,1
145,2,0
146,0,0
147,0,1
148,2,1
149,2,0
150,1,1
151,2,0
152,2,1
153,2,1
154,0,0
155,4,1
156,4,1
157,3,0
158,2,1
159,1,0
160,4,1
161,1,0
162,2,0
163,0,0
164,2,0
165,0,0
166,1,1
167,1,0
168,4,1
169,4,1
170,1,1
171,2,0
172,0,0
173,0,1
174,3,1
175,2,0
176,2,0
177,5,1
178,5,0
179,4,1
180,4,1
181,2,0
182,1,0
183,2,0
184,2,0
185,2,1
186,0,1
187,4,1
188,2,0
189,2,0
190,1,0
191,1,0
192,0,1
193,2,0
194,2,0
195,5,1
196,1,0
197,2,0
198,2,1
199,3,0
200,0,1
201,1,1
202,3,0
203,2,0
204,4,0
205,0,0
206,0,1
207,1,0
208,2,0
209,2,0
210,0,1
211,0,1
212,4,1
213,1,0
214,0,0
215,3,1
216,1,1
217,0,1
218,0,1
219,2,0
220,0,1
221,4,1
222,1,1
223,4,1
224,4,1
225,0,1
226,1,1
227,1,1
228,2,0
229,1,1
230,4,1
231,2,0
232,4,1
233,4,1
234,4,1
235,4,1
236,2,0
237,1,0
238,1,0
239,2,0
240,1,0
241,2,0
242,0,1
243,3,1
244,1,1
245,2,0
246,4,1
247,4,1
248,2,0
249,1,1
250,2,0
251,2,0
252,1,0
253,2,0
254,4,1
255,4,1
256,4,1
257,3,0
258,2,0
259,0,0
260,1,0
261,4,1
262,4,1
263,5,1
264,0,1
265,2,0
266,4,1
267,0,1
268,4,1
269,4,1
270,0,1
271,2,0
272,4,1
273,4,1
274,0,0
275,2,0
276,1,0
277,0,0
278,0,1
279,0,1
280,2,0
281,2,0
282,0,1
283,1,0
284,2,0
285,4,1
286,0,1
287,0,0
288,2,1
289,4,1
290,2,0
291,0,1
292,4,1
293,2,0
294,4,1
295,0,1
296,4,1
297,3,0
298,0,0
299,0,0
300,0,1
301,2,0
302,4,1
303,0,0
304,2,0
305,2,0
306,4,1
307,2,1
308,2,0
309,0,1
310,0,1
311,0,1
312,2,0
313,2,0
314,0,0
315,3,0
316,0,1
317,0,1
318,0,1
319,0,1
320,2,0
321,4,1
322,2,0
323,0,1
324,4,1
325,4,0
326,4,1
327,0,1
328,4,1
329,4,1
330,0,0
331,0,1
332,0,1
333,1,1
334,0,1
335,2,1
336,1,0
337,4,1
338,0,1
339,4,1
340,0,1
341,0,1
342,4,1
343,2,0
344,4,1
345,2,0
346,0,0
347,4,1
348,0,1
349,4,1
350,4,1
351,2,0
352,4,1
353,0,1
354,4,1
355,2,1
356,0,1
357,4,1
358,0,1
359,4,1
360,4,1
361,1,0
362,0,1
363,2,0
364,1,0
365,2,0
366,4,1
367,1,0
368,0,1
369,2,1
370,2,0
371,0,1
372,1,0
373,2,0
374,0,1
375,0,1
376,2,0
377,2,0
378,4,1
379,2,1
380,2,0
381,2,1
382,4,1
383,2,0
384,1,0
385,4,1
386,1,0
387,4,1
388,0,1
389,2,0
390,2,0
391,4,1
392,1,1
393,4,1
394,1,0
395,2,1
396,3,1
397,3,0
398,1,0
399,1,1
400,1,1
401,4,1
402,1,0
403,2,1
404,2,0
405,3,1
406,0,0
407,4,1
408,0,1
409,0,1
410,0,0
411,0,1
412,2,0
413,4,1
414,2,0
415,4,1
416,0,1
417,4,1
418,0,1
419,2,1
420,3,0
421,1,1
422,0,1
423,4,1
424,4,1
425,4,1
426,4,1
427,1,1
428,4,1
429,0,1
430,3,1
431,4,1
432,4,1
433,4,1
434,2,0
435,1,1
436,1,0
437,4,1
438,4,1
439,2,0
440,2,0
441,2,0
442,4,1
443,1,0
444,0,1
445,1,0
446,4,1
447,4,1
448,4,1
449,2,0
450,4,1
451,4,0
452,4,1
453,4,1
454,2,0
455,5,1
456,0,0
457,0,1
458,0,1
459,1,1
460,4,1
461,1,0
462,4,1
463,0,1
464,0,0
465,2,0
466,0,1
467,2,1
468,1,0
469,1,0
470,1,0
471,1,1
472,5,1
473,0,0
474,2,0
475,1,0
476,4,1
477,2,0
478,2,0
479,0,1
480,0,1
481,4,1
482,0,0
483,0,1
484,0,1
485,2,0
486,2,1
487,4,1
488,2,0
489,2,0
490,0,1
491,1,1
492,2,1
493,2,0
494,2,0
495,0,1
496,2,0
497,4,1
498,0,1
499,4,1
500,2,0
501,2,0
502,0,1
503,1,1
504,0,1
505,2,0
506,1,0
507,1,0
508,1,0
509,1,0
510,4,0
511,1,0
512,4,0
513,0,1
514,2,0
515,3,0
516,3,1
517,1,0
518,4,1
519,2,0
520,2,0
521,2,0
522,2,0
523,2,0
524,4,1
525,3,0
526,2,0
527,0,1
528,3,0
529,4,1
530,3,0
531,2,0
532,2,0
533,2,1
534,4,1
535,4,1
536,4,1
537,2,0
538,2,0
539,0,1
540,0,1
541,4,1
542,0,1
543,2,0
544,4,1
545,1,0
546,4,1
547,1,1
548,0,0
549,3,1
550,1,0
551,2,0
552,2,0
553,0,0
554,0,1
555,5,0
556,0,0
557,4,1
558,0,0
559,2,0
560,4,1
561,4,1
