method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,1.1102230246251565E-16,0.0,false,1.1102230246251565E-16,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,1.0,,,,
EMCC,3.0630771421624736E-5,3.4496061553115974E-4,false,3.9480746788500554E-5,1.0178735984567621E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,1.0,60.0,70.0,639786.0,9
EMCC,-0.936378519267259,0.05623508988155585,true,0.9310971198732942,2.5837260613166094E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.0,41.0,16.0,351.0,20
EMCC,-0.6547870946270202,0.017101760951588236,true,0.6520669798789623,8.59441072745062E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.214,39.0,18.0,204984.0,7
EMCC,-0.1995881848492877,0.02034226688903885,true,0.20102507155728372,2.0482979839578719E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.479,33.0,11.0,418070.0,6
EMCC,-0.056340018009750525,0.006693548542256961,true,0.05622860975647176,1.562727802566457E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.539,33.0,11.0,562759.0,6
EMCC,-9.480243989000714E-4,2.853042849064742E-4,true,9.537772919470111E-4,1.6134950496594776E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.588,34.0,11.0,667300.0,11
EMCC,-3.880577514741024E-4,3.179562675651038E-4,true,4.071031930068525E-4,7.490578332804563E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.731,35.0,11.0,801987.0,11
EMCC,-9.559184540119947E-5,6.0796500665585466E-5,true,9.864850424301519E-5,5.220905215996535E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.802,35.0,10.0,959244.0,16
EMCC,1.5954338228429954E-5,3.8573685559285765E-4,true,2.6016695913289034E-5,8.402075075975508E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,0.951,36.0,10.0,1129808.0,14
EMCC,3.375200223088015E-5,3.4742640574416214E-4,true,3.8211510303809426E-5,1.0886159734957735E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_6.uai,1.0,39.0,11.0,1204721.0,10
