method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-6.133727769808139E-6,1.9747657774783998E-5,false,-6.133727769808139E-6,1.5556074206400002E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,1.0,,,,
EMCC,-1.1474664044042182E-4,0.006760718885498782,false,-1.3353953257633222E-5,0.004959815837939336,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,1.0,87.0,87.0,700058.0,8
EMCC,-0.8669141959272022,0.21231862721205083,true,0.8668506417102615,7.350719531465849E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.0,41.0,17.0,582.0,7
EMCC,-0.6601284263144964,0.18793782632795475,true,0.6599609872947086,6.032044097821307E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.076,49.0,17.0,162475.0,25
EMCC,-0.4866105044481689,0.25111173510457685,true,0.4870745709135139,6.792737497944396E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.126,32.0,13.0,293284.0,5
EMCC,-0.2413000963507148,0.09737756067460485,true,0.24440694435378474,1.7599533504629266E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.211,36.0,13.0,440432.0,8
EMCC,-0.021635663197523414,0.014230722871576862,true,0.021425135112004834,0.005740160581578951,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.432,37.0,11.0,607108.0,3
EMCC,-0.0072498566388554675,0.007233066406929733,true,0.007179360366457277,0.004259856191820165,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.572,36.0,11.0,758130.0,27
EMCC,-2.529818963295516E-4,0.0027556219565408754,true,2.60634228524681E-4,0.00211646976100901,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.624,36.0,10.0,870991.0,24
EMCC,-1.152884392051079E-4,0.006557004398138785,true,-1.277745505195993E-5,0.0048689890074927475,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,0.827,37.0,10.0,1042503.0,8
EMCC,-8.79069430753665E-5,0.0067379075565008285,true,-4.0585465548526045E-5,0.0048367921724365,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_3.uai,1.0,38.0,11.0,1200306.0,16
