method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.0,0.006257444999999999,false,0.0,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,1.0,,,,
EMCC,-6.276085141039278E-4,0.031663324669444604,false,0.02115133694820681,0.005745107641027299,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,1.0,64.0,69.0,215893.0,10
EMCC,-0.8725666458956712,0.26690459376747394,true,0.8567901092738289,8.0279156875E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.0,38.0,15.0,234.0,2
EMCC,-0.5949195338231109,0.3164042114674286,true,0.523337094524701,4.76015569789877E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.403,39.0,12.0,100630.0,19
EMCC,-0.27721518477608886,0.17063766787693657,true,0.28835499063367426,9.951545203056777E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.625,34.0,11.0,152093.0,17
EMCC,-0.2986600170592669,0.13350206279064786,true,0.25966178562888753,7.001765210370459E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.645,33.0,11.0,213010.0,9
EMCC,-0.025916672795532614,0.12362092163199799,true,0.12130759610996289,0.004508916189348182,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.745,33.0,10.0,265488.0,11
EMCC,2.3813838660552422E-4,0.06872669100720057,true,0.05080394620821721,0.006588818404571276,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.793,35.0,10.0,327477.0,15
EMCC,-5.285922954827993E-4,0.0623643121395573,true,0.04462438214520448,0.00631377307741411,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.801,36.0,9.0,390238.0,7
EMCC,-6.298918297065748E-4,0.03183114977521498,true,0.0222751265070128,0.00653859942804359,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,0.818,36.0,9.0,409668.0,12
EMCC,-1.237679809795722E-5,0.035211489373149864,true,0.021781263402053497,0.006793595649057437,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k075_9.uai,1.0,64.0,13.0,439017.0,7
