method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.050610463280999995,0.164018221083,false,0.050610463280999995,0.05160113758799998,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,1.0,,,,
EMCC,0.054576448434370595,0.14007126180317012,false,0.0605024327711719,0.0706934019760338,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,1.0,62.0,85.0,95364.0,15
EMCC,-0.9113416845426141,0.3994590405926794,true,0.8648864345393431,0.0023358864474203704,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.0,23.0,15.0,451.0,9
EMCC,-0.7721714190642051,0.2575374121032934,true,0.7517825816342472,9.963178699411E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.068,29.0,12.0,32330.0,3
EMCC,-0.49278475180616665,0.2746456742057048,true,0.5339563656392029,0.0026493448039804027,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.154,22.0,9.0,57058.0,30
EMCC,-0.6090400012729472,0.1022446811787653,true,0.6161165188644127,1.872797006182312E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.237,23.0,12.0,91287.0,14
EMCC,-0.060037646563694314,0.1349826521694955,true,0.05518420737757462,0.012159450632698842,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.301,30.0,10.0,108021.0,29
EMCC,0.05320459177172038,0.1435342883217999,true,0.056370484220323924,0.05858373201063441,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.692,24.0,10.0,132929.0,5
EMCC,0.054446651698631554,0.16800591642366663,true,0.05812516150418512,0.06396754731737889,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.707,23.0,8.0,152649.0,14
EMCC,0.05354312782845633,0.13683783417943293,true,0.05959994588260503,0.058803812248382166,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,0.978,24.0,8.0,184097.0,23
EMCC,0.05378750153754358,0.15110924528397016,true,0.06094843304189418,0.06083253585229323,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k10_1.uai,1.0,25.0,9.0,195666.0,23
