method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.03451,0.03451,false,0.03451,0.03451,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,1.0,,,,
EMCC,0.030202957726071837,0.0311128807682823,false,0.031139193312844322,0.03022927027063385,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,1.0,45.0,68.0,29756.0,18
EMCC,-0.474647022043622,0.23633696555140007,true,0.6951824212980721,9.480108908800001E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.0,20.0,13.0,181.0,12
EMCC,-0.48341488873438926,0.519609217308819,true,0.6693804007542126,1.0266061808148634E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.022,30.0,12.0,17772.0,4
EMCC,-0.06223180449371343,0.6054558326734022,true,0.6621737750421874,0.0011499568749369408,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.022,18.0,8.0,17683.0,15
EMCC,-0.0011388638065849574,0.034916870567395904,true,0.036055750812984795,1.6439003927302114E-8,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.392,22.0,8.0,31775.0,15
EMCC,-0.0012176289621820028,0.0398247454923093,true,0.041046188143225304,3.813688734000911E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.706,21.0,8.0,47295.0,3
EMCC,-0.0010900073177732578,0.039556007794043,true,0.04075861420359389,1.1259909177762314E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.706,22.0,8.0,46619.0,2
EMCC,-0.0012150094777772058,0.03981984926433153,true,0.041035832603706655,9.738615979150313E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.706,25.0,7.0,46186.0,6
EMCC,0.030314497682186983,0.03443002136774062,true,0.03459244011124573,0.030476916425692092,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,0.725,24.0,7.0,55078.0,8
EMCC,0.030263758943351766,0.030849405480174348,true,0.03086634081413435,0.030280694277311768,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_7.uai,1.0,21.0,6.0,65814.0,8
