method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-6.55673999999995E-4,0.0030598120000000003,false,-6.55673999999995E-4,0.0030598120000000003,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,1.0,,,,
EMCC,4.065105810480141E-5,0.004574986409800632,false,4.065105810480141E-5,0.004569292442941287,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,1.0,50.0,78.0,44015.0,14
EMCC,-0.9497132159093702,0.526917240473412,true,0.9684390690016881,0.001330692722928,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.0,18.0,12.0,126.0,7
EMCC,-0.8220316509426213,0.6386015373210314,true,0.9182158500374759,0.0046092384803133905,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.0,29.0,12.0,2734.0,5
EMCC,-0.8237976157455927,0.4800151371122383,true,0.777482823179878,0.003934941209422036,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.107,30.0,11.0,19494.0,18
EMCC,-0.851302591551913,0.3207135902311911,true,0.7916447930795278,0.00591538328598955,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.11,21.0,12.0,31569.0,17
EMCC,-0.8299665744115478,0.42947188803722075,true,0.8177464943681165,0.0034461813029692066,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.14,18.0,9.0,38560.0,28
EMCC,-0.06493163098313293,0.0994043633553462,true,0.10611694183032006,0.0016618342062831282,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.891,25.0,13.0,59434.0,2
EMCC,-2.5110449061938045E-4,0.005614502292053375,true,-1.0703326343908248E-4,0.004222598192681405,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.906,21.0,7.0,73237.0,8
EMCC,4.0439695443650336E-5,0.0045677965904616195,true,4.0439695443650336E-5,0.004563794242856912,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,0.996,23.0,6.0,88205.0,2
EMCC,3.989579115126762E-5,0.004574873631825285,true,4.065910597417233E-5,0.004549071195193077,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k05_3.uai,1.0,29.0,8.0,96406.0,25
