method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.2782171938,0.38874472239600005,false,0.2782171938,0.35388071079600003,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,1.0,,,,
EMCC,0.03393366836997819,0.05140036746628295,false,0.03560515433038358,0.0466595416130178,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,1.0,62.0,77.0,103326.0,6
EMCC,-0.8325129975298791,0.22925712592996364,true,0.749640505388812,5.387670154283473E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.0,22.0,12.0,544.0,10
EMCC,-0.6084710000077351,0.297840740373424,true,0.6445693873822933,7.636605023854318E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.223,35.0,29.0,39111.0,10
EMCC,-0.11502527293073106,0.07564783866028886,true,0.13839993491808866,0.0026179990965587954,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.422,23.0,9.0,72400.0,21
EMCC,-0.10091321091766547,0.06355975698284702,true,0.1462288768201559,0.008875754603992108,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.427,24.0,9.0,96156.0,20
EMCC,-0.10136031134473539,0.0476666657527062,true,0.15397210108197257,0.03350620525991995,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.453,24.0,8.0,112671.0,11
EMCC,-0.09078687643124639,0.05100391475272718,true,0.14719232115227132,0.029546235012144664,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.456,24.0,8.0,128826.0,8
EMCC,0.017857753091044926,0.05118580460212749,true,0.051630326150132966,0.0470672429604537,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.478,26.0,8.0,153759.0,8
EMCC,0.03400444040372608,0.051319179939973245,true,0.03540685558651424,0.04677309804211966,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,0.776,26.0,8.0,189308.0,14
EMCC,0.03392236626091605,0.05137954101705456,true,0.03562857300050559,0.04659616430638051,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo5_k075_0.uai,1.0,26.0,8.0,208785.0,12
