method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.0,0.0,false,0.0,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,1.0,,,,
EMCC,-0.02812242282943389,0.03340686854651992,false,-0.027455578833381178,0.009672442871592241,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,1.0,62.0,72.0,468799.0,22
EMCC,-0.8796747220374561,0.34612576069294904,true,0.8810838022023013,2.222606292323222E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.0,42.0,16.0,629.0,18
EMCC,-0.31670806956253716,0.06020029438481153,true,0.2764323463502797,3.5492667069641793E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.676,34.0,12.0,194548.0,29
EMCC,-0.14846214011487263,0.060065615677797585,true,0.09722054365550092,0.0012379117502668664,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.679,31.0,11.0,219240.0,12
EMCC,-0.07733267412366396,0.04916464542959078,true,0.02241628009942878,0.01231295905655116,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.698,35.0,14.0,303111.0,6
EMCC,-0.035909464374525774,0.041415505904040535,true,-0.032804780573921694,0.009372232220948334,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.799,33.0,11.0,443552.0,19
EMCC,-0.03235964327462473,0.03975655545484727,true,-0.0301392749991507,0.009077415641025812,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.89,37.0,12.0,591545.0,3
EMCC,-0.03129659891401465,0.042673695479232415,true,-0.028349325833096628,0.00881679047434712,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.959,39.0,12.0,698210.0,14
EMCC,-0.02912191999667263,0.048979648166726425,true,-0.027262262207429083,0.01122267575007302,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,0.984,36.0,10.0,828154.0,6
EMCC,-0.0286190518482953,0.03862018088983609,true,-0.026601069606242367,0.010462195412124335,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k10_0.uai,1.0,37.0,9.0,900099.0,7
