method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.24268412200000003,0.0057018419999999995,false,-0.24268412200000003,0.0031499740000000003,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,1.0,,,,
EMCC,-0.13453987308835252,0.11178552370378361,false,-0.08364999011726831,0.013179911060369124,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,1.0,46.0,76.0,44708.0,12
EMCC,-0.9891955748421402,0.34940458050638484,true,0.9897052021980304,4.340948952299995E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.0,22.0,13.0,376.0,5
EMCC,-0.8873290228020897,0.24056317549148473,true,0.8874984722576802,8.119184535251039E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.0,20.0,10.0,2945.0,23
EMCC,-0.9244435757784201,0.07903881720129213,true,0.9188105506583207,7.277759158943814E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.016,22.0,8.0,22839.0,5
EMCC,-0.9260910770165999,0.07712346418984445,true,0.9335326402250337,5.910715657672075E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.026,20.0,8.0,36950.0,12
EMCC,-0.45521171905640834,0.2100947308460554,true,0.42198956235197366,4.935568019282093E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.212,25.0,8.0,55628.0,10
EMCC,-0.15355531379481915,0.0880999767882522,true,-0.0011091935219572635,0.0033319741733639583,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.636,24.0,7.0,75221.0,6
EMCC,-0.12092999251925207,0.120480011651369,true,-0.09182920740753142,0.021892078932726308,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.971,24.0,7.0,89422.0,16
EMCC,-0.12511520949066027,0.10256029203480536,true,-0.09866238089016055,0.007753335443280893,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,0.988,25.0,7.0,98954.0,16
EMCC,-0.15227400509263594,0.10926623268498961,true,-0.08213799041850295,0.013931818272862887,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k075_5.uai,1.0,25.0,6.0,105422.0,16
