method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.0010533600000000032,0.00367752,false,0.0010533600000000032,0.0016853760000000004,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,1.0,,,,
EMCC,0.02277233097841111,0.10861831667661018,false,0.022780173906023743,0.040266152509663235,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,1.0,40.0,70.0,46131.0,6
EMCC,-0.9653416629957356,0.28565870546751493,true,0.9651166902841428,4.963835679999998E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.0,20.0,13.0,138.0,22
EMCC,-0.9790552700066419,0.2046490481549157,true,0.9786637768059675,1.2946376905452166E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.003,17.0,9.0,8103.0,19
EMCC,-0.7128478326284798,0.19664384956665462,true,0.7093196948243763,4.94252657418466E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.231,18.0,8.0,27290.0,14
EMCC,-0.5304376123702994,0.21371443039956795,true,0.5074974754011807,0.0036530871153474054,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.378,18.0,8.0,46270.0,7
EMCC,-0.0776330656938656,0.10002495427151392,true,0.10159698938481143,0.004283058782767614,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.888,21.0,8.0,65322.0,20
EMCC,-0.0070760566194943975,0.06690893624337897,true,0.0081934203142765,0.0010721029487596658,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.909,21.0,9.0,74832.0,12
EMCC,0.024513480673460486,0.11142815129442193,true,0.024588907254873782,0.04421707114846602,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.928,21.0,6.0,84251.0,10
EMCC,0.022927628217269985,0.11018029239077047,true,0.022956197910900533,0.04103388406467105,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,0.94,23.0,8.0,93406.0,5
EMCC,0.022734576578677446,0.10712998003467467,true,0.02279753459553091,0.039775314694918115,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_4.uai,1.0,23.0,8.0,110165.0,5
