method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,4.228063999994758E-5,4.904542399999999E-4,false,4.228063999994758E-5,1.0032031999999997E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,1.0,,,,
EMCC,-5.9716958580868784E-5,4.453886145956906E-4,false,9.600803570969374E-5,9.806565591177784E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,1.0,58.0,72.0,568796.0,15
EMCC,-0.8900211506097271,0.12499500274642497,true,0.8942542885959903,7.834264285572664E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.0,40.0,16.0,451.0,7
EMCC,-0.8366739166873491,0.04388909789790461,true,0.8366723667077174,1.7731232103233043E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.129,31.0,13.0,157072.0,3
EMCC,-0.7442456380857024,0.0036423862936463066,true,0.7446442183579136,3.025406204920748E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.211,31.0,11.0,265332.0,15
EMCC,-0.5201241218842678,0.00470012398779711,true,0.5202750614689482,3.165075929933876E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.269,32.0,12.0,404551.0,9
EMCC,-0.0010300527509140567,4.2647331802557335E-4,true,0.0011154490440837828,1.0309554467044698E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.493,33.0,10.0,565069.0,15
EMCC,-3.098309425812462E-4,4.817800649297706E-4,true,3.633958087853606E-4,7.707733340805675E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.75,35.0,12.0,722276.0,10
EMCC,-5.111668981283568E-5,4.929271025137455E-4,true,1.04406965183379E-4,8.960082541060202E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.787,52.0,10.0,832269.0,13
EMCC,-5.577437619519454E-5,6.157535389095636E-4,true,1.1842787146426614E-4,1.0689837377600532E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,0.843,35.0,10.0,947474.0,23
EMCC,-9.033997025276186E-5,5.095797024802612E-4,true,1.316012288703483E-4,7.984587186535042E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo7_k05_7.uai,1.0,36.0,10.0,1072616.0,8
