method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.014380082291150509,0.02877981175539097,false,-0.014380082291150509,0.006639420664653507,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,1.0,,,,
EMCC,-0.01645063371234534,0.0381595217356138,false,-0.015016157222200621,0.009081329747131026,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,1.0,59.0,78.0,464764.0,5
EMCC,-0.9689977047784958,0.17459668594216274,true,0.9690101658354932,6.039078103973534E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.0,40.0,16.0,899.0,14
EMCC,-0.5370448044338763,0.11983263199499725,true,0.567286146119359,0.001173345938469783,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.29,35.0,14.0,194932.0,25
EMCC,-0.4531188835806714,0.15518870754136962,true,0.44514804958462206,0.0015127367038270745,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.3,31.0,12.0,286868.0,16
EMCC,-0.21524144464939354,0.08210240333863525,true,0.20968247919610072,0.0037045450764018324,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.301,32.0,12.0,305353.0,20
EMCC,-0.485049865415484,0.06696582811539234,true,0.5094660819612362,8.895490367747211E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.301,32.0,11.0,304795.0,20
EMCC,-0.10925509059862726,0.04403888406897123,true,0.05677864477443906,0.014981355900641348,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.313,33.0,11.0,378142.0,6
EMCC,-0.023202873686398895,0.03253075570122046,true,-0.020273154258725,0.011762327453666873,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.48,35.0,10.0,490282.0,3
EMCC,-0.015982702461308784,0.040982240680885164,true,-0.01548611801855071,0.008203834998487224,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,0.966,47.0,13.0,659377.0,27
EMCC,-0.015762297573211348,0.04134630857136034,true,-0.015232865314105448,0.009466573345637086,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k10_8.uai,1.0,35.0,11.0,785843.0,5
