method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.015061483999999958,0.11400883400000002,false,0.015061483999999958,0.04123629600000001,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,1.0,,,,
EMCC,-0.019776985894975396,0.048283839968507734,false,-0.019776985894975396,0.00818981402488684,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,1.0,41.0,74.0,55573.0,14
EMCC,-0.9241589399962271,0.198813988339416,true,0.9279388749897652,1.9847153143999996E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.0,19.0,14.0,141.0,6
EMCC,-0.8634057906125077,0.15465801465119294,true,0.8378703155091455,9.807569442625568E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.053,21.0,10.0,22146.0,7
EMCC,-0.7810830595636638,0.25553778918893433,true,0.7829320619000373,5.582669422168118E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.092,20.0,9.0,39831.0,15
EMCC,-0.8690537543031754,0.05532747520382614,true,0.8865988148465453,0.0018425633787413887,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.1,23.0,10.0,53017.0,5
EMCC,-0.5781170274527114,0.03949732753888829,true,0.5569776090624428,2.61317276390857E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.159,21.0,8.0,65697.0,26
EMCC,-0.022895708327616004,0.04372212166384548,true,-0.02175955702716942,0.005621866109029829,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.682,23.0,7.0,83798.0,5
EMCC,-0.02197001427644757,0.04310054198903226,true,-0.02178041718320209,0.011726884688528208,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.69,22.0,7.0,96953.0,17
EMCC,-0.01877961135836409,0.04930832757324713,true,-0.01877961135836409,0.010372890127791553,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,0.869,25.0,6.0,116450.0,7
EMCC,-0.019776985894975507,0.044005680644545256,true,-0.019776985894975507,0.006599823146960542,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk1_maxDist3_nEndo5_k10_8.uai,1.0,25.0,6.0,127744.0,7
