method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.025428571765396812,0.08475532699361402,false,0.025428571765396812,0.06867197915934842,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,1.0,,,,
EMCC,0.004859083309909917,0.03883260305231132,false,0.004958610803364016,0.028032068159257087,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,1.0,67.0,76.0,794620.0,3
EMCC,-0.8648342822817686,0.07428189769385357,true,0.8635591550603025,4.7188184400890633E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.0,41.0,15.0,1468.0,16
EMCC,-0.4785424169672429,0.17718467401167168,true,0.5095611550328805,0.0010679455437151626,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.374,38.0,16.0,205825.0,14
EMCC,-0.4461647080979151,0.07147434409828915,true,0.46826089127343734,0.017780947375143793,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.408,34.0,12.0,320483.0,7
EMCC,-0.03820674249315881,0.04470657055380558,true,0.05384060256694079,0.02736291024039612,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.424,39.0,12.0,419893.0,17
EMCC,-0.0364715071959143,0.050470380154955155,true,0.04254165853616576,0.020588132179331475,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.49,40.0,16.0,553339.0,18
EMCC,0.002791762188859237,0.03368730690582909,true,0.0036772866271920224,0.02448520063449236,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.661,36.0,12.0,734991.0,2
EMCC,0.005461044416820826,0.03829927753953872,true,0.005780002675458973,0.02764994498187826,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.74,36.0,10.0,946028.0,7
EMCC,0.004796151123377945,0.036663446381580346,true,0.004880031257540884,0.026042313485614286,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,0.797,38.0,13.0,1165907.0,9
EMCC,0.004855956381942694,0.03802760524182716,true,0.004959985613226747,0.027820168095745012,/root/dev/credici/papers/pgm22/models/synthetic/1000/set2/poly_mk0_nEndo7_k075_5.uai,1.0,38.0,11.0,1358238.0,5
