PNS,effect,cause,model
0.05358624984085671,0,3,triangolo_causal_174.uai
0.08199133413030595,0,3,triangolo_causal_160.uai
0.08961000236496697,0,3,triangolo_causal_148.uai
0.08525104455130747,0,3,triangolo_causal_99.uai
0.07907069575303251,0,3,triangolo_causal_66.uai
0.05721312311392572,0,3,triangolo_causal_72.uai
0.061718937416593025,0,3,triangolo_causal_216.uai
0.07783355309769321,0,3,triangolo_causal_203.uai
0.08439193371399051,0,3,triangolo_causal_73.uai
0.08556636776736012,0,3,triangolo_causal_67.uai
0.06835977414972655,0,3,triangolo_causal_149.uai
0.07007796190417445,0,3,triangolo_causal_175.uai
0.04401532518685279,0,3,triangolo_causal_349.uai
0.07040773335802605,0,3,triangolo_causal_163.uai
0.09378179970882897,0,3,triangolo_causal_188.uai
0.05927124834547342,0,3,triangolo_causal_59.uai
0.08071835669222874,0,3,triangolo_causal_215.uai
0.06964205815635602,0,3,triangolo_causal_201.uai
0.09350339070203412,0,3,triangolo_causal_200.uai
0.05840574873985871,0,3,triangolo_causal_214.uai
0.07654042972643535,0,3,triangolo_causal_58.uai
0.055778085447490605,0,3,triangolo_causal_189.uai
0.0766943403075393,0,3,triangolo_causal_162.uai
0.0889201204536017,0,3,triangolo_causal_348.uai
0.0655127561195461,0,3,triangolo_causal_238.uai
0.06669875566646974,0,3,triangolo_causal_210.uai
0.0611490766031124,0,3,triangolo_causal_239.uai
0.0678379482470909,0,3,triangolo_causal_61.uai
0.08768009768940564,0,3,triangolo_causal_75.uai
0.0918817914910319,0,3,triangolo_causal_198.uai
0.05803191494760723,0,3,triangolo_causal_173.uai
0.08613666200469039,0,3,triangolo_causal_159.uai
0.08550115100878215,0,3,triangolo_causal_171.uai
0.09383381143891424,0,3,triangolo_causal_165.uai
0.08755705681930735,0,3,triangolo_causal_88.uai
0.0921449415140552,0,3,triangolo_causal_63.uai
0.09411112336377905,0,3,triangolo_causal_207.uai
0.06447452714172386,0,3,triangolo_causal_62.uai
0.09189770497950016,0,3,triangolo_causal_89.uai
0.08525960895907286,0,3,triangolo_causal_164.uai
0.08050608508304538,0,3,triangolo_causal_170.uai
0.10645411072646913,0,3,triangolo_causal_158.uai
0.07619421913408642,0,3,triangolo_causal_315.uai
0.08482875327584043,0,3,triangolo_causal_301.uai
0.048838036715592635,0,3,triangolo_causal_117.uai
0.06682262562569775,0,3,triangolo_causal_103.uai
0.06862133672073217,0,3,triangolo_causal_275.uai
0.10041129833196547,0,3,triangolo_causal_249.uai
0.09136290545900527,0,3,triangolo_causal_248.uai
0.07156457936222162,0,3,triangolo_causal_102.uai
0.06614879372966143,0,3,triangolo_causal_116.uai
0.07521917001187575,0,3,triangolo_causal_300.uai
0.0875213105092472,0,3,triangolo_causal_314.uai
0.08520004038377685,0,3,triangolo_causal_114.uai
0.0677119773954157,0,3,triangolo_causal_128.uai
0.05927654717636642,0,3,triangolo_causal_276.uai
0.0944761248847446,0,3,triangolo_causal_262.uai
0.08680490627922552,0,3,triangolo_causal_277.uai
0.09093584849865882,0,3,triangolo_causal_115.uai
0.08895166634730284,0,3,triangolo_causal_317.uai
0.07644288304064717,0,3,triangolo_causal_307.uai
0.06581010976197331,0,3,triangolo_causal_139.uai
0.08235494704034471,0,3,triangolo_causal_273.uai
0.0832890719764013,0,3,triangolo_causal_267.uai
0.07709491077138828,0,3,triangolo_causal_298.uai
0.06522631640163691,0,3,triangolo_causal_299.uai
0.07315489095515973,0,3,triangolo_causal_312.uai
0.08526253500210082,0,3,triangolo_causal_306.uai
0.07670731400615245,0,3,triangolo_causal_304.uai
0.07025221827710396,0,3,triangolo_causal_106.uai
0.07694522250086083,0,3,triangolo_causal_264.uai
0.06332187480095298,0,3,triangolo_causal_270.uai
0.07101400861437973,0,3,triangolo_causal_271.uai
0.06540224580299904,0,3,triangolo_causal_113.uai
0.07700234825327555,0,3,triangolo_causal_339.uai
0.06588442529092046,0,3,triangolo_causal_334.uai
0.07898401131857842,0,3,triangolo_causal_320.uai
0.07091848424079636,0,3,triangolo_causal_308.uai
0.10201250156545802,0,3,triangolo_causal_254.uai
0.06098926793612531,0,3,triangolo_causal_283.uai
0.07981090909829115,0,3,triangolo_causal_282.uai
0.0815201171533956,0,3,triangolo_causal_269.uai
0.05936631332107763,0,3,triangolo_causal_255.uai
0.05013979894331018,0,3,triangolo_causal_335.uai
0.1018675930138332,0,3,triangolo_causal_135.uai
0.07802048237670875,0,3,triangolo_causal_109.uai
0.06360054000266221,0,3,triangolo_causal_243.uai
0.07137091140037048,0,3,triangolo_causal_281.uai
0.05763679046067365,0,3,triangolo_causal_242.uai
0.08623102997999343,0,3,triangolo_causal_108.uai
0.08278618490031378,0,3,triangolo_causal_134.uai
0.07554406323440742,0,3,triangolo_causal_322.uai
0.05509936894955564,0,3,triangolo_causal_332.uai
0.09309828821106463,0,3,triangolo_causal_124.uai
0.10395258811731906,0,3,triangolo_causal_130.uai
0.07356377396335613,0,3,triangolo_causal_252.uai
0.09418812800002421,0,3,triangolo_causal_291.uai
0.09487686468947061,0,3,triangolo_causal_290.uai
0.07656734794727615,0,3,triangolo_causal_247.uai
