,12,11,10,9,8,7,5,4,3,2,1,0
0,0,0,0,0,1,0,1,0,0,1,0,1
1,1,0,1,0,1,0,1,0,1,0,0,0
2,1,0,0,0,1,1,1,0,0,1,0,1
3,0,1,1,1,1,1,0,0,1,1,1,0
4,0,0,1,1,1,0,1,0,0,1,0,1
5,0,1,1,1,1,0,0,1,1,1,1,0
6,0,0,1,0,1,0,1,0,1,1,0,1
7,0,0,1,0,1,0,1,0,1,1,0,1
8,1,0,0,1,1,0,0,0,0,0,0,0
9,1,1,1,0,0,1,0,1,1,0,0,0
10,0,0,1,1,1,0,1,0,1,1,0,1
11,1,0,1,0,1,0,0,0,0,0,0,0
12,1,0,0,1,1,0,1,0,0,0,0,0
13,0,0,1,0,1,0,1,0,0,1,0,1
14,1,0,1,1,1,0,0,0,1,0,0,0
15,0,0,0,0,1,0,1,0,0,1,0,1
16,0,0,1,0,1,0,1,0,0,1,0,1
17,0,1,1,0,1,1,0,0,1,1,1,0
18,0,0,1,1,0,1,1,1,1,1,0,1
19,0,0,0,1,1,0,1,0,0,1,0,1
20,1,0,1,0,1,0,0,1,0,0,0,0
21,1,0,1,1,1,0,0,0,0,0,0,0
22,0,0,1,0,1,0,1,0,0,1,0,1
23,0,0,0,1,1,1,1,0,0,1,0,1
24,0,0,1,1,1,1,1,0,0,1,0,1
25,0,0,1,0,1,0,1,0,0,1,0,1
26,1,1,1,0,0,0,0,0,0,0,0,0
27,1,0,1,0,1,0,1,0,0,0,0,0
28,1,1,1,1,0,0,0,0,0,0,0,0
29,0,1,1,1,1,0,0,1,1,1,1,0
30,0,1,0,0,1,0,0,0,1,1,1,0
31,0,0,1,1,1,0,1,0,0,1,0,1
32,1,1,1,1,1,0,0,0,1,1,1,0
33,1,0,1,1,1,1,1,0,0,1,0,1
34,0,0,0,1,1,0,1,0,1,1,0,1
35,1,1,1,0,0,1,0,1,1,0,0,0
36,0,1,0,1,1,0,1,0,1,1,1,0
37,0,0,1,1,1,1,1,0,0,1,0,1
38,0,1,1,0,1,1,0,0,1,1,1,0
39,1,0,1,1,1,1,0,0,0,0,0,0
40,0,0,1,1,1,0,1,0,0,1,0,1
41,1,1,1,0,0,0,0,0,0,0,0,0
42,1,1,1,1,0,1,0,0,0,0,0,0
43,0,0,1,1,1,0,1,0,0,0,0,0
44,1,0,1,1,1,0,1,0,0,0,0,0
45,0,1,1,0,0,1,0,0,0,1,1,0
46,0,0,1,1,1,0,1,0,0,1,0,1
47,0,0,1,0,1,1,1,0,1,1,0,1
48,0,0,1,1,1,1,1,0,0,1,0,1
49,1,1,1,0,0,0,0,0,0,0,0,0
50,0,0,1,0,1,1,1,0,0,1,0,1
51,0,0,1,1,1,0,1,0,0,1,0,1
52,1,0,1,0,1,0,1,0,0,1,0,1
53,0,0,1,0,1,0,1,0,1,1,0,1
54,1,0,1,0,1,1,0,0,0,0,0,0
55,0,1,0,1,0,0,1,1,1,1,0,1
56,1,0,1,1,1,1,1,0,0,0,0,0
57,0,0,1,0,1,1,1,0,0,1,0,1
58,1,0,1,0,1,1,0,0,1,0,0,0
59,0,0,1,1,1,0,1,0,0,1,0,1
60,0,0,1,1,1,0,0,0,1,1,0,1
61,1,0,1,0,1,1,1,0,0,1,0,1
62,1,0,0,1,1,1,0,0,0,0,0,0
63,1,0,1,1,1,0,1,0,0,0,0,0
64,1,0,1,1,1,1,1,0,1,0,0,0
65,1,0,1,0,1,0,0,0,1,0,0,0
66,1,0,1,0,0,0,0,1,1,0,0,0
67,0,0,1,0,1,0,1,0,0,1,0,1
68,0,0,1,0,1,0,1,0,0,1,0,1
69,0,0,0,0,1,1,1,0,0,1,0,1
70,1,0,1,1,1,0,0,0,0,0,0,0
71,0,0,1,1,1,0,1,0,0,1,0,1
72,0,1,1,0,0,1,0,1,1,1,1,0
73,0,0,0,1,1,0,1,0,0,1,0,1
74,1,0,1,0,1,1,1,0,0,0,0,1
75,0,0,1,0,1,0,1,0,0,1,0,1
76,1,0,1,1,1,1,1,0,0,0,0,1
77,1,0,1,1,1,1,0,0,1,0,0,0
78,0,1,1,0,1,0,0,0,1,1,1,0
79,0,0,1,1,1,0,1,0,0,1,0,1
80,1,0,1,0,1,0,0,0,0,0,0,0
81,0,0,1,1,1,1,1,0,0,1,0,1
82,0,0,1,0,1,1,1,1,1,1,0,1
83,0,0,1,0,1,0,1,0,0,1,0,1
84,0,1,1,0,1,0,1,0,0,1,1,1
85,0,0,1,0,1,0,1,0,0,1,0,1
86,1,1,1,1,0,0,0,0,0,0,0,0
87,1,0,1,0,1,0,0,0,0,0,0,0
88,0,1,1,1,0,0,1,0,0,1,0,1
89,0,0,1,0,1,0,1,0,1,1,0,1
90,0,0,1,1,1,0,0,0,0,0,0,0
91,1,0,1,1,1,1,0,0,0,0,0,0
92,1,0,1,0,1,0,0,0,0,0,0,0
93,1,0,1,1,1,0,1,0,1,1,0,1
94,0,1,1,1,1,1,0,0,1,1,1,0
95,0,0,1,1,1,0,1,0,1,1,0,1
