,10,9,8,7,6,3,2,1,0
0,0,1,1,1,1,1,1,0,0
1,0,1,1,1,1,1,1,0,1
2,0,1,1,1,1,1,1,0,1
3,0,1,1,1,1,1,1,0,0
4,0,1,1,1,0,1,0,0,1
5,1,1,0,0,1,1,1,0,0
6,0,1,0,1,1,0,1,0,0
7,0,0,0,0,0,0,1,1,1
8,0,1,1,1,0,1,1,0,0
9,0,1,1,1,1,1,0,0,1
10,0,1,1,1,1,1,1,0,0
11,0,1,0,1,0,0,1,0,0
12,0,1,1,1,1,1,0,0,0
13,0,1,0,0,1,0,1,1,0
14,0,1,1,1,1,1,0,0,0
15,0,1,1,1,1,1,1,0,1
16,0,1,1,1,0,1,0,0,0
17,0,1,0,1,1,1,1,0,1
18,0,1,1,1,1,1,1,0,1
19,0,1,1,1,1,1,0,0,0
20,0,1,1,1,1,1,0,0,0
21,0,1,1,1,0,1,1,0,1
22,1,0,0,0,0,0,1,0,0
23,0,1,1,1,0,1,0,0,0
24,1,1,1,0,1,1,1,0,0
25,0,1,1,1,0,1,1,0,0
26,0,1,1,1,1,1,0,0,1
27,0,1,1,1,1,1,0,0,0
28,0,1,1,1,1,1,1,0,0
29,0,1,1,1,1,1,1,0,0
30,0,1,0,1,0,0,1,0,0
31,0,1,0,1,1,0,1,0,0
32,0,1,1,1,0,1,0,0,1
33,0,1,1,1,0,1,0,0,1
34,0,1,1,1,0,1,1,0,0
35,0,1,1,1,0,1,1,0,1
36,0,1,1,1,0,1,1,0,1
37,0,1,1,1,0,1,0,0,1
38,0,1,1,1,1,1,1,0,0
39,0,1,0,1,1,0,1,0,0
40,0,1,1,1,1,1,1,0,0
41,0,1,1,1,1,1,1,0,0
42,0,1,1,0,0,1,0,1,0
43,0,1,1,1,1,1,1,0,0
44,1,0,1,0,1,1,0,0,0
45,0,1,1,1,1,1,0,0,1
46,0,1,1,1,0,1,1,0,1
47,0,1,1,1,0,1,1,0,0
48,1,0,0,0,1,0,0,1,0
49,0,1,1,1,1,1,0,0,0
50,0,1,0,1,1,1,1,0,0
51,0,1,1,1,1,1,0,0,1
52,0,1,1,1,1,1,1,0,0
53,0,1,1,1,1,1,0,0,1
54,0,1,1,1,1,1,0,0,1
55,0,0,1,1,0,1,0,0,0
56,0,1,1,1,1,1,1,0,1
57,0,1,1,1,1,1,1,0,1
58,0,1,0,1,1,0,1,0,0
59,0,0,1,1,1,1,0,0,1
60,0,1,0,1,1,0,1,0,0
61,0,1,1,1,1,1,1,0,0
62,0,1,1,1,1,1,0,0,0
63,0,1,1,1,0,1,0,0,0
64,0,1,0,0,1,0,1,1,1
65,0,1,1,1,0,1,0,0,0
66,0,1,0,1,1,0,1,0,0
67,0,1,1,1,1,1,1,0,1
68,0,1,1,1,1,1,1,0,1
69,0,1,1,1,1,1,0,0,1
70,0,1,1,1,0,1,1,0,1
71,1,1,1,0,0,1,0,0,0
72,0,1,0,1,0,0,1,0,0
73,0,1,1,1,1,1,0,0,0
74,0,1,1,1,0,1,1,0,0
75,0,1,1,1,1,1,0,0,0
76,0,1,0,1,1,1,1,0,1
77,0,1,1,1,1,1,0,0,0
78,0,1,0,0,1,0,1,1,0
79,0,1,1,1,1,1,0,0,0
80,0,1,1,1,0,1,1,0,1
81,0,1,1,1,1,1,0,0,0
82,0,1,1,1,1,1,0,0,0
83,0,1,1,1,0,1,1,0,1
84,0,1,1,1,1,1,1,0,1
85,1,1,0,0,1,0,1,0,0
86,0,1,1,1,1,1,1,0,0
87,0,1,1,1,1,1,0,0,1
88,1,1,1,0,1,1,0,0,1
89,1,1,1,0,1,1,1,0,0
