,8,7,6,5,3,2,1,0
0,1,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
2,0,1,0,0,0,0,1,0
3,0,0,0,0,1,0,1,0
4,0,0,1,0,1,0,1,0
5,0,0,0,0,1,0,0,0
6,0,0,0,0,1,0,1,1
7,0,0,0,0,1,0,1,0
8,0,0,0,1,1,0,0,0
9,1,0,0,1,0,0,0,0
10,1,0,0,0,1,0,0,0
11,1,1,0,0,0,0,0,0
12,0,0,0,1,1,0,0,0
13,1,0,0,1,0,0,0,0
14,0,0,0,1,1,0,1,1
15,1,0,1,0,1,1,1,0
16,1,0,0,0,0,1,0,1
17,1,0,0,0,1,0,0,0
18,1,1,0,0,0,0,0,0
19,1,0,0,1,1,0,0,1
20,0,1,0,0,0,0,1,0
21,0,0,0,0,1,0,1,0
22,1,1,1,0,0,0,0,0
23,1,1,1,0,0,0,0,0
24,1,0,0,0,1,0,0,0
25,1,1,1,0,0,0,0,0
26,1,0,0,0,1,0,1,1
27,1,1,0,1,0,0,0,0
28,0,0,0,0,1,0,1,0
29,0,1,0,0,1,0,1,0
30,0,0,0,0,1,0,0,0
31,0,0,1,0,1,0,0,0
32,0,0,0,0,1,0,1,0
33,1,1,1,1,1,1,1,0
34,0,0,0,0,1,0,1,1
35,1,0,0,0,1,0,0,0
36,1,1,0,0,0,0,0,0
37,0,0,1,0,1,0,1,0
38,1,1,0,0,0,0,0,0
39,0,0,0,0,1,0,0,0
40,1,0,0,1,1,0,0,0
41,0,0,1,0,1,0,1,1
42,0,0,0,1,1,0,1,0
43,0,0,1,0,1,0,1,0
44,0,0,1,0,1,0,1,0
45,0,0,0,1,1,0,1,0
46,0,0,0,1,1,0,0,0
47,0,0,0,1,1,0,1,0
48,0,0,1,0,1,0,1,0
49,0,0,1,0,1,0,1,0
50,0,0,1,0,1,0,0,0
51,0,0,0,0,1,1,0,0
52,0,1,0,0,1,1,0,0
53,0,0,1,1,1,0,1,0
54,0,0,1,0,1,0,0,0
55,0,0,0,0,1,0,1,1
56,0,0,0,1,1,0,0,0
57,0,0,0,1,1,0,1,1
58,1,0,1,0,0,1,1,0
59,1,0,0,1,0,0,0,0
60,1,0,1,0,1,0,0,0
61,1,1,0,0,0,0,1,1
62,1,0,0,0,0,1,1,0
63,1,1,0,0,0,0,0,0
64,1,0,1,0,0,1,1,0
65,0,0,0,0,1,0,0,0
66,0,0,0,1,1,0,1,0
67,1,0,0,0,1,0,0,0
68,0,0,0,0,1,0,1,1
69,0,0,0,0,1,0,1,1
70,0,1,0,0,0,0,0,0
71,1,1,0,1,0,0,0,0
72,0,0,1,0,1,0,1,0
73,1,0,0,1,0,0,0,1
74,1,1,0,0,0,0,0,0
75,1,1,1,0,0,0,0,0
76,1,0,1,1,0,1,1,0
77,1,1,1,0,0,0,0,0
78,1,1,0,0,0,0,0,0
79,1,0,0,0,0,1,1,0
80,1,1,0,0,0,0,0,0
81,1,1,0,0,0,0,0,1
82,0,0,0,1,1,0,0,0
83,0,0,1,1,1,1,0,0
84,0,0,1,1,1,0,0,0
85,1,1,0,0,0,0,0,0
86,0,0,0,0,1,0,1,0
87,1,0,0,0,0,1,1,0
88,1,0,1,0,1,0,0,0
89,0,0,1,0,1,0,1,0
90,0,0,0,0,1,0,1,0
91,0,0,1,0,1,0,1,0
92,1,1,0,0,0,0,1,1
93,0,0,0,0,1,0,1,1
94,1,1,1,0,0,0,0,0
95,1,1,0,0,0,0,0,0
96,1,1,0,0,0,0,0,0
97,1,0,0,0,0,0,0,0
98,1,0,1,0,1,0,0,0
99,1,0,1,0,0,0,0,0
100,1,1,0,0,0,0,0,0
101,1,0,0,0,0,0,0,1
102,1,1,0,0,1,0,0,0
103,0,0,1,0,1,0,0,0
104,0,0,0,1,1,0,1,0
105,1,0,0,0,0,0,0,0
106,1,0,0,0,1,0,0,0
107,0,0,0,0,1,0,1,1
108,1,0,0,0,0,1,1,0
109,1,0,0,0,1,0,0,0
110,1,0,1,1,1,0,0,0
111,0,0,0,0,0,1,0,0
112,0,0,0,0,1,0,1,1
113,0,0,0,1,1,0,1,0
114,1,1,0,0,0,0,0,0
115,1,0,0,0,1,0,1,1
116,0,0,0,0,1,0,1,0
117,0,0,0,1,1,0,1,1
118,1,1,0,0,0,0,0,0
119,0,0,1,0,1,0,0,0
120,0,0,1,1,0,1,0,0
121,0,1,0,1,1,0,1,0
122,1,0,0,0,1,0,0,0
123,0,0,0,0,1,0,0,0
124,0,0,1,0,1,0,1,1
125,1,1,0,0,0,0,0,0
126,0,0,0,0,1,0,1,0
127,0,0,0,1,1,0,0,0
128,1,1,1,0,0,0,0,0
129,1,0,0,0,1,0,0,0
130,0,0,1,1,1,1,0,0
131,0,0,0,0,1,0,1,0
132,1,1,0,0,0,0,0,0
133,0,0,0,0,1,0,1,1
134,1,0,0,1,1,0,0,0
135,1,1,0,0,0,0,0,0
136,1,1,0,0,0,0,0,0
137,0,0,0,1,1,0,1,1
138,0,0,0,1,1,0,1,1
139,1,1,0,0,0,0,1,0
140,1,0,1,1,0,1,1,0
141,1,0,1,0,1,0,0,0
142,1,1,0,0,0,0,0,0
143,0,0,0,1,1,0,0,0
144,0,1,1,1,1,1,1,0
145,1,1,0,0,0,0,0,0
146,1,1,0,0,0,0,0,0
147,1,0,0,0,1,0,0,0
148,0,0,1,0,1,0,0,0
149,1,0,0,1,1,0,0,0
150,1,0,0,0,1,0,1,1
