,3,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,0,1
7,1,1
8,1,0
9,0,0
10,0,0
11,1,1
12,1,1
13,1,1
14,1,0
15,1,1
16,0,1
17,1,0
18,1,0
19,1,0
20,1,1
21,1,0
22,1,1
23,1,1
24,1,0
25,0,0
26,1,0
27,1,1
28,1,0
29,1,0
30,1,0
31,1,0
32,1,0
33,1,0
34,0,1
35,1,1
36,1,0
37,1,0
38,1,0
39,0,0
40,1,0
41,1,1
42,1,1
43,1,1
44,1,0
45,1,0
46,1,0
47,1,1
48,1,1
49,1,1
50,1,0
51,0,0
52,1,0
53,1,1
54,0,1
55,1,1
56,1,1
57,0,0
58,1,0
59,1,0
60,1,0
61,1,1
62,1,0
63,1,0
64,1,0
65,1,0
66,1,0
67,0,0
68,1,0
69,0,1
70,1,0
71,1,0
72,1,1
73,0,1
74,1,0
75,0,0
76,1,0
77,1,0
78,1,0
79,1,0
80,1,0
81,1,1
82,1,0
83,1,0
84,1,0
85,1,1
86,1,0
87,1,0
88,1,0
89,1,1
90,1,0
91,1,0
92,1,1
93,1,0
94,1,0
95,1,0
96,0,0
97,1,0
98,1,0
99,1,0
100,1,0
101,1,0
102,1,0
103,1,1
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,0,1
110,0,1
111,1,0
112,1,1
113,1,0
114,1,0
115,1,1
116,1,0
117,1,0
118,1,0
119,1,1
120,1,0
121,1,0
122,1,0
123,1,0
124,1,0
125,1,1
126,0,1
127,1,0
128,0,0
129,0,1
130,1,0
131,1,0
132,1,0
133,1,0
134,1,1
135,1,0
136,0,0
137,1,0
138,0,1
139,1,0
140,1,0
141,1,0
142,1,0
143,1,0
144,1,1
145,0,0
146,1,0
147,0,0
148,1,1
149,1,1
150,1,1
151,1,1
152,1,0
153,1,0
154,1,0
155,1,0
156,1,0
157,1,0
158,1,1
159,1,1
160,1,0
161,1,0
162,0,1
163,1,0
164,0,1
165,1,0
166,1,1
167,1,0
168,0,0
169,1,0
170,1,1
171,1,0
172,1,0
173,1,0
174,1,0
175,1,0
176,1,0
177,1,0
178,0,0
179,0,0
180,1,0
181,1,0
182,1,0
183,1,0
184,1,0
185,1,0
186,1,0
187,1,0
188,1,0
189,1,0
190,1,1
191,1,0
192,1,1
193,1,0
194,1,0
195,1,1
196,1,0
197,1,1
198,0,0
199,1,0
200,1,0
201,1,1
202,1,0
203,1,1
204,1,0
205,1,1
206,1,0
207,1,1
208,1,1
