,13,12,11,10,9,7,6,5,4,2,1,0
0,1,1,0,1,1,0,1,1,1,0,1,0
1,1,0,0,1,1,0,1,1,1,0,0,1
2,0,1,0,0,1,1,0,1,1,0,0,0
3,0,1,0,0,0,1,0,1,1,0,1,0
4,0,1,0,1,1,1,0,1,1,0,1,0
5,0,1,0,0,1,1,0,1,1,0,0,0
6,0,1,0,0,0,1,0,1,1,0,1,0
7,1,0,0,1,0,0,1,0,1,0,1,1
8,1,0,0,0,0,1,0,1,1,0,1,1
9,1,0,1,0,0,0,1,1,0,0,1,1
10,0,1,1,0,0,1,1,1,0,1,1,0
11,0,0,0,0,0,1,1,1,0,1,0,1
12,1,1,0,0,0,1,0,0,1,0,1,1
13,1,0,0,0,0,1,0,1,1,1,1,1
14,0,1,0,0,0,1,0,0,1,0,1,0
15,0,1,0,0,1,1,0,1,1,0,0,0
16,1,0,0,0,0,1,0,1,1,0,1,1
17,0,1,0,0,0,1,0,1,1,0,1,0
18,0,1,0,1,0,1,0,0,0,0,1,0
19,0,0,0,0,0,1,0,1,1,0,1,1
20,1,1,0,1,0,0,1,0,1,0,1,1
21,0,0,1,0,0,1,1,1,0,1,1,1
22,0,0,0,1,0,1,1,1,1,1,1,1
23,0,0,1,0,0,1,1,1,0,0,1,1
24,1,1,0,1,0,0,1,1,1,0,1,1
25,0,0,1,0,0,1,1,1,0,1,0,1
26,1,0,0,0,0,1,0,0,1,0,1,1
27,1,0,1,0,0,0,1,1,0,1,1,1
28,0,1,0,0,0,1,0,0,1,0,1,0
29,0,1,0,0,0,1,0,1,1,0,0,0
30,1,0,0,0,0,1,0,1,1,0,1,1
31,0,1,1,0,0,1,1,1,0,1,1,0
32,0,0,0,1,0,1,1,1,1,1,1,1
33,0,1,0,0,0,1,0,0,1,0,1,0
34,0,1,0,0,0,1,1,1,0,1,1,0
35,1,0,0,0,1,0,0,1,1,1,1,1
36,0,1,0,0,0,1,0,0,1,0,1,0
37,0,1,0,1,0,1,0,1,1,0,1,0
38,0,1,0,0,0,1,0,1,1,0,0,0
39,0,0,1,0,0,1,1,1,0,1,1,1
40,0,1,0,0,0,1,0,0,1,0,1,1
41,0,1,1,0,0,1,1,1,0,1,0,0
42,0,0,0,0,0,1,1,1,0,1,0,1
43,0,1,0,0,0,1,0,1,1,0,1,0
44,1,0,1,0,1,0,1,1,0,0,1,1
45,0,0,1,0,0,1,1,1,0,1,1,1
46,0,1,0,0,0,1,0,1,1,1,1,0
47,1,0,1,0,1,0,1,1,0,0,1,1
48,0,1,1,0,1,0,1,0,0,1,1,0
49,0,0,0,0,0,1,0,1,1,1,1,1
50,1,0,0,0,0,1,0,0,1,1,1,1
51,0,1,0,0,1,1,0,1,1,0,1,0
52,1,0,0,0,0,1,0,1,1,0,1,1
53,0,1,0,0,1,1,0,1,1,0,0,0
54,0,1,0,0,0,1,0,1,1,0,0,0
55,0,0,0,1,0,1,1,1,1,1,1,1
56,1,0,0,0,0,1,0,1,1,0,1,1
57,1,0,0,0,1,0,1,1,0,0,0,1
58,0,1,1,0,0,1,1,1,0,1,1,0
59,0,1,0,0,0,1,0,0,1,0,1,0
60,1,0,0,0,0,0,1,1,0,0,1,1
61,1,1,0,0,0,1,0,1,1,0,1,1
62,0,1,0,0,0,1,0,1,1,0,1,0
63,0,1,0,0,0,1,0,1,1,0,1,0
64,0,0,1,0,0,1,1,1,0,1,1,1
65,1,0,1,0,1,0,1,1,0,0,1,1
66,1,0,0,0,0,1,0,0,1,0,1,1
67,0,1,0,0,0,1,0,1,1,0,1,0
68,0,0,0,0,0,1,1,1,0,1,1,1
69,1,0,0,0,0,1,0,1,1,0,1,1
70,0,1,0,0,0,1,0,1,1,0,1,0
71,1,0,0,0,0,1,0,0,1,0,1,1
72,1,0,1,0,1,0,1,1,0,0,0,1
73,0,0,0,0,0,1,0,1,1,0,1,1
74,0,1,1,0,0,1,1,1,0,1,1,1
75,0,0,1,0,0,1,1,1,0,1,0,1
76,0,0,0,1,0,1,1,1,1,1,0,1
77,1,0,0,0,0,1,0,1,1,0,1,1
78,0,0,1,0,0,1,1,1,0,1,1,1
79,1,1,1,0,1,0,1,1,0,1,1,0
80,1,0,0,0,0,1,0,1,1,0,1,1
81,1,0,0,0,0,1,0,0,1,0,1,1
82,0,1,1,0,0,1,0,1,1,0,1,0
83,1,1,0,1,0,0,1,1,1,0,1,0
84,1,0,0,0,0,0,1,1,0,0,1,1
85,0,1,0,1,0,1,0,0,0,0,1,0
86,1,1,0,1,1,0,1,1,1,0,1,1
87,1,1,1,0,0,1,0,1,1,0,1,0
88,1,1,0,0,0,1,0,0,1,0,1,1
89,1,1,0,1,0,1,0,1,1,0,1,1
90,1,0,0,0,1,0,1,1,0,0,0,1
91,0,1,0,0,0,1,0,1,1,0,1,1
92,1,0,0,0,0,1,0,0,1,0,1,1
93,1,0,0,0,0,1,0,1,1,0,1,1
94,0,0,0,0,0,1,1,1,0,1,1,1
95,1,0,0,0,0,0,0,0,1,1,1,1
96,1,1,0,0,1,0,0,0,1,1,1,1
97,0,0,0,0,0,1,1,1,0,1,1,1
98,0,1,1,0,0,1,0,1,1,1,0,0
99,0,1,1,1,0,1,0,0,0,0,1,0
100,1,0,1,0,1,0,1,1,0,0,1,1
101,1,0,1,0,1,0,1,1,0,1,1,1
102,1,0,0,0,0,1,0,0,1,0,1,1
103,0,1,0,1,0,1,1,1,1,1,1,0
104,1,0,0,0,0,1,0,1,1,1,1,1
105,1,1,0,1,0,0,1,1,1,0,1,0
106,1,0,0,0,0,1,0,1,1,0,1,1
107,0,0,0,0,0,1,1,1,0,1,0,1
108,0,0,0,0,0,1,1,1,0,1,1,1
109,0,0,0,0,0,1,1,1,0,1,1,1
110,1,1,0,0,0,1,0,1,1,0,1,1
111,1,0,0,0,1,0,1,1,0,0,0,1
112,0,1,0,0,0,1,0,0,1,0,1,0
113,0,0,1,0,0,1,1,1,0,0,0,1
114,1,0,0,0,0,1,0,0,1,0,1,1
115,1,0,0,0,0,1,0,0,1,0,1,1
116,1,0,1,0,1,0,1,1,0,0,0,1
117,0,1,0,0,1,1,0,1,1,0,0,0
118,1,0,0,0,0,1,0,1,1,0,1,1
119,1,1,0,1,1,0,1,1,1,0,1,0
120,0,1,1,0,0,1,0,1,1,0,1,0
121,0,0,0,1,0,1,1,1,1,1,1,1
122,1,0,0,0,1,0,1,1,0,0,1,1
123,1,0,1,0,1,0,1,1,0,0,1,1
124,0,1,0,0,0,1,0,0,1,0,1,1
125,1,0,0,0,1,0,1,1,0,0,1,1
126,1,0,0,0,1,0,1,1,0,0,0,1
127,1,0,1,0,1,0,1,1,0,0,1,1
128,0,0,0,0,0,1,1,0,0,1,0,1
129,0,0,0,0,0,1,1,1,0,1,1,1
