,4,2
0,0,0
1,1,1
2,1,0
3,0,1
4,0,1
5,1,0
6,0,0
7,0,1
8,0,1
9,1,0
10,1,1
11,1,1
12,0,0
13,1,0
14,0,1
15,1,1
16,1,0
17,0,1
18,0,0
19,1,1
20,1,0
21,1,1
22,0,0
23,0,1
24,0,0
25,0,1
26,1,1
27,0,1
28,0,0
29,0,1
30,1,0
31,0,0
32,1,0
33,1,0
34,0,0
35,0,1
36,1,0
37,1,1
38,0,0
39,1,1
40,1,0
41,0,0
42,0,0
43,0,1
44,0,1
45,1,1
46,1,1
47,1,1
48,1,0
49,1,0
50,1,1
51,1,0
52,1,1
53,1,1
54,0,0
55,0,1
56,0,1
57,0,1
58,1,1
59,1,1
60,0,1
61,0,0
62,1,1
63,0,0
64,1,0
65,0,1
66,0,1
67,1,1
68,0,0
69,1,0
70,1,1
71,0,0
72,1,0
73,1,1
74,0,1
75,1,0
76,1,1
77,1,0
78,0,1
79,1,0
80,1,0
81,1,0
82,1,0
83,1,0
84,0,0
85,0,1
86,0,1
87,0,0
88,0,1
89,0,1
90,1,0
91,0,0
92,0,0
93,0,1
94,0,1
95,1,0
96,1,0
97,0,0
98,0,1
99,0,0
100,1,0
101,0,1
102,0,0
103,0,0
104,1,1
105,1,1
106,1,0
107,1,1
108,0,1
109,0,0
110,0,1
111,1,1
112,1,0
113,1,1
114,0,1
115,1,0
116,1,0
117,0,1
118,0,1
119,1,1
120,1,1
121,0,1
122,0,1
123,0,1
124,1,1
125,0,1
126,1,1
127,1,1
128,0,0
129,0,1
130,0,0
131,0,1
132,0,0
133,0,1
134,1,0
135,0,0
136,0,0
137,0,1
138,1,1
139,1,0
140,1,1
141,0,1
142,0,1
143,0,1
144,1,0
145,1,1
146,0,0
147,0,1
148,0,0
149,0,0
150,0,0
151,0,1
152,0,0
153,0,1
154,0,1
155,0,0
156,1,0
157,0,0
158,1,1
159,0,0
160,0,1
161,0,1
162,1,1
163,0,1
164,0,0
165,0,1
166,1,0
167,0,1
168,0,0
169,1,1
170,1,1
171,1,0
172,1,1
173,1,1
174,0,1
175,1,1
176,0,0
177,1,1
178,0,1
179,0,0
180,1,0
181,0,1
182,0,0
183,0,0
184,0,0
185,0,1
186,1,0
187,1,0
188,1,0
189,0,1
190,0,0
191,0,1
192,0,1
193,0,0
194,0,0
195,0,0
196,1,1
197,1,0
198,1,0
199,0,0
200,1,0
201,0,1
202,0,1
203,0,1
204,1,1
205,0,0
206,1,0
207,0,1
208,1,1
209,1,0
210,0,1
211,0,0
212,1,1
213,0,0
214,1,1
215,1,1
216,0,1
217,1,0
218,1,0
219,0,0
220,1,1
221,0,0
222,1,1
223,0,0
224,0,1
225,0,1
226,0,1
227,1,1
228,0,1
229,0,0
230,0,1
231,1,0
232,1,0
233,0,1
234,0,0
235,0,0
236,1,1
237,0,0
238,0,0
239,0,0
240,1,1
241,0,0
242,0,0
243,1,1
244,1,0
245,0,1
246,0,1
247,0,0
248,0,1
249,0,0
250,0,0
251,1,1
252,0,1
253,1,0
254,1,0
255,1,1
256,0,1
257,1,0
258,0,0
259,0,1
260,0,1
261,0,1
262,1,1
263,1,0
264,0,0
265,0,1
266,0,0
267,0,0
268,1,1
269,0,1
270,0,1
271,0,1
272,0,0
273,0,0
274,0,1
275,0,0
276,0,1
277,1,0
278,1,0
279,0,1
280,0,0
281,1,0
282,1,1
283,1,0
284,1,1
285,0,0
286,0,1
287,0,1
288,0,1
289,0,1
290,1,1
291,0,0
292,0,1
293,1,0
294,0,1
295,0,1
296,0,0
297,0,1
298,0,1
299,0,0
300,1,0
301,0,0
302,1,1
303,0,0
304,0,1
305,0,1
306,1,1
307,1,0
308,0,1
309,1,1
310,1,1
311,0,1
312,0,0
313,0,0
314,0,1
315,1,0
316,1,0
317,1,0
318,0,0
319,0,1
320,0,1
321,0,1
322,0,0
323,0,1
324,1,1
325,1,0
326,0,0
327,0,0
328,1,1
329,1,0
330,0,0
331,1,0
332,0,0
333,1,0
334,1,1
335,1,1
336,0,0
337,0,0
338,1,0
339,0,0
340,1,0
341,0,1
342,0,1
343,1,0
344,0,0
345,1,1
346,0,1
347,1,1
348,0,1
349,1,0
350,0,1
351,0,1
352,0,1
353,1,0
354,1,0
355,0,1
356,0,1
357,1,1
358,0,1
359,0,1
360,1,0
361,1,1
362,1,1
363,0,0
364,1,0
365,0,1
366,0,1
367,0,0
368,1,1
369,1,1
370,1,0
371,0,0
372,0,1
373,0,1
374,1,0
375,0,0
376,1,0
377,1,0
378,0,0
379,0,0
380,0,1
381,1,0
382,1,1
383,0,1
384,0,1
385,1,0
386,0,0
387,1,1
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,1
394,0,1
395,0,0
396,0,1
397,0,0
398,1,1
399,1,0
400,0,0
401,0,1
402,0,1
403,0,1
404,1,1
405,0,1
406,0,0
407,0,1
408,1,1
409,0,1
410,0,1
411,0,1
412,1,0
413,1,0
414,0,1
415,1,0
416,0,1
417,0,0
418,1,1
419,0,1
420,1,1
421,0,1
422,0,1
423,1,0
424,0,0
425,0,1
426,0,0
427,0,0
428,1,1
429,0,0
430,1,1
431,0,1
432,1,0
433,0,1
434,0,1
435,1,0
436,1,0
437,1,0
438,1,1
439,0,0
440,0,0
441,0,1
442,0,1
443,1,1
444,1,1
445,0,1
446,1,0
447,1,1
448,1,0
449,0,0
450,1,1
451,0,1
452,0,1
453,1,0
454,0,1
455,0,1
456,1,0
457,0,1
458,0,1
459,1,1
460,0,1
461,0,1
462,0,0
463,0,1
464,0,0
465,0,0
466,0,1
467,0,1
468,0,1
469,1,1
470,1,1
471,0,0
472,1,1
473,0,0
474,0,0
475,0,1
476,1,0
477,0,1
478,1,0
479,1,1
480,0,1
481,1,1
482,1,1
483,1,1
484,0,1
485,1,1
486,1,1
487,0,1
488,1,0
489,0,1
490,0,1
491,1,1
492,1,1
493,0,0
494,0,0
495,0,0
496,0,1
497,0,1
498,0,0
499,0,1
500,0,0
501,1,0
502,0,1
503,1,1
504,1,0
505,1,0
506,1,0
507,1,1
508,1,0
509,1,0
510,0,1
511,0,1
512,0,0
513,0,1
514,1,1
515,1,0
516,1,0
517,1,0
518,1,0
519,0,1
520,0,0
521,0,1
522,0,1
523,1,1
524,1,0
525,0,0
526,0,1
527,1,0
528,0,0
529,0,0
530,0,1
531,0,0
532,0,1
533,0,1
534,1,0
535,0,0
536,0,0
537,0,0
538,0,1
539,0,1
540,1,0
541,0,1
542,1,1
543,1,0
544,0,1
545,0,1
546,1,1
547,0,1
548,0,1
549,1,1
550,1,1
551,0,1
552,0,1
553,1,0
554,1,1
555,0,0
556,1,1
557,0,0
558,0,1
559,0,1
560,0,0
561,1,1
562,0,1
563,0,0
564,1,1
565,0,1
566,1,1
567,0,1
568,0,1
569,0,1
570,1,1
571,0,0
572,1,1
573,0,0
574,1,0
575,0,1
576,0,0
577,1,1
578,1,1
579,1,1
580,0,0
581,0,0
582,1,1
583,1,0
584,1,1
585,0,0
586,0,1
587,1,1
588,0,1
589,1,0
590,1,0
591,0,0
592,0,1
593,0,1
594,1,0
595,0,1
596,0,0
597,1,0
598,1,1
599,0,1
600,1,0
601,0,0
602,0,1
603,1,0
604,0,0
605,0,1
606,1,1
607,0,1
608,1,1
609,0,1
610,1,0
611,0,1
612,0,1
613,0,1
614,0,1
615,0,0
616,0,0
617,0,0
618,1,0
619,0,1
620,0,1
621,0,1
622,1,1
623,1,0
624,0,1
625,0,1
626,1,1
627,1,1
628,1,0
629,1,0
630,0,1
631,0,1
632,1,1
633,1,0
