,6,5,4,3,2,1,0
0,0,1,0,0,1,0,0
1,0,1,1,1,1,1,1
2,0,0,1,1,1,1,0
3,0,1,1,1,0,0,0
4,0,0,1,1,1,1,0
5,1,1,1,1,0,1,1
6,0,0,1,1,0,1,1
7,0,1,1,1,1,0,0
8,0,0,1,1,1,1,0
9,0,1,1,1,1,1,0
10,0,0,1,1,0,1,0
11,1,0,1,1,0,1,0
12,0,0,1,1,1,1,0
13,1,0,0,0,0,1,0
14,0,1,1,1,1,1,1
15,0,0,1,1,0,1,0
16,0,0,0,1,1,1,0
17,0,1,1,1,0,1,1
18,1,1,1,1,0,1,0
19,0,0,1,1,1,0,1
20,0,0,1,1,1,0,0
21,0,1,1,1,1,0,0
22,0,1,0,1,0,1,0
23,0,1,1,1,0,0,0
24,1,1,1,1,0,1,0
25,1,1,1,1,0,1,0
26,0,1,1,1,0,0,0
27,0,0,0,1,0,1,0
28,1,1,1,1,1,0,0
29,0,0,0,0,1,1,0
30,0,1,0,0,1,0,0
31,0,1,1,1,0,1,0
32,1,1,1,1,0,0,0
33,0,1,0,0,0,0,0
34,0,0,1,1,1,1,0
35,1,1,1,1,0,1,1
36,0,1,0,0,1,0,0
37,0,0,1,1,0,0,0
38,0,1,1,1,0,0,0
39,0,1,1,1,1,0,0
40,0,0,0,0,1,1,0
41,0,1,1,1,1,0,0
42,0,1,1,1,0,0,0
43,0,1,1,1,1,1,0
44,0,1,1,1,0,1,1
45,0,0,1,1,1,1,1
46,0,0,0,1,1,1,0
47,0,0,1,1,0,1,0
48,0,1,1,1,1,1,0
49,0,1,1,1,0,0,0
50,0,0,1,1,1,0,0
51,0,1,1,1,0,0,1
52,0,1,0,1,0,0,0
53,0,0,1,1,1,1,0
54,0,0,0,0,1,0,0
55,1,1,1,1,0,1,0
56,0,0,1,1,1,1,0
57,0,1,1,0,1,1,0
58,0,0,0,0,1,1,0
59,0,1,1,1,0,0,0
60,1,0,1,1,0,1,0
61,0,0,0,0,0,1,0
62,0,1,1,1,1,1,0
63,0,0,1,1,1,1,1
64,0,1,1,1,1,0,0
65,0,0,1,1,1,0,0
66,0,1,1,0,1,1,0
67,0,0,1,0,1,0,0
68,1,1,1,1,0,1,0
69,1,0,0,0,1,0,0
70,1,1,1,0,1,1,1
71,0,1,1,1,0,1,0
72,0,0,1,1,0,1,0
73,0,1,1,1,1,0,0
74,0,0,1,1,1,1,0
75,1,1,1,1,0,1,0
76,1,1,0,1,1,0,0
77,1,0,1,1,1,1,1
78,0,1,1,1,0,1,0
79,0,1,0,0,1,1,0
80,0,0,1,1,1,1,0
81,0,1,1,1,0,1,1
82,0,1,1,1,1,1,1
83,0,0,0,0,1,1,0
84,1,1,1,1,0,1,1
85,0,0,1,1,1,0,0
86,1,0,1,1,0,1,0
87,0,1,1,1,0,0,0
88,1,0,1,1,0,1,1
89,1,0,1,1,1,1,0
90,0,0,0,0,1,1,0
91,1,1,0,0,0,1,0
92,1,1,1,1,1,0,0
93,1,1,1,1,1,0,0
94,0,0,1,1,1,1,0
95,1,1,1,1,0,0,0
96,1,1,0,0,1,0,0
