,14,13,12,11,10,8,7,6,5,4,3,2,0
0,1,0,0,1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,0
2,1,1,1,1,1,1,0,0,1,1,1,0,1
3,1,1,1,1,1,1,0,0,1,1,1,1,1
4,1,0,0,0,0,0,1,1,1,1,1,1,1
5,0,0,1,1,0,1,0,0,0,0,0,0,0
6,1,1,0,1,0,1,0,1,1,1,1,0,1
7,0,0,1,1,0,1,0,0,0,1,0,0,1
8,0,1,0,0,1,0,0,0,0,1,1,0,1
9,1,0,0,1,1,1,0,1,1,1,1,1,0
10,1,0,1,1,0,1,0,1,1,1,1,0,1
11,0,1,1,1,1,1,0,0,1,1,1,0,1
12,1,0,0,1,0,1,1,0,0,0,0,1,0
13,0,1,0,1,1,1,0,1,1,1,1,0,0
14,1,1,0,1,1,1,1,1,0,0,0,1,0
15,0,0,1,1,0,1,0,0,1,1,1,0,0
16,0,1,1,1,1,1,0,0,1,1,1,0,1
17,1,1,0,0,1,0,0,0,1,1,1,0,1
18,0,0,0,1,0,1,0,1,1,1,1,0,1
19,1,0,0,1,0,1,1,0,0,0,0,1,0
20,1,0,1,1,0,1,0,1,1,1,1,0,1
21,1,0,0,1,0,1,1,0,0,0,0,1,0
22,1,1,1,1,1,1,0,1,1,1,1,0,1
23,0,0,0,1,0,1,0,1,1,1,1,0,1
24,0,1,0,1,1,1,0,0,1,1,1,0,1
25,0,0,1,1,0,1,0,1,1,1,1,0,1
26,0,0,0,1,0,1,0,1,1,1,1,0,0
27,1,0,1,0,0,0,0,1,1,1,1,1,1
28,0,0,1,1,0,1,0,0,1,1,1,0,0
29,0,0,0,0,0,0,0,1,1,1,1,0,1
30,0,0,1,1,0,1,0,1,1,1,1,0,1
31,0,0,0,1,0,1,0,0,0,0,0,0,0
32,0,1,0,1,1,1,0,1,1,1,1,0,0
33,1,1,0,1,1,1,0,0,1,1,1,0,1
34,1,1,0,1,0,1,0,1,1,1,1,0,1
35,0,1,1,1,1,1,0,1,1,1,1,0,0
36,1,0,1,1,0,1,0,1,1,1,1,0,1
37,0,1,1,1,1,1,0,1,0,0,0,0,0
38,1,0,0,1,1,1,0,1,1,1,1,0,0
39,0,1,1,0,1,0,1,0,1,1,1,1,1
40,0,0,1,1,0,1,0,0,1,0,1,0,0
41,1,0,0,1,0,1,0,0,1,1,1,0,1
42,0,1,0,1,1,1,0,1,1,1,1,0,0
43,0,0,1,1,0,1,0,1,1,1,1,0,1
44,0,1,0,1,1,1,1,1,0,1,0,1,0
45,1,0,0,1,0,1,1,0,0,0,0,1,0
46,1,0,0,1,0,1,1,0,0,0,0,1,0
47,0,1,1,0,1,0,1,1,1,1,1,1,0
48,1,0,0,1,0,1,1,0,0,0,0,1,0
49,1,0,0,0,0,0,0,1,1,1,1,0,1
50,1,1,0,1,1,1,0,1,1,1,1,0,0
51,0,1,0,0,1,0,0,0,1,0,1,0,1
52,1,0,0,1,0,0,0,0,1,1,1,0,1
53,1,0,1,1,0,1,1,1,0,0,0,1,0
54,1,0,0,1,0,1,1,0,0,0,0,1,0
55,0,0,1,0,0,0,0,1,0,1,1,0,1
56,1,0,1,1,0,1,1,0,0,0,0,1,0
57,1,0,0,1,0,1,0,1,1,1,1,0,1
58,0,1,1,0,1,0,1,1,1,1,1,1,0
59,1,1,1,1,1,1,0,0,1,1,1,0,0
60,1,1,0,1,1,1,0,1,1,1,1,0,0
61,0,0,0,1,0,1,0,1,1,1,1,0,1
62,0,1,1,1,1,1,0,0,1,1,1,0,1
63,1,1,0,0,1,0,0,1,0,1,1,0,0
64,1,0,1,1,0,1,0,0,1,0,1,0,0
65,1,1,0,1,1,1,1,1,0,0,0,1,0
66,1,1,0,1,1,1,1,1,0,0,0,1,0
67,1,0,1,1,0,1,0,1,1,1,1,0,1
68,1,0,0,1,0,1,1,0,0,0,0,1,0
69,1,0,1,1,0,1,0,0,1,0,1,1,1
70,1,0,0,1,0,1,0,0,0,0,0,0,0
71,0,1,0,1,1,1,0,0,1,1,1,0,1
72,1,0,0,0,0,0,0,1,1,1,1,0,1
73,0,1,0,0,0,0,1,1,1,1,1,1,1
74,1,1,0,1,0,1,0,1,1,1,1,0,1
75,1,1,0,0,1,1,0,1,1,0,0,1,1
76,1,0,0,1,0,1,1,0,0,0,0,1,0
77,0,0,1,0,0,0,0,0,0,0,1,0,1
78,0,1,0,1,1,1,0,1,1,1,1,0,0
79,1,0,1,1,0,1,0,1,1,1,1,0,1
80,1,0,0,1,0,1,1,0,0,0,0,1,0
81,1,0,1,1,0,1,0,1,1,1,1,0,1
82,0,0,0,1,0,1,0,1,0,0,0,0,0
83,1,1,0,1,0,1,0,1,1,1,1,1,0
84,0,1,0,1,0,1,0,1,1,1,1,0,1
85,1,1,1,1,0,1,0,1,1,1,1,0,1
86,1,1,0,1,1,1,0,0,0,0,0,0,0
87,0,0,0,1,1,1,0,1,1,1,1,0,0
88,1,0,1,1,0,1,0,1,1,1,1,0,1
89,1,0,0,1,0,1,0,0,1,1,1,0,1
90,0,0,0,0,0,0,0,0,1,1,1,0,1
91,0,0,1,1,0,1,0,0,1,0,1,1,0
92,0,0,1,1,0,1,1,1,1,1,1,0,1
93,1,0,1,1,0,1,1,1,0,1,0,1,1
94,0,0,0,1,0,1,0,1,1,1,1,0,1
95,1,0,0,1,0,1,0,1,1,1,1,0,0
96,0,0,1,1,0,1,0,1,1,1,1,0,1
97,0,0,0,1,0,1,1,1,1,1,1,0,1
98,1,0,0,1,0,1,1,0,0,0,0,1,0
99,0,0,0,1,0,1,0,1,1,1,1,0,1
100,0,0,1,1,0,1,0,0,1,1,1,0,0
101,0,0,1,1,0,1,0,0,0,0,0,0,0
102,1,0,1,1,0,1,0,1,1,1,1,0,1
103,1,0,1,1,0,1,0,0,1,1,1,0,0
104,0,1,1,1,1,1,0,1,1,1,1,0,0
105,1,0,1,1,0,1,0,1,1,1,1,0,1
106,0,0,1,1,0,1,0,1,1,1,1,0,1
107,0,1,1,1,0,1,0,1,1,1,1,0,1
108,0,0,0,1,0,1,0,1,1,1,1,0,1
109,0,0,1,1,0,1,1,1,1,1,1,0,1
110,0,1,1,1,1,1,0,1,1,1,1,0,0
111,1,0,1,1,0,1,0,1,1,1,1,1,1
112,0,0,1,1,0,1,0,0,1,1,1,0,0
113,1,0,1,1,0,1,0,1,1,1,1,0,1
114,0,1,1,0,1,0,0,1,0,1,1,0,1
115,0,1,0,1,1,1,0,1,1,1,1,0,0
116,1,1,1,1,1,1,0,0,1,1,1,1,1
117,1,1,1,1,0,1,0,1,1,1,1,0,1
118,1,1,1,1,1,1,0,0,1,1,1,0,1
119,0,1,1,1,1,1,0,1,1,1,1,0,0
120,1,0,1,1,0,1,1,0,0,0,0,1,0
121,0,1,1,1,1,1,0,0,1,1,1,0,1
122,0,0,0,1,0,1,0,0,1,1,1,0,1
123,1,0,0,1,0,1,1,0,0,0,0,1,0
124,1,0,1,0,0,0,1,1,0,1,1,1,1
125,1,0,1,1,0,1,0,1,1,1,1,0,1
126,1,0,1,1,0,1,0,1,1,1,1,0,1
127,1,0,0,0,0,0,0,1,1,1,1,0,1
128,1,1,0,1,1,1,0,1,1,1,1,0,0
129,1,0,1,1,0,1,0,1,1,1,1,0,1
130,1,0,0,1,0,1,1,0,0,0,0,1,0
131,1,0,1,0,0,0,0,1,0,1,1,0,1
132,0,1,1,0,1,0,0,0,1,1,1,0,1
133,1,0,0,0,0,0,1,1,0,1,1,1,0
