method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,1.2115199999884751E-6,1.37579454E-4,false,1.2115199999884751E-6,1.37579454E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,1.0,,,,
EMCC,-4.5681855335155674E-5,3.702900493670643E-4,false,3.9633126546201325E-5,1.542977544252519E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,1.0,63.0,69.0,295494.0,11
EMCC,-0.882622249082886,0.1554506633142668,true,0.883328895913558,6.3944886272832E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.0,33.0,15.0,210.0,24
EMCC,-0.8099569215909901,0.006890024465543186,true,0.8098932242656967,1.3352429262287902E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.07,33.0,14.0,104176.0,24
EMCC,-0.6013358414733282,8.232717977809429E-4,true,0.6014991695516777,1.1796340385954084E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.216,28.0,11.0,161091.0,27
EMCC,-0.6709680216632092,7.288079644773103E-4,true,0.6710214424918952,1.8958993211134683E-10,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.273,29.0,16.0,217228.0,17
EMCC,-0.0038845231627496757,1.1119827629144126E-6,true,0.00388451606794904,6.784350003863862E-8,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.515,28.0,10.0,313508.0,11
EMCC,-5.654221487916278E-5,4.595972088721103E-5,true,5.6248082806131805E-5,1.3820733866083976E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.566,30.0,10.0,399360.0,15
EMCC,-0.0012635921724686305,2.7718699483261886E-4,true,0.0012602754330505173,6.136052641813E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.604,40.0,9.0,458427.0,17
EMCC,-3.8657457452351274E-5,5.013643266440439E-4,true,3.063734935815354E-5,2.4121669618483915E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,0.844,31.0,9.0,535725.0,13
EMCC,-4.2145971760554346E-5,3.6904541331253575E-4,true,3.748572275763529E-5,6.565510815462956E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k05_0.uai,1.0,31.0,10.0,618895.0,22
