method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-3.1365116854399633E-4,0.0016843394077280002,false,-3.1365116854399633E-4,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,1.0,,,,
EMCC,-4.710553166589748E-4,5.96823334536281E-4,false,-4.645063480076053E-4,6.646806456209668E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,1.0,60.0,69.0,300995.0,8
EMCC,-0.7496807464745742,0.05743522478695047,true,0.773325928434391,2.626871584763244E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.0,34.0,16.0,317.0,28
EMCC,-0.9614128762239877,3.44239774666862E-5,true,0.96141289694898,3.2856066135912226E-284,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.017,28.0,13.0,59166.0,14
EMCC,-0.8555463608766677,1.835267591833758E-7,true,0.8555463583118669,5.2555549980079865E-284,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.027,30.0,11.0,110511.0,2
EMCC,-0.9700553831655608,1.9509922244690214E-6,true,0.9700552883234502,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.029,30.0,12.0,136834.0,30
EMCC,-0.08089536883876382,6.3249058998120595E-6,true,0.08089432905047511,6.613952371633577E-48,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.031,37.0,11.0,163466.0,4
EMCC,-0.9597407352882545,1.04250420936795E-6,true,0.9597408401780768,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.04,31.0,11.0,239563.0,17
EMCC,-0.7888835631241196,6.02642144396223E-4,true,0.788161245830982,2.5614490729903713E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,0.209,31.0,10.0,383290.0,23
EMCC,-4.880507212777427E-4,0.0010407910799112366,true,-4.471072818121209E-4,2.951496561574264E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,1.0,31.0,10.0,583943.0,24
EMCC,-4.7035855620397235E-4,8.286133644727902E-4,true,-4.6521915717593135E-4,4.14505791081119E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_6.uai,1.0,37.0,9.0,585164.0,6
