method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,1.653959999958765E-6,0.19294410282000002,false,1.653959999958765E-6,1.65396E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,1.0,,,,
EMCC,-8.24636820229152E-6,0.14736922285048437,false,-5.328721901676214E-6,0.0010554065937101247,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,1.0,45.0,70.0,101604.0,29
EMCC,-0.9294149826538768,0.21743438727455253,true,0.9293005965057466,3.33183998393206E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.0,23.0,16.0,289.0,25
EMCC,-0.8676344077721215,0.14714914784274094,true,0.8626639417303765,1.2577197656855952E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.077,18.0,11.0,39143.0,2
EMCC,-0.3587693653530186,0.17049750954865187,true,0.3601248645640422,9.552319853695169E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.329,20.0,10.0,72751.0,3
EMCC,-0.0015748068913202795,0.10899367328985855,true,0.0012086986469425631,0.0035504159092331175,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.419,25.0,10.0,105656.0,13
EMCC,-0.02196029479460404,0.0880736027267049,true,0.022278773714236255,0.0012384708428443683,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.456,25.0,10.0,138784.0,14
EMCC,-6.217612340412293E-4,0.1790501200710366,true,5.673597756425397E-4,0.0017845090157725173,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.576,24.0,9.0,173174.0,12
EMCC,-2.1321789745598618E-4,0.1290390570821894,true,1.649366344880221E-4,9.430952307161898E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.613,22.0,8.0,207044.0,17
EMCC,-2.0315206087639925E-5,0.13154504784719426,true,-1.6425353759896844E-5,2.964052718732995E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,0.888,23.0,9.0,190572.0,27
EMCC,-6.780442726894709E-6,0.15415636639486435,true,-6.780442726894709E-6,1.3025037893473664E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_8.uai,1.0,23.0,8.0,186488.0,6
