method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.0,0.0,false,0.0,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,1.0,,,,
EMCC,0.03559102540515402,0.06336471012744087,false,0.053107044000524906,0.04900474357802678,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,1.0,43.0,68.0,31234.0,14
EMCC,-0.8481329424099682,0.14134849358540397,true,0.8555150136838762,2.321384670000001E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.0,30.0,19.0,303.0,11
EMCC,-0.8405354634194223,0.6661511685438328,true,0.8114187034820102,3.311345069160731E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.151,19.0,9.0,13851.0,30
EMCC,-0.7768872108579171,0.07122287795276355,true,0.7760081706612869,3.7623245279481387E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.166,19.0,9.0,28122.0,28
EMCC,-0.08601365249490162,0.28911517464362635,true,0.3165363842133001,7.443955323990209E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.887,18.0,9.0,42572.0,5
EMCC,-0.0033600547773704748,0.07198441421708021,true,0.09285053222115887,0.03609237459334109,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.957,19.0,8.0,52102.0,18
EMCC,0.031464230089668616,0.06641199591811854,true,0.05707953788773984,0.04540269116497682,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.987,19.0,8.0,61896.0,25
EMCC,0.021214353389392315,0.06376883228187302,true,0.05664126806309472,0.03482155867025685,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.991,20.0,7.0,66217.0,3
EMCC,0.029745194115827878,0.06270267425063769,true,0.0537477283753901,0.04304082772778361,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,0.993,22.0,7.0,72567.0,24
EMCC,0.033007567845191904,0.06363375569546698,true,0.053929206765810866,0.046504355938880304,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_9.uai,1.0,22.0,6.0,72976.0,11
