method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.017097999999999995,0.021043999999999997,false,0.017097999999999995,0.017097999999999995,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,1.0,,,,
EMCC,0.013415175072854335,0.017636133590400338,false,0.01416510108057939,0.013469817047360546,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,1.0,40.0,69.0,41189.0,12
EMCC,-0.9225576635,0.31653653589999997,true,0.9866165303,4.340900000000001E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.0,18.0,12.0,244.0,10
EMCC,-0.7480430547189569,0.20636451223804397,true,0.683820047433976,1.731688613455249E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.193,19.0,10.0,15659.0,18
EMCC,-0.6232725086209615,0.2110240389710403,true,0.6494348417816955,4.4765697341251183E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.217,36.0,9.0,20819.0,15
EMCC,-0.5917167281950926,0.15637002358093283,true,0.589703366528946,9.352257222383988E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.257,22.0,8.0,39090.0,2
EMCC,-0.2019344906573452,0.03434530044736863,true,0.20222360526445937,3.0275023291835427E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.485,23.0,8.0,52133.0,3
EMCC,-0.011424216198851977,0.02099899975418384,true,0.03270006149006688,0.0014490288182240781,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.66,24.0,8.0,65333.0,15
EMCC,-0.003957023607257082,0.021892489071869414,true,0.03170960422985658,0.006565535629794482,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.68,24.0,7.0,71697.0,10
EMCC,0.012315517144387389,0.016954572378575134,true,0.014328427781354347,0.014093634055154541,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,0.935,24.0,7.0,85844.0,16
EMCC,0.013169491444793568,0.017644312339384717,true,0.014140508635086368,0.01322600758589814,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_5.uai,1.0,24.0,7.0,94641.0,16
