method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.0,0.0,false,0.0,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,1.0,,,,
EMCC,-3.67384537959925E-4,3.61385930325682E-5,false,-2.3996526758152115E-4,2.3743072372277048E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,1.0,45.0,70.0,50027.0,30
EMCC,-0.9730528964851599,0.08469294055450798,true,0.9739849384333759,3.3955734999999995E-8,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.0,23.0,14.0,156.0,27
EMCC,-0.5264504891147868,0.003933331025272505,true,0.5261071854340227,1.8867739101322402E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.417,18.0,10.0,23731.0,3
EMCC,-0.22547984432622503,0.0021161726392258393,true,0.22629118578317997,4.737567868284363E-8,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.595,21.0,11.0,33233.0,10
EMCC,-0.0939302655903782,0.0014603107544126554,true,0.08167366219533612,1.3245014380744153E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.776,18.0,8.0,51815.0,17
EMCC,-0.004715877846674044,4.1293752230450666E-4,true,4.497653395058032E-4,7.030140240111394E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.802,21.0,8.0,65169.0,3
EMCC,-0.007559521771809519,3.2437438472973217E-4,true,0.003849301256218185,3.0801686872954196E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.884,23.0,8.0,77668.0,8
EMCC,-0.0047425442880177915,4.0535959874704873E-4,true,4.0373739500132455E-4,1.3637256291756257E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.935,21.0,7.0,98520.0,17
EMCC,-4.1412837026466587E-4,3.801905209515781E-5,true,-1.8112976400974645E-5,4.201833581188833E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,0.972,28.0,6.0,108328.0,23
EMCC,-3.7097817683284795E-4,3.618217138813299E-5,true,-1.8792334525064014E-4,1.891346598194215E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_0.uai,1.0,25.0,9.0,121593.0,15
