method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.003708084999999972,0.021073115,false,-0.003708084999999972,0.020330534999999997,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,1.0,,,,
EMCC,0.008634493729290038,0.04053428358365511,false,0.010640277719647373,0.033111719762291644,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,1.0,44.0,74.0,30484.0,11
EMCC,-0.9780829212851,0.500426142338097,true,0.9418373169228802,2.131168844E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.0,18.0,13.0,144.0,17
EMCC,-0.8627293894920626,0.3534919062761876,true,0.8592842415502966,3.79368599499438E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.07,17.0,9.0,9090.0,11
EMCC,-0.7596254315497886,0.19676928033376792,true,0.7868036243323377,0.03124648265214903,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.107,17.0,7.0,20248.0,14
EMCC,-0.5754681956147536,0.07975808008171441,true,0.5464880503397336,0.03155210276503413,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.325,30.0,10.0,29341.0,2
EMCC,-0.515097871651085,0.07684914433538775,true,0.4821739450142034,0.03167404369001933,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.369,21.0,8.0,37610.0,16
EMCC,0.001296168120526242,0.05416340533634739,true,0.010251585126550333,0.04035247813855371,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.692,20.0,7.0,46416.0,9
EMCC,0.0027145535242004692,0.054189408711065035,true,0.007764410521917342,0.04028008412983011,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.699,22.0,7.0,55202.0,14
EMCC,0.008800889701255366,0.04499755865794614,true,0.010147247275845928,0.033471622823135753,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,0.748,21.0,7.0,64123.0,23
EMCC,0.008808224831182931,0.04053172914155824,true,0.010494573789886164,0.033124747341585326,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_8.uai,1.0,22.0,6.0,69973.0,14
