method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.033284763216000046,0.10285918394399998,false,0.033284763216000046,0.10285918394399998,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,1.0,,,,
EMCC,0.0205368761136836,0.11985564414972198,false,0.021092006932265872,0.11977893058067367,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,1.0,43.0,83.0,124498.0,7
EMCC,-0.5533920346137962,0.24362599859739129,true,0.5545093533199402,6.921196145195204E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.0,21.0,14.0,204.0,16
EMCC,-0.38270969177635084,0.20584177912297685,true,0.2181930157387738,0.011977809540798204,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.209,19.0,11.0,40606.0,22
EMCC,-0.26639101231916706,0.13576877169900683,true,0.21715769650047878,0.03232820807417044,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.244,19.0,9.0,73658.0,5
EMCC,-0.20403977741542456,0.12936688041524744,true,0.2139264831293647,0.011984711023433695,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.371,19.0,9.0,99851.0,24
EMCC,-0.19920154907759358,0.13573413249869518,true,0.21155638320574388,0.014019683216858998,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.381,21.0,9.0,125232.0,11
EMCC,0.019051592538334106,0.12323164504954935,true,0.02307722304977844,0.12286961546652332,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.578,27.0,9.0,161980.0,14
EMCC,0.021558296385114528,0.12384106099304133,true,0.022098446089438895,0.12343877271748982,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.599,24.0,8.0,195192.0,8
EMCC,0.02076374050242147,0.1198304338751549,true,0.021174821612061634,0.11974346040610855,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,0.65,24.0,8.0,233622.0,26
EMCC,0.020497944500916576,0.11986633414914206,true,0.02113346881479161,0.11977888329819811,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_7.uai,1.0,24.0,8.0,262506.0,3
