method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.028939980000000087,7.199000000000002E-5,false,-0.028939980000000087,7.199000000000002E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,1.0,,,,
EMCC,-0.024462471050205603,1.2829840120932168E-4,false,-0.024271967687871987,1.281986447805602E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,1.0,44.0,71.0,34896.0,15
EMCC,-0.9776186874720599,0.02903339123958,true,0.97789621524774,6.4208501560000015E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.0,20.0,14.0,257.0,19
EMCC,-0.8831648282713099,0.07328943044631685,true,0.8813747080546527,9.374341990880692E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.065,17.0,10.0,12714.0,5
EMCC,-0.5854010587207156,0.0029531343785953834,true,0.5580593787825453,2.20283590902837E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.207,17.0,9.0,22178.0,2
EMCC,-0.525309700214347,9.512980939459775E-4,true,0.5223019192533679,1.1886109577012043E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.265,19.0,9.0,36340.0,21
EMCC,-0.40150887992492007,0.0026945945033916468,true,0.007188782000312144,9.901540766221628E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.349,27.0,10.0,50425.0,19
EMCC,-0.013138548133112327,6.744972604970081E-5,true,0.0042433409783037,6.942365037793361E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.667,21.0,9.0,59397.0,22
EMCC,-0.011347254567611986,5.677783454655571E-5,true,-1.747107394785008E-4,3.4108142828146436E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.766,21.0,7.0,63420.0,23
EMCC,-0.017308612644653443,8.95243444718718E-5,true,-0.004390857905834933,2.4740368053596684E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,0.803,21.0,7.0,72029.0,26
EMCC,-0.02448193872911375,1.2832343142989394E-4,true,-0.024258835813517288,1.282069608997427E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k05_3.uai,1.0,22.0,8.0,78425.0,18
