method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.0013425192000001696,0.011463789600000001,false,-0.0013425192000001696,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,1.0,,,,
EMCC,-8.950390333145423E-4,6.690063332281627E-4,false,7.727691097096784E-4,5.481827523256372E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,1.0,66.0,81.0,134873.0,17
EMCC,-0.6567652129225672,0.11227706498227473,true,0.6575032216168635,3.5959848937584038E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.0,35.0,16.0,264.0,3
EMCC,-0.9178859471452362,0.2680822697088125,true,0.9178848617015541,3.2918753057317937E-15,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.0,28.0,13.0,6903.0,16
EMCC,-0.843066981470076,0.09907356666177297,true,0.8411198475931807,1.017725216559539E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.003,28.0,12.0,33189.0,10
EMCC,-0.9835022986089901,0.40924207049712036,true,0.9839785777217697,7.712562378430287E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.015,30.0,13.0,58095.0,25
EMCC,-0.9670828974252371,0.03981066162361381,true,0.9671377545470934,1.168527183847937E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.019,32.0,10.0,83111.0,12
EMCC,-0.0010686212648667245,7.645913605100639E-4,true,0.001152300255112624,3.232170395230207E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.881,31.0,11.0,159439.0,5
EMCC,-9.506258733386896E-4,7.564120276498153E-4,true,0.0010450311342179892,2.3713422157066206E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.882,32.0,10.0,171828.0,9
EMCC,-7.814390766998219E-4,8.435677294081998E-4,true,8.306027334835098E-4,1.9742771475596048E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,0.883,34.0,11.0,185799.0,11
EMCC,-8.333163174289691E-4,6.351985840483359E-4,true,7.090106068157395E-4,4.260566864624369E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo7_k10_5.uai,1.0,34.0,11.0,254452.0,9
