method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,4.898803000003005E-5,1.22470075E-4,false,4.898803000003005E-5,1.22470075E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,1.0,,,,
EMCC,-6.796657592511579E-6,7.473431157036586E-4,false,-6.5884276490013605E-6,7.45228313760451E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,1.0,42.0,67.0,130464.0,27
EMCC,-0.8333136265765166,0.04318554993702751,true,0.8422794685783107,5.0898391726350575E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.0,29.0,16.0,622.0,8
EMCC,-0.6456274306381609,0.034132579015420696,true,0.6455415486870155,7.08814706774383E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.252,18.0,11.0,40502.0,29
EMCC,-0.2581274528789376,0.0026126707376945757,true,0.2582940472677537,6.711564999605836E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.289,23.0,11.0,74259.0,6
EMCC,-0.26923131873103057,0.0016131599083060813,true,0.2692908152379447,1.1827898907050905E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.379,21.0,10.0,109520.0,21
EMCC,-0.01077764479410892,0.002057381210165619,true,0.011247691887557254,0.0010591562955684394,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.456,21.0,9.0,145083.0,16
EMCC,2.214814437133672E-4,0.0018089583554081747,true,2.2203066843046182E-4,0.001808933202100888,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.568,22.0,10.0,170076.0,14
EMCC,5.77817590553531E-5,9.684071213817845E-4,true,8.913018495815273E-5,9.661881744067734E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.605,21.0,7.0,201807.0,5
EMCC,-2.675258394868596E-6,7.050318547266295E-4,true,-4.1757606111803014E-7,6.931244562419844E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,0.88,22.0,7.0,235937.0,15
EMCC,-6.795149799343481E-6,7.473458539697476E-4,true,-6.795149799343481E-6,7.466218882699925E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k075_8.uai,1.0,30.0,9.0,264389.0,26
