method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-6.87068561894405E-5,2.602525791312E-5,false,-6.87068561894405E-5,2.602525791312E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,1.0,,,,
EMCC,-3.2154377977211546E-5,8.63076519824386E-4,false,-3.020021143940177E-5,8.60717275839676E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,1.0,61.0,75.0,773129.0,14
EMCC,-0.8207361633381072,0.06313714209331775,true,0.8230712490964538,2.754084167562643E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.0,31.0,16.0,1155.0,2
EMCC,-0.7800645337018406,0.020492492989559883,true,0.7800978015282735,4.1391169953624295E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.008,33.0,16.0,125449.0,10
EMCC,-0.32762400483440957,0.006021873980239016,true,0.32767166871248765,4.6619814173846E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.151,31.0,13.0,393707.0,15
EMCC,-0.031217626209974703,0.004051266599704763,true,0.031082739266360015,4.769890792807955E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.879,31.0,12.0,571215.0,7
EMCC,-8.667723864067001E-5,0.0016883972091927793,true,-2.1277283878962105E-6,5.8908012894036864E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.88,35.0,11.0,719552.0,3
EMCC,-4.467361942894765E-5,0.0010936566072196393,true,-1.0696381440300495E-5,2.488418175757235E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.898,33.0,11.0,853629.0,26
EMCC,-4.490126417286411E-5,0.0010939873166906408,true,-1.447869322382389E-5,3.609063056080834E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.898,35.0,10.0,864550.0,4
EMCC,-4.209237626151552E-5,0.001113542297613937,true,-1.5163712547366925E-5,4.004304866499931E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,0.929,35.0,11.0,1097651.0,18
EMCC,-3.1180462980257007E-5,8.630743828579575E-4,true,-3.1180462980257007E-5,8.618012716351381E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k075_9.uai,1.0,35.0,10.0,1337737.0,24
