method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,4.4498591478259186E-8,7.471910676059998E-5,false,4.4498591478259186E-8,4.449859156799999E-8,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,1.0,,,,
EMCC,-5.4056759059006865E-5,1.0647599925513481E-4,false,5.726712457787553E-5,3.0426512852678105E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,1.0,63.0,75.0,505776.0,26
EMCC,-0.9337768096770159,0.10597000855080928,true,0.9337768242726553,3.3788054851107764E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.0,33.0,16.0,862.0,19
EMCC,-0.9067591289497315,0.11918600448916307,true,0.9067431250008073,6.8247233956200086E-9,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.013,30.0,14.0,48918.0,6
EMCC,-0.4875916029179313,0.027748678225238077,true,0.48350045148803333,2.1502372504014935E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.152,30.0,11.0,160235.0,12
EMCC,-0.10145659625755588,1.5420472292783464E-4,true,0.10146386657469553,1.2317685208681589E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.514,32.0,15.0,350938.0,5
EMCC,-0.01485844735556796,1.6004941952787294E-4,true,0.014864623215663952,2.2595961788714744E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.739,43.0,11.0,528401.0,16
EMCC,-1.4821156157185378E-4,1.4956960030000353E-4,true,1.542260775688753E-4,1.7298547151371302E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.757,33.0,11.0,606822.0,10
EMCC,-8.411968253063673E-5,1.313003203710067E-4,true,9.178016817068535E-5,2.2614623431139633E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.789,37.0,12.0,654838.0,17
EMCC,-8.306601690377668E-5,1.257171049801474E-4,true,9.079329607197817E-5,1.953336995283449E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,0.829,33.0,10.0,745910.0,16
EMCC,-4.106397550762697E-5,1.0810884768325368E-4,true,4.58115656165603E-5,1.3850859223637253E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k10_1.uai,1.0,53.0,14.0,888132.0,20
