method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.023506145999999895,0.005096757000000001,false,-0.023506145999999895,5.8473E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,1.0,,,,
EMCC,-0.024578267543564514,0.011502389167521474,false,-0.02199591031104564,1.3361022403883497E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,1.0,48.0,72.0,34447.0,7
EMCC,-0.9792364041055097,0.236567816619504,true,0.9792671089490138,1.3827856526E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.0,18.0,12.0,155.0,22
EMCC,-0.6334594093421149,0.1349828026179185,true,0.6330641374635995,8.875582530406147E-8,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.318,18.0,11.0,13106.0,27
EMCC,-0.5060804035083486,0.10881651948755817,true,0.5057473157367127,1.2390844712761763E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.417,20.0,9.0,17547.0,12
EMCC,-0.27489900859499883,0.1809031323171503,true,0.2865104981524196,5.512796472268147E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.482,19.0,9.0,25951.0,14
EMCC,-0.3325633698067262,0.19211953977811438,true,0.29590021307214665,1.788173812421072E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.679,22.0,8.0,35542.0,5
EMCC,-0.23548553407358164,0.1268266840381224,true,0.15329613524827357,4.410441238766152E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.737,23.0,8.0,48524.0,5
EMCC,-0.023792326135258945,0.1487066048222154,true,0.13760732559418765,1.1690875613537224E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.774,20.0,7.0,56903.0,4
EMCC,-0.024457799041862183,0.01476951755403582,true,-0.023441101749780757,2.8834969175522306E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,0.858,23.0,7.0,70750.0,7
EMCC,-0.024605809395472522,0.012467224150321289,true,-0.024051027206854036,1.380418357981137E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k10_3.uai,1.0,25.0,7.0,76544.0,6
