method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.0047035235519999885,0.00503948952,false,0.0047035235519999885,0.00503948952,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,1.0,,,,
EMCC,5.001680695737587E-4,6.142272841861429E-4,false,5.001680695737587E-4,6.142272839088666E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,1.0,43.0,66.0,120734.0,8
EMCC,-0.8507095119892935,0.04318554993702761,true,0.7868015697193235,5.0898391726350596E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.0,19.0,14.0,515.0,2
EMCC,-0.9350191795531627,0.10934356363492563,true,0.9372049013968443,1.0780631037336806E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.008,20.0,10.0,22924.0,11
EMCC,-0.7864050835059462,0.030208840619267437,true,0.7894904475236524,1.472075674643417E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.065,19.0,9.0,55852.0,10
EMCC,-0.5474676590552233,0.01133377572007183,true,0.5468018779349998,2.0793714220852862E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.258,24.0,9.0,89490.0,14
EMCC,-4.665220536110848E-4,2.3043222547201132E-4,true,7.068821911330181E-4,2.950799468016296E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.426,23.0,8.0,125404.0,19
EMCC,-2.5377865111142484E-4,8.243286382236462E-4,true,9.306766352590312E-4,1.8142583132233178E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.84,22.0,8.0,156942.0,30
EMCC,3.021376854300817E-4,4.3872956618270305E-4,true,3.540135042228165E-4,3.743454007767217E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.877,23.0,8.0,184277.0,4
EMCC,4.495115029381491E-4,5.541071209629583E-4,true,4.495115029381491E-4,5.541052974347045E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,0.958,23.0,8.0,217828.0,14
EMCC,5.001680691733013E-4,6.142272841866824E-4,true,5.001680691733013E-4,6.142272811638268E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k05_1.uai,1.0,24.0,7.0,245348.0,7
