method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,0.016445295648000013,0.20395098062400002,false,0.016445295648000013,0.016445295648000003,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,1.0,,,,
EMCC,0.02083092411148013,0.1382222437508033,false,0.020831852643203863,0.024079381994225546,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,1.0,45.0,66.0,126718.0,24
EMCC,-0.9294149826538768,0.21743438727455253,true,0.9293005965057466,3.33183998393206E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.0,23.0,14.0,291.0,5
EMCC,-0.907830054026679,0.1605203390721092,true,0.9077173527375274,1.0934935337592527E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.035,22.0,12.0,41827.0,28
EMCC,-0.9306947162407216,0.24391146234122957,true,0.9306641240439109,1.641886198171126E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.045,20.0,9.0,67406.0,25
EMCC,-0.38025962490054344,0.15076176809047026,true,0.4236957044218558,0.003243976275535763,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.395,21.0,10.0,102048.0,23
EMCC,-0.07139116185428718,0.13930983905369024,true,0.10774744571871464,0.0016906273642635394,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.604,21.0,8.0,138537.0,27
EMCC,-0.11641522855599828,0.14677422856438507,true,0.13017099217142197,0.010707932973762718,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.655,22.0,10.0,173572.0,22
EMCC,0.01160940907996899,0.13687778245169754,true,0.03712094595645066,0.040361401586979186,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.676,21.0,8.0,210029.0,7
EMCC,0.020029729656174555,0.11708098900713299,true,0.020033653485626357,0.024524253163414958,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,0.873,23.0,7.0,240569.0,8
EMCC,0.020831374455325458,0.14507312776980777,true,0.020831374455325458,0.02207951639269026,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_7.uai,1.0,24.0,9.0,255949.0,13
