method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-9.09506399999982E-4,0.05067358728,false,-9.09506399999982E-4,0.0,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,1.0,,,,
EMCC,-0.001155928953965546,0.026823349650322306,false,-0.001138518591189186,0.0018757340555853818,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,1.0,42.0,65.0,113191.0,17
EMCC,-0.9294149826538768,0.21743438727455253,true,0.9293005965057466,3.33183998393206E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.0,23.0,14.0,279.0,10
EMCC,-0.5659003051905358,0.14863693472049683,true,0.5659053851269834,1.1228332911683621E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.335,21.0,10.0,40333.0,7
EMCC,-0.1599902962954466,0.025243727784723703,true,0.15912812892556039,4.132771366490294E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.433,19.0,9.0,65599.0,9
EMCC,-0.14524388616479333,0.029849792353877948,true,0.14476559094938612,3.4845977327148804E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.453,22.0,14.0,91049.0,10
EMCC,-8.13336318346014E-4,0.031813920112638325,true,4.915569976522427E-4,5.078410648133414E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.629,22.0,8.0,125666.0,8
EMCC,-7.353351377131778E-4,0.037273349248134316,true,1.8521499796353424E-4,9.499624846260062E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.636,23.0,9.0,143170.0,6
EMCC,-3.653652346289338E-4,0.02860165405336979,true,1.3420405323261164E-5,2.5493556393995677E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.697,24.0,8.0,171576.0,3
EMCC,-7.776650133978213E-4,0.02908759610587359,true,-5.71897361552387E-4,9.912906371991723E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,0.912,25.0,8.0,203560.0,6
EMCC,-0.0011485418727763541,0.03343957372692851,true,-0.0011458043961030118,9.774830977534804E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo5_k10_6.uai,1.0,25.0,8.0,221857.0,24
