method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-1.497584692228271E-5,3.753369904435201E-5,false,-1.497584692228271E-5,3.753369904435201E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,1.0,,,,
EMCC,-1.619301071664747E-5,8.001372245207593E-5,false,-1.619301071664747E-5,8.001233654233212E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,1.0,61.0,75.0,840808.0,9
EMCC,-0.9250758617381474,0.07265719529958475,true,0.9255501848166939,3.083752784903559E-6,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.0,31.0,19.0,500.0,12
EMCC,-0.7510871229036251,0.01411476989994944,true,0.7514927370186765,2.0883915276241928E-7,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.212,32.0,15.0,226167.0,2
EMCC,-0.522509895783261,0.0029451609845144162,true,0.5225084338466841,3.687776603687413E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.276,31.0,12.0,401820.0,25
EMCC,-0.43924348397221735,0.0028140601413065955,true,0.43941239840667756,1.7468169008696374E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.309,32.0,17.0,595013.0,16
EMCC,-6.32552016798793E-5,4.095664029014246E-5,true,3.7638533351425085E-5,3.069383761561999E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.56,30.0,11.0,815980.0,30
EMCC,-2.141655391474373E-5,8.197274155682648E-5,true,-2.002565117370514E-5,8.194163606669406E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.624,32.0,11.0,905406.0,21
EMCC,-1.2285577049520047E-5,5.3263797166903555E-5,true,-1.2285577049520047E-5,5.302913407364411E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.799,31.0,10.0,1133679.0,15
EMCC,-1.758257231720961E-5,6.124917321014022E-5,true,-1.758257231720961E-5,6.119023660209306E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,0.825,34.0,11.0,1252152.0,6
EMCC,-1.6192958168181892E-5,8.00137226127208E-5,true,-1.6192958168181892E-5,8.001261559943072E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set1/chain_mk0_nEndo7_k05_8.uai,1.0,35.0,10.0,1459685.0,9
