,7,6,5,4,3,2,1,0
0,1,1,0,0,1,1,1,1
1,0,0,1,0,1,1,1,1
2,1,0,1,0,0,1,1,1
3,1,0,1,0,1,1,1,1
4,1,1,1,0,1,0,0,1
5,1,0,0,1,1,1,0,1
6,1,0,1,0,1,1,1,1
7,1,0,1,0,1,1,1,1
8,1,0,1,0,1,1,1,1
9,1,0,1,0,1,1,1,1
10,1,0,0,1,1,1,0,1
11,1,1,0,0,1,1,1,0
12,1,0,1,0,1,1,1,1
13,1,1,1,1,1,1,0,0
14,1,0,1,0,1,1,1,0
15,1,0,0,1,1,0,0,0
16,1,0,1,1,1,1,1,1
17,1,0,1,1,1,1,1,1
18,0,1,0,1,1,1,1,1
19,1,0,0,0,1,1,0,1
20,0,1,0,1,1,1,1,1
21,1,1,1,0,1,1,0,1
22,1,1,0,0,1,1,1,1
23,1,1,1,0,0,0,0,0
24,1,1,0,1,0,1,1,1
25,1,0,1,1,1,1,1,1
26,1,1,1,1,1,0,0,1
27,1,0,1,1,1,1,1,0
28,1,0,0,1,1,1,0,0
29,0,1,1,1,1,1,0,0
30,1,1,1,0,0,1,0,1
31,1,0,0,0,1,1,0,0
32,1,1,0,1,1,1,1,1
33,1,0,1,0,1,1,1,1
34,1,1,0,0,1,1,1,1
35,1,0,1,1,1,1,1,1
36,1,1,0,0,1,1,1,0
37,1,1,0,1,1,1,1,1
38,1,1,1,0,1,1,0,1
39,1,0,0,0,1,1,0,1
40,1,1,0,0,0,1,1,1
41,1,0,1,0,1,1,1,1
42,0,0,0,1,1,1,0,0
43,0,1,0,1,1,1,1,1
44,1,0,1,1,1,1,1,0
45,1,1,0,0,1,1,1,1
46,1,1,0,1,1,1,1,1
47,1,0,1,1,1,1,1,1
48,0,0,1,0,0,1,1,1
49,0,1,0,1,1,1,1,0
50,1,0,1,0,1,1,1,0
51,1,0,1,1,1,1,1,1
52,1,1,0,1,0,1,1,1
53,1,0,1,1,1,1,1,1
54,1,1,1,1,1,1,0,1
55,0,0,1,0,1,1,1,0
56,1,0,0,0,1,1,0,0
57,0,1,1,1,1,1,0,0
58,1,1,1,0,1,1,0,0
59,1,0,1,1,1,1,1,0
60,1,1,1,1,1,1,0,0
61,1,1,0,1,1,1,1,1
62,0,0,1,0,1,1,1,1
63,1,1,1,0,1,1,0,1
64,1,1,0,1,1,1,1,0
65,1,0,0,0,1,1,0,1
66,1,0,1,0,1,1,1,0
67,1,1,0,0,1,1,1,1
68,1,0,1,1,1,1,1,1
69,0,0,0,0,1,1,0,0
70,1,0,1,1,1,1,1,1
71,1,1,0,0,1,1,1,1
72,1,0,1,1,1,1,1,1
73,1,0,1,1,1,1,1,0
74,1,0,1,0,1,1,1,1
75,1,1,1,1,1,1,0,0
76,1,1,0,1,1,1,1,1
77,1,0,1,1,1,1,1,0
78,1,0,1,1,1,1,1,1
79,1,0,1,1,1,1,1,1
80,1,0,1,1,1,1,1,1
81,1,0,1,1,1,1,1,1
82,1,1,1,1,1,1,0,0
83,0,1,0,1,1,1,1,1
84,1,0,1,1,1,1,1,1
85,1,0,1,1,1,1,1,1
86,1,0,1,1,1,1,1,1
87,0,0,1,0,1,1,1,1
88,1,0,1,1,1,1,1,1
89,1,1,0,0,0,1,1,1
90,1,1,0,0,1,1,1,1
91,1,1,0,1,1,1,1,1
92,1,0,1,1,1,1,1,1
93,1,0,1,1,1,1,1,1
94,1,1,0,1,1,1,1,0
95,1,1,0,1,1,1,1,1
96,1,0,1,1,1,1,1,0
97,1,1,0,0,1,1,1,1
98,1,1,0,0,1,1,1,0
99,1,1,0,0,1,1,1,0
100,0,1,0,0,1,1,1,1
101,1,1,0,0,1,1,1,1
102,1,1,1,0,1,1,0,1
103,1,0,1,1,1,1,1,1
104,1,1,0,0,1,1,1,1
105,1,1,0,1,1,1,1,1
106,1,0,1,1,1,1,1,1
107,0,0,1,1,0,0,1,0
108,1,0,0,1,1,1,0,1
109,0,1,0,0,1,1,1,1
110,1,0,0,1,1,1,0,1
111,1,1,0,1,1,1,1,1
112,1,0,1,0,1,1,1,1
113,1,0,1,0,1,1,1,1
114,1,1,1,1,0,1,0,0
115,1,0,1,1,1,1,1,0
116,1,0,0,0,1,1,0,1
117,1,0,1,1,1,1,1,0
118,1,1,0,1,0,1,1,1
119,1,1,0,1,1,1,1,1
120,1,0,1,0,1,1,1,1
121,0,0,0,0,0,1,0,1
122,1,0,1,0,1,1,1,1
123,0,1,0,1,1,1,1,1
124,1,1,1,0,1,1,0,1
125,1,1,0,0,1,1,1,1
126,1,0,0,1,1,1,0,1
127,1,0,1,1,0,1,1,1
128,1,0,1,0,1,1,1,1
129,1,1,0,0,1,1,1,1
130,1,0,1,1,1,1,1,1
131,0,1,0,0,1,1,1,1
132,1,1,0,0,1,0,1,1
133,1,0,1,1,1,1,1,1
134,0,0,1,0,1,1,1,1
135,1,0,1,0,1,1,1,1
136,1,1,1,1,1,1,0,0
137,1,1,1,1,1,1,0,0
138,1,0,1,0,1,1,1,1
139,1,0,1,0,1,1,1,0
140,1,1,0,1,1,1,1,0
