,6,5,4,3,2,1,0
0,0,1,0,1,0,0,1
1,1,0,1,1,0,0,1
2,0,1,0,1,0,0,1
3,1,0,1,1,0,0,1
4,0,1,0,1,0,0,1
5,0,1,0,1,0,0,1
6,0,0,1,0,0,1,0
7,1,0,1,1,0,0,1
8,1,0,1,1,0,0,1
9,1,0,1,1,0,0,1
10,0,1,0,1,0,0,1
11,1,0,1,1,0,1,1
12,1,0,1,1,0,0,1
13,1,0,1,1,0,0,1
14,1,0,1,1,0,0,1
15,1,0,1,1,0,0,1
16,1,0,1,1,0,0,1
17,1,0,1,1,0,0,1
18,0,1,0,1,0,0,1
19,0,1,0,1,0,0,1
20,0,1,0,1,0,1,1
21,0,1,0,1,0,0,1
22,0,1,0,1,0,0,1
23,1,0,1,1,0,0,1
24,1,0,1,1,0,0,1
25,1,0,1,1,0,0,1
26,1,0,1,0,0,0,0
27,1,0,0,1,0,0,0
28,0,1,0,1,0,0,1
29,0,1,1,1,0,1,0
30,1,0,1,1,0,0,1
31,1,0,1,1,0,0,1
32,1,0,0,1,0,0,1
33,1,0,1,1,0,0,1
34,1,0,1,1,0,0,1
35,0,0,1,1,0,0,1
36,1,0,1,1,0,0,1
37,0,1,0,1,0,0,1
38,1,0,1,1,0,0,1
39,1,0,1,1,0,0,1
40,0,1,0,1,0,0,1
41,0,1,0,1,0,0,1
42,0,1,0,1,0,0,1
43,1,0,1,1,0,1,1
44,0,1,0,1,0,1,0
45,0,1,0,1,0,0,1
46,0,1,0,1,0,0,1
47,1,0,1,1,0,0,1
48,1,1,0,1,0,0,1
49,1,0,1,1,0,0,1
50,0,1,0,1,0,0,1
51,1,0,1,1,0,1,1
52,1,0,1,1,0,0,1
53,1,0,1,1,0,0,1
54,0,1,0,1,0,0,1
55,1,0,1,1,0,1,0
56,1,0,1,1,0,1,1
57,0,1,0,1,0,0,1
58,1,0,1,1,0,0,1
59,0,1,0,1,0,0,1
60,0,1,0,1,0,1,1
61,1,0,1,1,0,0,1
62,1,0,1,1,0,0,1
63,1,0,1,1,0,0,1
64,1,0,1,1,0,0,1
65,1,0,1,1,0,0,1
66,0,1,0,1,0,0,1
67,1,0,1,1,0,0,1
68,1,0,1,1,0,0,1
69,0,1,0,1,0,0,1
70,0,1,0,1,0,0,1
71,1,0,1,1,0,0,1
72,0,1,0,1,0,0,0
73,0,1,0,1,0,0,1
74,0,1,0,1,0,0,1
75,1,0,1,1,0,0,1
76,1,0,1,1,0,0,1
77,1,0,1,1,0,0,1
78,0,1,0,1,0,0,1
79,1,0,1,1,0,0,1
80,0,1,0,1,0,0,1
81,0,1,0,1,0,0,1
82,1,0,1,0,0,0,1
83,1,0,1,1,0,0,1
84,1,0,1,1,0,0,1
85,1,0,1,0,0,0,0
86,1,0,1,1,0,1,1
87,0,1,0,1,0,0,1
88,1,0,1,0,0,0,0
89,1,0,1,1,0,0,1
90,1,0,1,1,0,0,0
91,1,0,1,1,0,0,1
92,1,0,1,1,0,0,1
93,1,0,1,1,0,0,1
94,0,1,0,1,0,0,1
95,0,1,0,1,0,0,1
96,0,1,0,1,0,1,1
97,0,1,0,1,0,0,1
98,0,1,0,1,0,0,1
99,1,0,1,1,0,1,1
100,1,0,1,1,0,0,1
101,1,0,1,1,0,0,1
102,1,0,1,1,0,0,1
103,1,0,1,1,0,0,1
104,1,0,0,1,0,1,1
105,1,0,1,1,0,0,1
106,1,0,1,1,0,0,1
107,0,1,0,1,0,0,1
108,1,0,1,1,0,0,1
109,1,0,1,1,0,0,1
110,1,0,1,1,0,0,1
111,1,0,1,1,0,0,1
112,1,0,1,1,0,0,1
113,1,0,1,1,0,0,1
114,0,1,0,1,0,0,1
115,1,1,0,1,0,1,1
116,1,0,1,1,0,0,1
117,0,1,0,1,0,0,1
118,1,0,1,1,0,0,1
119,1,0,1,1,0,0,1
