,6,5,3,2,1
0,1,1,1,1,1
1,0,1,1,1,1
2,1,1,1,1,1
3,0,1,1,1,1
4,0,1,1,1,0
5,1,1,1,1,1
6,0,1,1,1,0
7,1,1,1,1,1
8,1,1,1,1,1
9,1,1,1,1,1
10,1,1,1,1,1
11,0,1,1,0,1
12,1,1,1,1,1
13,0,1,1,1,0
14,1,1,1,1,1
15,1,1,1,1,1
16,1,1,1,1,1
17,1,1,1,1,1
18,1,0,1,0,0
19,1,1,1,1,1
20,1,1,1,1,1
21,0,1,1,1,0
22,1,1,1,1,1
23,1,1,1,1,1
24,1,1,1,1,1
25,1,0,1,0,0
26,1,1,1,1,1
27,1,0,1,0,0
28,0,1,1,1,1
29,1,1,1,1,1
30,1,1,1,1,0
31,1,1,1,1,1
32,1,1,1,0,1
33,1,1,1,1,1
34,0,1,1,1,0
35,1,1,1,1,1
36,1,1,1,1,1
37,1,1,1,1,1
38,1,1,1,1,1
39,1,1,1,1,1
40,1,1,1,1,1
41,1,1,1,1,0
42,0,1,1,1,0
43,1,1,1,1,1
44,1,1,1,1,1
45,1,1,1,1,1
46,1,1,1,1,1
47,1,1,1,1,1
48,0,1,1,1,0
49,0,1,1,1,0
50,1,1,1,1,1
51,1,1,1,1,1
52,1,1,1,1,1
53,1,1,1,1,1
54,1,1,1,1,1
55,0,1,1,1,0
56,0,1,1,1,1
57,0,1,1,1,0
58,1,1,1,1,1
59,1,1,1,1,1
60,1,1,1,1,1
61,0,1,1,1,1
62,0,1,1,1,0
63,0,1,0,1,1
64,1,1,1,1,1
65,0,1,1,1,0
66,0,1,1,1,0
67,0,1,1,1,0
68,1,0,1,0,0
69,1,1,1,1,1
70,1,1,1,1,1
71,0,1,0,1,1
72,0,1,1,1,1
73,1,1,1,1,1
74,1,1,1,1,1
75,1,1,1,1,1
76,1,1,1,1,1
77,1,1,1,1,1
78,1,1,1,1,1
79,1,0,1,0,0
80,1,1,1,1,1
81,1,1,1,1,1
82,0,1,1,1,0
83,0,1,1,1,0
84,0,1,1,0,0
85,1,1,1,1,1
86,1,1,1,0,1
87,1,1,1,1,1
88,1,1,1,1,1
89,0,1,1,1,1
90,1,1,1,1,1
91,1,1,1,1,1
92,0,1,1,1,0
93,1,1,1,1,1
94,1,1,1,1,1
95,0,1,1,1,0
96,0,1,1,1,1
97,0,1,1,1,1
98,1,1,1,1,1
99,0,1,1,1,0
100,0,1,1,1,0
101,1,1,1,1,1
102,1,1,1,1,1
103,0,1,1,1,1
104,0,1,1,1,0
105,1,0,1,0,1
106,1,1,1,1,1
107,1,1,1,0,1
108,1,1,1,1,1
109,1,1,1,1,1
110,0,1,1,1,0
111,1,1,1,1,1
112,0,1,1,1,0
113,1,1,1,1,1
114,1,1,1,1,1
115,0,1,1,1,0
116,1,1,1,1,1
117,1,1,1,1,1
118,0,1,1,1,1
119,1,1,1,1,1
120,1,1,1,1,1
121,1,1,1,1,1
122,0,1,1,1,0
123,1,1,1,1,1
124,1,1,1,1,1
125,0,0,1,0,0
126,0,0,1,0,0
127,1,1,1,1,1
128,1,1,1,1,1
129,0,1,1,0,1
130,1,1,1,1,1
131,1,1,1,1,0
132,1,1,0,1,1
133,0,1,1,1,0
134,1,1,1,1,1
135,1,1,1,1,1
136,1,1,1,1,1
137,1,1,1,1,1
138,0,1,1,1,0
139,1,1,1,1,1
140,1,1,1,1,1
141,0,1,1,0,0
142,0,1,0,1,1
143,1,1,1,1,1
144,1,1,1,1,1
145,0,1,1,1,0
146,0,1,1,1,1
147,1,1,1,0,1
148,1,1,1,1,1
149,1,1,1,1,1
150,1,1,1,1,1
151,0,1,1,1,0
152,0,1,1,1,0
153,1,1,1,1,1
154,1,1,1,1,1
155,1,1,1,1,1
156,0,1,1,1,0
157,1,1,1,1,1
158,1,1,1,1,1
159,0,1,1,1,1
160,0,1,1,1,0
161,0,0,1,0,0
162,1,1,1,1,1
163,0,1,1,1,0
164,0,1,1,1,1
165,0,1,1,1,0
166,1,1,1,1,1
167,1,1,1,1,1
168,0,1,1,1,0
169,1,1,1,1,1
170,1,1,1,1,1
171,0,1,1,1,0
172,1,1,1,1,1
173,0,1,1,1,1
174,1,1,1,1,1
175,1,1,1,1,1
176,0,1,1,1,0
177,1,1,1,1,1
178,0,1,1,1,0
179,1,1,1,1,1
180,1,1,1,1,1
181,1,1,1,1,1
182,1,1,1,1,1
183,1,1,1,1,1
184,0,1,1,1,0
185,1,1,1,1,1
186,1,1,1,1,1
187,1,1,1,1,1
188,1,1,1,1,1
189,1,1,1,1,0
190,1,1,1,1,1
