,7,6,5,4,3,2
0,0,1,0,1,1,1
1,1,1,0,0,1,1
2,0,0,0,0,0,1
3,1,1,0,0,1,0
4,1,1,1,0,1,1
5,1,0,0,1,1,0
6,1,1,0,0,1,1
7,1,1,0,0,1,0
8,0,0,1,1,0,1
9,1,1,0,0,1,0
10,0,0,0,0,0,1
11,1,1,0,0,1,0
12,1,0,0,0,0,0
13,1,1,0,0,1,0
14,1,1,0,1,1,0
15,1,1,0,1,1,0
16,1,1,0,0,1,0
17,1,1,0,0,1,1
18,1,0,1,0,1,1
19,0,0,0,1,0,1
20,1,1,0,0,1,0
21,1,0,1,1,1,1
22,0,0,0,0,0,1
23,0,0,0,1,0,0
24,1,1,0,1,1,0
25,0,0,1,1,1,1
26,1,1,0,1,1,0
27,1,1,0,0,1,0
28,0,1,1,1,0,1
29,1,1,0,1,1,0
30,1,1,1,1,0,0
31,0,1,0,1,1,1
32,1,0,1,1,1,1
33,1,1,0,1,1,0
34,0,0,0,0,0,1
35,0,0,1,0,0,1
36,1,1,0,1,1,0
37,0,0,0,0,0,0
38,1,1,0,0,1,0
39,0,0,0,0,0,1
40,1,0,1,1,0,1
41,0,0,0,1,0,1
42,1,1,0,1,1,0
43,0,0,0,0,0,0
44,0,0,0,1,0,1
45,0,0,0,0,0,1
46,1,1,0,0,1,1
47,1,1,0,1,1,0
48,1,1,0,1,1,0
49,0,1,0,0,1,1
50,0,1,1,1,0,1
51,1,1,0,1,1,0
52,0,1,1,1,0,0
53,1,1,0,1,1,0
54,1,1,0,1,1,0
55,1,0,0,1,1,0
56,0,1,1,1,0,1
57,0,0,0,0,0,0
58,0,1,0,0,1,1
59,0,0,0,1,1,0
60,0,0,0,1,0,1
61,0,0,0,0,0,1
62,1,1,0,1,1,0
63,1,1,0,1,1,0
64,1,1,1,1,0,1
65,0,0,0,0,0,1
66,0,0,0,0,0,1
67,1,1,0,1,1,0
68,1,0,0,0,0,0
69,0,1,1,0,0,1
70,0,0,0,0,0,1
71,1,1,0,0,1,0
72,0,1,1,0,0,0
73,0,0,0,0,0,1
74,1,1,0,1,1,0
75,1,1,0,0,1,0
76,0,1,0,1,0,1
77,1,1,0,1,1,0
