,24,23,22,21,20,14,13,12,11,10,4,3,2,1,0
0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
2,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0
3,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
4,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1
5,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0
6,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
7,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
8,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
9,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0
10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
11,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
12,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
13,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
14,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
15,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
16,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
17,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1
18,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
19,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0
20,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0
21,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
22,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0
23,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
24,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
25,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
26,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
27,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
28,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
29,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0
30,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
31,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
32,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
33,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0
34,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
35,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
36,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0
37,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
38,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
39,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
40,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0
41,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
42,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
43,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0
44,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
45,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
46,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
47,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
48,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
49,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
50,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
51,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
52,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
53,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1
54,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
