,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,model_file,num_vars,num_endo_vars,max_indegree
0,10.0,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 0)  (9 1)  (10 2)  (11 3)  (6 4)  (12 5)  (6 7)]),1.2307692307692308,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(1 0)  (8 0)  (4 1)  (7 1)  (9 1)  (1 2)  (3 2)  (10 2)  (4 3)  (11 3)  (6 4)  (0 5)  (7 5)  (12 5)  (4 7)  (6 7)]),6,[8][9][10][11][6][12],([0  1  2  3  4  5  7]  [(1 0)  (4 1)  (7 1)  (1 2)  (3 2)  (4 3)  (0 5)  (7 5)  (4 7)]),1,2.0,[0][1][2][3][4 7][5],1.2857142857142858,1500,16,1,0.9897179530858978,random_mc2_n8_mid3_d1000_05_mr098_r10_54.uai,13,7,5
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (5 2)  (6 3)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (5 2)  (2 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(3 1)  (2 3)]),1,1.0,[0 2][1][3],0.5,1000,4,1,0.9947130363662224,random_mc2_n6_mid3_d1000_05_mr098_r10_99.uai,7,4,3
0,7.5,3.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (3 1)  (6 2)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(3 0)  (5 0)  (3 1)  (0 2)  (1 2)  (6 2)  (0 4)  (7 4)  (1 5)  (8 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(5 0)  (0 2)  (1 2)  (0 4)  (1 5)]),1,2.0,[0 1][2][4][5],1.0,1000,16,1,0.9950522744941188,random_mc2_n6_mid3_d1000_05_mr098_r10_21.uai,9,5,4
0,10.0,3.0,([0  1  2  3  4  5]  [(5 1)  (5 2)  (0 3)  (0 4)]),1.1666666666666667,([0  1  2  3  4  5]  [(3 1)  (5 1)  (1 2)  (3 2)  (5 2)  (0 3)  (0 4)]),2,[0][5],([1  2  3  4]  [(3 1)  (1 2)  (3 2)]),1,2.0,[3 4][1 2],0.75,1000,16,1,0.9808092807133516,random_mc2_n6_mid3_d1000_05_mr098_r10_28.uai,6,4,3
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (4 1)  (4 2)  (7 3)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (2 1)  (4 1)  (4 2)  (2 3)  (7 3)  (1 5)  (3 5)  (8 5)]),4,[6][4][7][8],([0  1  2  3  5]  [(2 0)  (5 0)  (2 1)  (2 3)  (1 5)  (3 5)]),1,3.0,[0][1 2][3][5],1.2,1000,16,1,0.9966015904828516,random_mc2_n6_mid3_d1000_05_mr098_r10_2.uai,9,5,4
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (5 2)  (6 3)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (4 1)  (5 2)  (2 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(3 1)  (2 3)]),1,1.0,[0 2][1][3],0.5,1000,4,1,0.9947130363662224,random_mc2_n6_mid3_d1000_05_mr098_r10_99.uai,7,4,3
0,6.5,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (2 1)  (6 3)  (8 4)  (2 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(1 0)  (7 0)  (2 1)  (6 3)  (3 4)  (5 4)  (8 4)  (1 5)  (2 5)]),4,[7][2][6][8],([0  1  3  4  5]  [(1 0)  (3 4)  (5 4)  (1 5)]),1,2.0,[0][1 5][3][4],0.8,1000,16,1,0.9863523877352854,random_mc2_n7_mid3_d1000_05_mr098_r10_46.uai,9,5,3
0,6.5,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (2 1)  (6 3)  (8 4)  (2 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(1 0)  (7 0)  (2 1)  (6 3)  (3 4)  (5 4)  (8 4)  (1 5)  (2 5)]),4,[7][2][6][8],([0  1  3  4  5]  [(1 0)  (3 4)  (5 4)  (1 5)]),1,2.0,[0][1 5][3][4],0.8,1000,16,1,0.9863523877352854,random_mc2_n7_mid3_d1000_05_mr098_r10_46.uai,9,5,3
0,10.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (4 1)  (4 2)  (7 3)  (8 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (5 0)  (6 0)  (2 1)  (4 1)  (4 2)  (2 3)  (7 3)  (1 5)  (3 5)  (8 5)]),4,[6][4][7][8],([0  1  2  3  5]  [(2 0)  (5 0)  (2 1)  (2 3)  (1 5)  (3 5)]),1,3.0,[0][1 2][3][5],1.2,1000,16,1,0.9966015904828516,random_mc2_n6_mid3_d1000_05_mr098_r10_2.uai,9,5,4
0,12.0,3.0,([0  1  2  3  4  5  6]  [(4 0)  (4 1)  (5 2)  (6 3)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(1 0)  (4 0)  (4 1)  (0 2)  (1 2)  (5 2)  (1 3)  (2 3)  (6 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (0 2)  (1 2)  (1 3)  (2 3)]),1,2.0,[0 1][2][3],1.25,1000,16,1,0.9963903577055152,random_mc2_n5_mid3_d1000_05_mr098_r10_18.uai,7,4,4
