method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,pns_11,pns_12,pns_10,pns_15,pns_16,pns_13,pns_14,pns_19,pns_17,pns_18,time_learn,trajectory_size_19,trajectory_size_18,time_ace,trajectory_size_17,trajectory_size_16,trajectory_size_15,trajectory_size_14,trajectory_size_13,trajectory_size_12,trajectory_size_11,trajectory_size_10,trajectory_size_29,trajectory_size_28,trajectory_size_27,trajectory_size_26,trajectory_size_25,trajectory_size_24,trajectory_size_23,trajectory_size_22,trajectory_size_21,trajectory_size_20,trajectory_size_7,pns_22,trajectory_size_6,pns_23,trajectory_size_9,pns_20,trajectory_size_8,pns_21,pns_26,pns_27,pns_24,pns_25,time_pns,pns_8,pns_9,trajectory_size_1,pns_6,pns_28,trajectory_size_0,pns_7,pns_29,trajectory_size_3,pns_4,trajectory_size_2,pns_5,trajectory_size_5,pns_2,trajectory_size_4,pns_3,pns_0,pns_1
exact_data_based,0.0,0.158036131938208,false,0.0,0.07852637097820798,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCC,-0.008332332764073302,0.15793149861549444,false,-0.003256427948744145,0.07930795489085295,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,1.0,0.15764679593468486,0.15369762184472313,0.15793149861549444,0.155890324683401,0.12564626379587374,0.1446094643017647,0.15752636191413835,0.1578213630726418,0.1053786307409184,0.0924142225593064,920311.0,300,300,23.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.1349573985797842,300,0.09881950984149926,300,0.08003901522132355,300,0.15771966973011883,0.14392503576430696,0.09138286635599041,0.15792869320188893,0.1010582580969539,55.0,0.10759690388881907,0.15788867052039693,300,0.10128014357736873,0.15788647026542058,300,0.10481566112955334,0.15785306373193467,300,0.08362514611056279,300,0.10105849445707413,300,0.15737773375526795,300,0.15784796254320685,0.1554572579308041,0.07930795489085295
EMCC,-0.46445072143983324,0.6302599177163551,true,0.6249425758904331,0.001920651261959753,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.0,0.2285798144333034,0.23705811221594097,0.1510413565179143,0.24450070705238353,0.6302599177163551,0.15070754742661063,0.14181006672939625,0.12236766857963555,0.029809571457914154,0.04622909302826278,752.0,4,4,12.0,10,7,7,4,9,1,4,6,6,3,8,6,2,6,9,2,3,3,5,0.05402491957805941,3,0.2689509369519744,16,0.12844498321868572,4,0.0389629138404927,0.03715213130491075,0.1516849649396135,0.2829297370611919,0.11213059559962045,26.0,0.041463174368416206,0.4408805470867081,4,0.0047394250280016125,0.008170287385593321,5,0.583312155094175,0.34348906154570324,2,0.01028489465659123,12,0.010618633520498006,5,0.001920651261959753,17,0.07858116686385616,0.0026528898668821675,0.09987147947454608
EMCC,-0.26691226998233175,0.42083519409764564,true,0.31715120511029965,0.03161145494906319,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.033,0.09637195847429206,0.1807775514434832,0.15567479018443883,0.10800477675585685,0.25642806437731075,0.09508648382355245,0.33066543792977054,0.18707853628738616,0.15659731035695446,0.18967096037080605,239162.0,300,300,9.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.08326726080787807,300,0.09259866332816129,300,0.20735964260968942,300,0.42083519409764564,0.2616776735838569,0.15354288790649018,0.1249530938141356,0.04595915843162361,23.0,0.1514882842296855,0.1866273186695652,300,0.17714298596001102,0.3517056517431376,300,0.052382560436684204,0.03161145494906319,300,0.08223828984464415,300,0.1253402485183381,300,0.14482778543583433,300,0.20633770340812094,0.35431039546842047,0.05639221696668707
EMCC,0.0308643189270138,0.3858785966584421,true,0.14364593160624362,0.09592034247969453,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.364,0.359347227187485,0.3419571627435424,0.3545586203184504,0.31088477647318774,0.12582081256929198,0.26758633269676607,0.367536402744183,0.38071342700742317,0.12483739320698824,0.09592034247969453,484173.0,300,300,8.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.231116370235967,300,0.19002404857799518,300,0.13517155663192212,300,0.3656069963788038,0.3014837457002505,0.1851661302984974,0.3858785966584421,0.1580053751158538,22.0,0.22067423224626115,0.3250234983224448,300,0.17360739638161263,0.36681316263859703,300,0.23936996742772318,0.35389496371258194,300,0.16539626499114335,300,0.13958091796469477,300,0.3175124899211647,300,0.27885997371946986,0.19961472047700893,0.29208682312736123
EMCC,0.03512431598978116,0.20064502293596315,true,0.05186615697064978,0.10636489205075098,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.545,0.17770485043439221,0.17735489556971543,0.1862614920620898,0.17664223977638518,0.13980303528187196,0.16296438580544237,0.17462209515150334,0.18171072657850626,0.12623665140000623,0.11368967518559366,632084.0,300,300,8.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.15688557647830928,300,0.1259540924512605,300,0.10636489205075098,300,0.1744713261086205,0.17039789567070024,0.1183495099016704,0.20064502293596315,0.12492872076717067,23.0,0.13035472622221325,0.1850896013814435,300,0.12140172744366472,0.18634692357901217,300,0.1326073343469888,0.17937378108133992,300,0.10978391329031181,300,0.12332531767890713,300,0.18076447081424865,300,0.1876561851421282,0.158611378733159,0.16794777833091443
EMCC,0.012644292631861176,0.17661140326779637,true,0.026887125157370684,0.1002342969574154,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.573,0.17365928072092732,0.168521994195924,0.17661140326779637,0.17208396566370296,0.13634266722502322,0.1590774691288169,0.17166226221765027,0.17181935786729063,0.12822403937773802,0.11124167641744033,806175.0,300,300,7.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.1420393140539976,300,0.11745187154297303,300,0.1002342969574154,300,0.173215555134165,0.1630202380805831,0.11266251597777459,0.17475094540083783,0.11318522129438938,21.0,0.12518083944234,0.17611006183581834,300,0.11042086216121855,0.17185274064870315,300,0.11964712403065737,0.16682139342954486,300,0.10615952641521255,300,0.11335147490085126,300,0.17464151941830838,300,0.17263558471505083,0.15511750996483017,0.15025765409367875
EMCC,0.004413329222447193,0.16353344456623028,true,0.005387736331058157,0.0809684174710372,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.817,0.16283288115555422,0.15930009014332866,0.16329316146564019,0.16039736402093008,0.12639761677322536,0.14858759189809517,0.16290768960769003,0.1631994078511288,0.11110236845600666,0.09213995761753278,1115762.0,300,300,8.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.13500132296518944,300,0.09761185689867052,300,0.0809684174710372,300,0.16315102791828334,0.14803107543963656,0.09162594681062672,0.16353344456623028,0.09816138582691436,22.0,0.10651535837175966,0.16325894192454618,300,0.09395479516781421,0.1633070820512898,300,0.10475683820134457,0.15868447011297945,300,0.084129570863222,300,0.09619183351324388,300,0.16254997371296448,300,0.16326137562599932,0.14177153694943925,0.14099450162284083
EMCC,-0.01395299029532493,0.16072849072871587,true,-0.012631104626554812,0.07888360812123059,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.829,0.16032133838110396,0.15636116791487417,0.16071619989680255,0.15809769358345388,0.1238415006508433,0.1463029174533121,0.16026445711109782,0.1605936041611599,0.10529440523124121,0.09030026384808833,1210146.0,300,300,8.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.13431043706672463,300,0.09871367874831947,300,0.07888360812123059,300,0.16047692615846074,0.14521608994294524,0.08918376974999596,0.16072849072871587,0.09942293335423905,22.0,0.10565148820065366,0.16067906246876212,300,0.09901741595326746,0.16069242984537846,300,0.10535674965784252,0.15944727739497272,300,0.08142104047096708,300,0.09981569976150531,300,0.16000295545511162,300,0.16061145520763473,0.13903499647990986,0.13755371535142627
EMCC,3.137523767816619E-4,0.1621349458419831,true,0.0011726856063941637,0.0837875708203198,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk1_maxDist2_nEndo8_k075_2.uai,0.856,0.16176605707522473,0.15751988663121072,0.16208490357669464,0.1599096533841249,0.12867199906954913,0.14813640389211336,0.16160728204453484,0.16198409323470925,0.10908912724774456,0.09518561650181817,1329364.0,300,300,9.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.13741217572080341,300,0.10286575241727888,300,0.0837875708203198,300,0.16187373363142973,0.14765972299699878,0.09498956614086256,0.16208445611183156,0.10448728457114718,21.0,0.11143479870479117,0.1620552926900159,300,0.10530963615755842,0.16203943713832838,300,0.10856537726857614,0.1621349458419831,300,0.0866361348602481,300,0.10551147697272387,300,0.16148914003906326,300,0.16199796970504024,0.1408619106964945,0.1372098569407857
