method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,pns_11,pns_12,pns_10,pns_15,pns_16,pns_13,pns_14,pns_19,pns_17,pns_18,time_learn,trajectory_size_19,trajectory_size_18,time_ace,trajectory_size_17,trajectory_size_16,trajectory_size_15,trajectory_size_14,trajectory_size_13,trajectory_size_12,trajectory_size_11,trajectory_size_10,trajectory_size_29,trajectory_size_28,trajectory_size_27,trajectory_size_26,trajectory_size_25,trajectory_size_24,trajectory_size_23,trajectory_size_22,trajectory_size_21,trajectory_size_20,trajectory_size_7,pns_22,trajectory_size_6,pns_23,trajectory_size_9,pns_20,trajectory_size_8,pns_21,pns_26,pns_27,pns_24,pns_25,time_pns,pns_8,pns_9,trajectory_size_1,pns_6,pns_28,trajectory_size_0,pns_7,pns_29,trajectory_size_3,pns_4,trajectory_size_2,pns_5,trajectory_size_5,pns_2,trajectory_size_4,pns_3,pns_0,pns_1
exact_data_based,-0.028234674026494155,0.43344043164861046,false,-0.028234674026494155,0.35630596120210306,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCC,-0.028364541105104113,0.4294307576497532,false,-0.009416496761675663,0.35926292090436607,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,1.0,0.38047905093005674,0.36564472406801973,0.40318457076166736,0.36644735693943165,0.41038624822373165,0.36552497556871216,0.38200009580177596,0.36946591943912166,0.36656134855096445,0.3627766628263503,1909013.0,300,300,23.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.3656730527429448,300,0.36672264246078573,300,0.421900442336577,300,0.35926292090436607,0.3659217447670326,0.4173483707685581,0.37736480702170855,0.3644131069004328,61.0,0.3638206944593424,0.3730937577583625,300,0.3818129606099375,0.3739460804545457,300,0.41921662647863717,0.3603023095829166,300,0.3686760795971723,300,0.4294307576497532,300,0.3666472117591785,300,0.3890322289027042,0.39362622185179985,0.37138064343019545
EMCC,-0.7415010354082605,0.96937184992839,true,0.9599927248974929,0.002848634545387724,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.0,0.1958361154947847,0.10723316436782417,0.6677358895844231,0.3950116166193221,0.3300587891278538,0.17440659301969794,0.8267189910476379,0.2771358423331699,0.2619344974559699,0.28955899896541454,2568.0,30,11,11.0,20,32,26,11,51,30,15,15,158,5,131,23,52,3,9,41,13,27,21,0.0973948660251973,19,0.3750812430129351,14,0.3600724367291418,14,0.18229904244099496,0.44780244761995686,0.717883543861447,0.3578803312198572,0.8243084626853106,34.0,0.13424765077074882,0.3671921274301311,4,0.16906194554549178,0.002848634545387724,19,0.4813104199023729,0.03233404501478125,21,0.6478950204334057,9,0.6172288777348779,4,0.31756035158596446,12,0.11422405136082678,0.96937184992839,0.022009307970572514
EMCC,-0.904311280756275,0.5540320822562331,true,0.4697657178398126,0.006507756500045682,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.141,0.23183994890020562,0.11017735973293005,0.23604102393570195,0.29894520208882475,0.22356163137449694,0.16429821261031674,0.4698402554828415,0.377189876292091,0.23021125875676504,0.3140005678372676,386503.0,300,300,10.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.013324838307859833,300,0.4107343891521721,300,0.14792787978871413,300,0.09019174950076016,0.47802507242305137,0.5313995018645988,0.40479986674212975,0.5038088956679263,31.0,0.21182026038493204,0.24956816397163137,300,0.09787314935090655,0.016371327543981767,300,0.037631552654450916,0.006507756500045682,300,0.4093821888528867,300,0.43120638289072766,300,0.4726397586244802,300,0.16836157096340143,0.5540320822562331,0.04032564730528749
EMCC,-0.8414106253955704,0.7524740183448403,true,0.7346084139885667,0.022282346857842986,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.156,0.31224154036095886,0.6384591605179595,0.20525942825429924,0.6366904634815443,0.6752157734289657,0.0991554914479165,0.2940168149470972,0.04508195684378018,0.05180911654060239,0.251566864246469,528644.0,300,300,10.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.07436807181199569,300,0.34593747296859134,300,0.08351215976467373,300,0.5421957972853529,0.7166673510005701,0.5854040093297344,0.30095848449745904,0.40487515383847317,31.0,0.5308079353883329,0.20704828441817108,300,0.6140145441029584,0.022282346857842986,300,0.03459220556829972,0.02512386569408391,300,0.6211656445201225,300,0.7524740183448403,300,0.5955233392700601,300,0.04692682262460256,0.4240381156322163,0.36801607544724174
EMCC,-0.7247343195144781,0.41779018291155967,true,0.026604235500648832,0.0181995154471092,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.192,0.23902011327979075,0.4150538291552714,0.21837921569964902,0.41779018291155967,0.25417931809452093,0.4022552588972737,0.4004607500518111,0.06381658101372603,0.23324973994149778,0.3538142885571437,785334.0,300,300,9.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.364347545240876,300,0.3419144840597661,300,0.22198916466266227,300,0.3318943929943259,0.2483936199396786,0.28999943590652855,0.37704824515371294,0.22591706476842524,32.0,0.23693577334494897,0.21987422324709555,300,0.37048919922514173,0.0181995154471092,300,0.2070263444418598,0.018570517377418026,300,0.3676008116251561,300,0.35892943775632763,300,0.40398019085116876,300,0.028980741502438463,0.31069750484087943,0.21246908901807943
EMCC,-0.10630806223737399,0.41397896931599315,true,0.03036967520028666,0.2524756786814552,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.466,0.3711025288543957,0.399696790738032,0.33222868370341274,0.41397896931599315,0.3134227655946176,0.37739653622081754,0.40222459177303965,0.35065509054821514,0.3636030141060681,0.3646686232806893,1380646.0,300,300,9.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.3828547823013462,300,0.37551270102302653,300,0.30793110723932493,300,0.35041396820603016,0.2961129323833025,0.3521163233710062,0.37110990780047104,0.27273502793163695,30.0,0.2941053610977516,0.36259636738137024,300,0.37962460707530077,0.3715314735310722,300,0.2524756786814552,0.2856449074420667,300,0.37984397113880425,300,0.33594086740793494,300,0.37391423687041897,300,0.3857376509271092,0.3244918195174893,0.28007194432384197
EMCC,-0.0198623300464974,0.42955801682587386,true,0.039329723701611696,0.3929990357929967,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.504,0.4112904503702551,0.41452608514996736,0.400533499834945,0.4273453388685462,0.4031848375982967,0.42955801682587386,0.41800724945960827,0.4017433491370465,0.4026293276655447,0.4060926765232951,1667689.0,300,300,9.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.4121530567099198,300,0.4119874111733427,300,0.39698401739558614,300,0.4020914200773451,0.40001478231177084,0.402498503883544,0.411492271442535,0.3985702054014261,31.0,0.40148955887234256,0.408471401764795,300,0.4074655811351363,0.40875900922182673,300,0.3929990357929967,0.4035525108986221,300,0.40840820081721124,300,0.4021546807996204,300,0.40876849853917824,300,0.4234108301816459,0.40484143983742615,0.3954564526809586
EMCC,-0.02469803167095519,0.4271645236069438,true,0.015098573045450259,0.36372323565515546,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.667,0.3912731805281385,0.3857789666919593,0.3683383702841118,0.40318898420960453,0.3735742888741534,0.4210953520748274,0.3986625028768417,0.36934533500621136,0.37390414255564747,0.37455874453033194,2198538.0,300,300,9.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.401050564372257,300,0.413856927888455,300,0.364777908150476,300,0.36412311929824126,0.36973656001290817,0.3773310321279773,0.38637689337430353,0.3702301636916712,30.0,0.371354700068103,0.38191254329934327,300,0.3751283002784881,0.4069772634953491,300,0.36372323565515546,0.3712810022104585,300,0.3807491139855517,300,0.3700142562131722,300,0.3815685243703198,300,0.4271645236069438,0.3745481715546315,0.3644637775591315
EMCC,-0.03179264565082485,0.4305608109289441,true,-0.0016524851488616266,0.35414287005825534,/root/dev/credici/papers/pgm22/models/synthetic/1000/set5/rand13_mk0_nEndo8_k05_2.uai,0.976,0.3836065220134974,0.3750442590077695,0.3585265464230257,0.3931444382719596,0.3623910286849362,0.42583707556010786,0.3809563394842443,0.3606421922573463,0.36874682677565573,0.36420802590125384,2891966.0,300,300,10.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.3928518318073024,300,0.4127931487140542,300,0.35563208497512466,300,0.3546392898436543,0.35924166211864267,0.369089671242602,0.3779220968045569,0.3598184537386768,31.0,0.3604414996354786,0.3745811067985676,300,0.36446218633224836,0.40358210516731213,300,0.35414287005825534,0.36046266051230147,300,0.36939592462263193,300,0.3596109925280364,300,0.3747333241010015,300,0.4305608109289441,0.36357688542381605,0.35547909147943146
