,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
2,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0
3,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
4,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
5,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
6,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
7,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
8,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
9,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1
10,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
11,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
12,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0
13,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
14,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
15,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0
16,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
17,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0
18,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
19,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1
20,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
21,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
22,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
23,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
25,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
26,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
27,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1
29,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1
30,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
31,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0
32,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
33,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1
34,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
35,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
36,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
37,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
38,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0
