,1,0
0,1,2
1,1,1
2,0,0
3,0,1
4,0,2
5,0,0
6,0,0
7,0,0
8,0,0
9,0,2
10,0,2
11,0,2
12,1,1
13,1,1
14,0,0
15,0,0
16,0,0
17,0,2
18,0,1
19,0,1
20,1,2
21,1,2
22,1,1
23,1,2
24,0,0
25,1,2
26,1,1
27,1,1
28,1,2
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,1,2
35,0,0
36,1,1
37,1,1
38,0,1
39,1,1
40,0,0
41,1,1
42,0,0
43,1,1
44,1,1
45,0,0
46,1,1
47,0,0
48,0,2
49,0,2
50,0,2
51,0,0
52,0,0
53,1,1
54,0,0
55,1,1
56,0,0
57,0,0
58,0,1
59,0,0
60,1,1
61,0,2
62,0,2
63,1,1
64,0,0
65,0,1
66,0,1
67,1,2
68,0,0
69,0,2
70,1,1
71,0,0
72,1,1
73,1,2
74,0,2
75,0,2
76,0,0
77,0,0
78,0,1
79,1,1
80,0,2
81,1,1
82,0,0
83,0,0
84,0,0
85,0,0
86,1,1
87,1,1
88,0,0
89,1,1
90,0,0
91,1,1
92,0,0
93,1,2
94,1,2
95,1,2
96,0,1
97,1,1
98,1,1
99,1,1
100,0,0
101,0,2
102,0,0
103,1,1
104,1,1
105,0,0
106,0,0
107,0,0
108,0,0
109,0,2
110,1,2
111,0,0
112,0,2
113,0,2
114,0,0
115,1,1
116,1,1
117,0,0
118,0,1
119,1,2
120,0,2
121,0,1
122,1,1
123,0,0
124,1,1
125,0,0
126,0,2
127,0,0
128,1,1
129,0,1
130,1,1
131,0,1
132,0,0
133,0,0
134,1,1
135,0,0
136,1,1
137,1,1
138,0,0
139,1,1
140,0,0
141,0,0
142,1,1
143,0,0
144,0,1
145,1,1
146,1,2
147,0,0
148,0,0
149,0,1
150,0,2
151,1,1
152,0,0
153,0,2
154,1,2
155,0,0
156,0,0
157,0,0
158,1,1
159,1,1
160,0,0
161,1,1
162,1,1
163,0,0
164,0,2
165,1,1
166,0,0
167,0,2
168,0,0
169,1,1
170,1,2
171,0,0
172,1,1
173,1,1
174,0,2
175,1,1
176,0,0
177,0,2
178,1,1
179,0,1
180,1,1
181,1,2
182,1,1
183,1,1
184,0,0
185,0,1
186,0,0
187,0,0
188,1,1
189,0,0
190,0,0
191,1,1
192,0,0
193,0,0
194,1,2
195,0,0
196,0,1
197,1,1
198,0,0
199,0,0
200,0,0
201,0,1
202,0,0
203,0,0
204,0,0
205,0,0
206,1,1
207,0,0
208,1,1
209,0,0
210,0,0
211,0,1
212,0,2
213,0,2
214,0,0
215,1,2
216,0,0
217,0,0
218,1,1
219,0,0
220,0,0
221,0,0
222,0,1
223,1,1
224,0,0
225,0,0
226,1,1
227,0,1
228,0,0
229,1,1
230,0,0
231,0,2
232,0,1
233,0,2
234,0,0
235,0,0
236,1,1
237,0,2
238,1,1
239,0,0
240,0,1
241,1,2
242,0,1
243,1,1
244,0,1
245,0,0
246,0,0
247,1,1
248,0,0
249,1,2
250,0,1
251,0,0
252,0,1
253,0,0
254,0,0
255,0,0
256,1,2
257,1,1
258,0,0
259,0,0
260,0,0
261,0,1
262,0,0
263,0,2
264,0,0
265,1,2
266,0,0
267,0,0
268,1,1
269,0,0
270,0,2
271,1,2
272,1,1
273,0,0
274,0,1
275,1,1
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,2
282,0,0
283,0,0
284,1,1
285,0,0
286,0,0
287,1,1
288,1,1
289,0,1
290,1,1
291,1,2
292,1,2
293,0,0
294,1,1
295,1,2
296,0,0
297,1,1
298,1,1
299,0,2
300,0,0
301,1,1
302,1,1
303,0,0
304,1,1
305,1,1
306,0,1
307,0,0
308,1,1
309,0,0
310,1,1
311,0,0
312,0,0
313,1,1
314,0,1
315,1,1
316,0,2
317,0,1
318,0,1
319,0,1
320,0,0
321,0,0
322,1,1
323,0,0
324,0,2
325,0,0
326,1,1
327,0,1
328,0,0
329,0,1
330,0,0
331,0,1
332,1,1
333,0,0
334,0,0
335,1,1
336,0,0
337,0,0
338,1,2
339,1,2
340,0,0
341,0,0
342,0,2
343,0,0
344,1,1
345,0,0
346,1,1
347,1,2
348,0,0
349,1,1
350,1,2
351,1,2
352,0,0
353,1,1
354,1,1
355,0,0
356,0,0
357,0,1
358,0,0
359,0,0
360,0,0
361,0,0
362,0,1
363,1,1
364,1,1
365,1,1
366,1,1
367,0,0
368,0,1
369,0,2
370,0,0
371,0,0
372,1,1
373,1,1
374,0,2
375,0,0
376,0,2
377,1,1
378,0,0
379,1,2
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,1,1
386,0,2
387,0,1
388,1,1
389,1,1
390,0,2
391,0,2
392,0,1
393,1,1
394,1,1
395,0,2
396,0,1
397,0,2
398,0,0
399,0,2
400,1,1
401,0,2
402,0,1
403,1,2
404,0,0
405,0,0
406,0,0
407,1,1
408,0,0
409,0,0
410,0,0
411,0,1
412,0,0
413,0,0
414,1,1
415,1,2
416,1,2
417,1,1
418,0,0
419,1,2
420,0,0
421,0,1
422,0,1
423,0,0
424,1,2
425,1,1
426,0,2
427,1,1
428,1,1
429,1,1
430,0,0
431,0,0
432,1,1
433,1,2
434,1,1
435,0,0
436,0,0
437,0,2
438,0,0
439,0,0
440,0,0
441,1,1
442,1,1
443,0,1
444,0,0
445,1,2
446,1,1
447,1,1
448,1,1
449,0,0
450,0,0
451,1,1
452,1,2
453,0,0
454,1,2
455,0,0
456,1,2
457,0,1
458,1,1
459,0,0
460,0,0
461,1,1
462,1,1
463,0,0
464,0,2
465,0,0
466,1,1
467,0,0
468,0,0
469,0,2
470,0,2
471,0,0
472,1,1
473,0,0
474,0,0
475,0,0
476,1,1
477,1,1
478,0,1
479,0,0
480,0,1
481,1,1
482,0,2
483,0,2
484,0,0
485,0,0
486,1,2
487,0,0
488,0,1
489,1,2
490,0,0
491,0,0
492,0,1
493,0,0
494,0,0
495,1,1
496,1,2
497,0,1
498,0,0
499,0,0
500,0,1
501,0,2
502,1,1
503,0,2
504,1,1
505,0,1
506,1,1
507,0,0
508,0,0
509,0,0
510,1,1
511,1,2
512,0,0
513,1,1
514,1,1
515,0,0
516,0,0
517,0,0
518,1,1
519,1,2
520,0,0
521,0,2
522,1,1
523,1,1
524,0,0
525,0,0
526,0,0
527,0,0
528,1,1
529,0,0
530,0,0
531,1,1
532,0,0
533,1,1
534,0,0
535,0,1
536,0,0
537,0,1
538,0,2
539,0,0
540,0,2
541,0,0
542,0,1
543,0,0
544,0,0
545,1,1
546,1,1
547,0,0
548,0,0
549,1,1
550,1,2
551,0,0
552,1,1
553,0,2
554,1,1
555,1,2
556,1,1
557,1,1
558,1,1
559,1,1
560,0,0
561,1,1
562,0,0
563,1,1
564,1,2
565,1,1
566,0,1
567,0,0
568,0,0
569,0,0
570,0,0
571,0,1
572,0,0
573,0,0
574,0,1
575,0,0
576,0,0
577,1,1
578,0,0
579,1,1
580,0,0
581,0,0
582,0,0
583,1,1
584,1,1
585,1,1
586,1,1
587,0,0
588,1,1
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,1,2
595,1,1
596,1,1
597,0,2
598,0,1
599,0,0
600,0,0
601,0,2
602,0,0
603,1,2
604,0,0
605,1,2
606,0,0
607,0,0
608,0,0
609,0,1
610,0,0
611,1,2
612,0,2
613,0,1
614,1,1
615,0,0
616,1,1
617,1,2
618,1,1
619,1,2
620,1,1
621,0,0
622,1,1
623,1,1
624,1,1
625,1,1
626,0,0
627,0,2
628,1,2
629,0,0
630,0,0
631,0,0
632,0,0
633,0,1
634,0,0
635,0,0
636,1,1
637,1,1
638,0,0
639,1,1
640,0,0
641,0,0
642,0,1
643,0,1
644,0,0
645,0,0
646,1,2
647,0,0
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,1,2
654,0,1
655,1,2
656,1,1
657,1,1
658,0,0
659,0,0
660,0,2
661,0,2
662,0,1
663,0,0
664,1,1
665,1,2
666,0,0
667,0,0
668,0,0
669,1,2
670,1,2
671,1,1
672,1,1
673,0,2
674,1,1
675,1,1
676,0,0
677,0,2
678,0,2
679,0,0
680,1,1
681,1,2
682,0,0
683,0,2
684,0,2
685,0,0
686,1,1
687,0,2
688,0,2
689,0,0
690,1,2
691,1,1
692,0,2
693,0,1
694,0,2
695,0,2
696,0,2
697,1,1
698,0,2
699,1,1
700,1,2
701,1,1
702,0,0
703,0,0
704,1,2
705,1,1
706,0,0
707,0,0
708,0,0
709,0,0
710,0,1
711,1,1
712,0,2
713,0,2
714,0,0
715,0,0
716,0,2
717,1,1
718,0,0
719,0,0
720,1,1
721,1,1
722,0,0
723,1,1
724,0,0
725,0,2
726,0,0
727,0,0
728,1,1
729,0,1
730,0,1
731,0,0
732,0,1
733,0,0
734,0,0
735,0,0
736,0,2
737,0,2
738,1,2
739,1,1
740,0,1
741,0,2
742,0,1
743,0,0
744,0,0
745,0,2
746,0,0
747,0,0
748,0,0
749,1,1
750,0,0
751,0,0
752,0,0
753,1,1
754,1,1
755,0,0
756,0,2
757,0,2
758,0,2
759,0,0
760,0,0
761,1,1
762,1,1
763,0,0
764,0,2
765,1,1
766,0,1
767,0,0
768,0,0
769,0,0
770,0,0
771,0,1
772,0,0
773,1,1
774,1,2
775,0,1
776,0,0
