,1,0
0,0,1
1,0,2
2,0,2
3,0,2
4,0,1
5,1,2
6,1,2
7,0,0
8,1,2
9,1,2
10,1,2
11,1,1
12,0,1
13,0,1
14,1,0
15,1,2
16,0,1
17,0,0
18,0,2
19,1,2
20,0,2
21,1,2
22,0,1
23,1,2
24,0,2
25,1,2
26,0,0
27,1,2
28,1,0
29,1,2
30,0,1
31,1,2
32,0,1
33,0,2
34,1,2
35,0,1
36,1,2
37,1,2
38,0,2
39,1,2
40,0,2
41,1,2
42,1,2
43,0,2
44,0,0
45,0,1
46,1,2
47,0,1
48,1,2
49,1,2
50,1,2
51,1,2
52,1,2
53,0,2
54,1,2
55,0,1
56,1,2
57,0,1
58,1,0
59,0,0
60,1,2
61,0,2
62,0,1
63,0,0
64,0,1
65,1,2
66,1,0
67,1,2
68,1,2
69,0,1
70,0,1
71,0,1
72,0,1
73,0,2
74,1,2
75,0,1
76,1,2
77,0,1
78,1,2
79,0,1
80,1,2
81,0,1
82,1,2
83,1,2
84,1,2
85,0,2
86,1,2
87,1,2
88,1,2
89,0,2
90,0,2
91,1,2
92,0,1
93,0,2
94,1,2
95,0,1
96,1,2
97,1,2
98,1,0
99,1,2
100,1,0
101,1,2
102,1,2
103,1,2
104,1,2
105,0,1
106,0,0
107,0,1
108,1,0
109,0,1
110,1,2
111,0,1
112,0,2
113,0,0
114,1,2
115,1,2
116,1,2
117,0,1
118,1,2
119,0,1
120,0,1
121,1,0
122,0,2
123,1,2
124,1,2
125,1,2
126,0,1
127,1,2
128,0,2
129,1,2
130,1,2
131,1,2
132,1,2
133,0,1
134,1,2
135,1,2
136,0,1
137,1,2
138,1,2
139,0,1
140,1,2
141,0,1
142,0,2
143,1,2
144,1,0
145,0,1
146,1,2
147,0,2
148,0,0
149,1,2
150,1,2
151,1,2
152,1,2
153,1,2
154,1,2
155,0,1
156,1,2
157,1,2
158,1,2
159,1,2
160,1,2
161,0,1
162,0,1
163,0,1
164,0,1
165,0,2
166,0,0
167,0,1
168,0,1
169,0,1
170,1,2
171,1,2
172,0,2
173,0,0
174,0,2
175,0,1
176,0,1
177,1,2
178,0,0
179,0,1
180,0,0
181,1,2
182,1,2
183,1,0
184,0,2
185,1,2
186,1,2
187,1,0
188,0,2
189,0,1
190,1,2
191,0,2
192,1,2
193,1,2
194,1,0
195,1,2
196,0,1
197,0,1
198,0,2
199,0,1
200,0,0
201,1,2
202,1,2
203,0,1
204,0,0
205,1,2
206,1,2
207,0,2
208,1,2
209,1,2
210,0,1
211,1,2
212,1,2
213,0,2
214,0,0
215,0,0
216,1,2
217,0,0
218,1,2
219,1,2
220,1,2
221,0,1
222,1,0
223,0,1
224,1,0
225,1,0
226,0,1
227,1,2
228,0,1
229,0,0
230,0,1
231,1,2
232,0,1
233,1,2
234,0,1
235,0,2
236,0,2
237,1,2
238,1,2
239,0,1
240,1,2
241,0,1
242,1,2
243,0,1
244,1,2
245,1,2
246,0,2
247,0,1
248,1,2
249,1,1
250,0,2
