23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0
0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0
0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1
0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0
0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1
0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0
0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
