method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,time_pns,time_ace,time_learn,n_convergence
exact,-0.028107840000000106,4.416000000000001E-4,false,-0.028107840000000106,6.992000000000002E-5,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,1.0,,,,
EMCC,-0.04139746698318392,0.030700023608579152,false,0.017981766366142238,1.0620000105928201E-4,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,1.0,71.0,322.0,3813.0,9
EMCC,-0.9229146680189858,0.02700363031275799,true,0.9056748938745348,1.221291513E-6,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.0,14.0,7.0,88.0,6
EMCC,-0.8017746209628309,0.1199684547719338,true,0.8133867453317929,2.2765767061291096E-7,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.099,28.0,11.0,581.0,2
EMCC,-0.642445167564746,0.14088867444976785,true,0.6729343236696946,1.0359990619857688E-4,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.136,25.0,21.0,1049.0,6
EMCC,-0.6827658796385802,0.006298950895819344,true,0.6453423447800719,2.8128409782485833E-5,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.278,32.0,22.0,1465.0,4
EMCC,-0.03977815252990846,0.07055358432964041,true,0.05732689695292903,2.539314727353597E-4,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.596,11.0,18.0,1720.0,2
EMCC,-0.023857220192554318,0.009075686866635043,true,0.00532998685507724,4.2227759589564825E-5,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.68,9.0,7.0,2206.0,7
EMCC,-0.026161949939133566,0.014670967208927146,true,0.00956098067726896,3.213311959026012E-5,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.745,8.0,18.0,2617.0,5
EMCC,-0.040532019958152365,0.016740906782402327,true,0.0010210004838574482,0.0015427429257080971,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,0.942,5.0,4.0,3121.0,10
EMCC,-0.027195764422656143,0.013008180534894128,true,-0.012429646448884002,0.004263096950561693,papers/pgm22/models/synthetic/1000/set1/chain_mk1_maxDist3_nEndo5_k075_3.uai,1.0,7.0,3.0,3591.0,4
