,N,dovar,obsvar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,1234,6,CVE,2.262,1.861,0.14500326583932072,0.14500326583932072,0.8549967341606793,0.8549967341606793
1,3,0,-1,1234,6,CCVE,69.9976,3.6989999999999994,0.14500326583932074,0.14500326583932074,0.8549967341606792,0.8549967341606792
2,3,0,-1,1234,6,CCALPeps,354.4928,352.3532,0.14514005371416638,0.14515459624539795,0.854845403754602,0.8548599462858336
3,3,0,-1,2468,6,CVE,2.1228,1.6942,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
4,3,0,-1,2468,6,CCVE,63.138400000000004,3.4170000000000003,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
5,3,0,-1,2468,6,CCALPeps,331.98339999999996,329.754,0.9595800762082187,0.95959509587546,0.04040490412454001,0.04041992379178124
6,3,0,-1,3702,6,CVE,2.4345999999999997,1.9945999999999997,0.9474145486415425,0.9474145486415425,0.052585451358457484,0.052585451358457484
7,3,0,-1,3702,6,CCVE,78.9326,17.2084,0.01148277583624563,0.9825632083696599,0.017436791630340013,0.9885172241637544
8,3,0,-1,3702,6,CCALPeps,330.28239999999994,328.1282,0.011930173160989226,0.9822998905248376,0.01770010947516243,0.9880698268390108
9,3,0,-1,4936,6,CVE,1.9864000000000002,1.5824000000000003,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
10,3,0,-1,4936,6,CCVE,67.9736,4.293,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
11,3,0,-1,4936,6,CCALPeps,324.218,321.8428,0.2007051670063015,0.2008213609162544,0.7991786390837455,0.7992948329936985
12,3,0,-1,6170,6,CVE,2.0994,1.6856000000000002,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
13,3,0,-1,6170,6,CCVE,65.5598,4.2392,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
14,3,0,-1,6170,6,CCALPeps,338.3570000000001,336.1776,0.05298638812415514,0.05299207172786253,0.9470079282721374,0.9470136118758449
15,3,0,-1,7404,6,CVE,2.1062000000000003,1.7064,0.9948233861144946,0.9948233861144946,0.0051766138855054815,0.0051766138855054815
16,3,0,-1,7404,6,CCVE,97.3806,38.10099999999999,0.9736024844720497,1.0,0.0,0.02639751552795031
17,3,0,-1,7404,6,CCALPeps,348.2018,345.88140000000004,0.9735513248364792,0.9998943644096635,0.00010563559033649472,0.026448675163520785
18,3,0,-1,8638,6,CVE,2.0818000000000003,1.7213999999999998,0.0043570272625420145,0.0043570272625420145,0.995642972737458,0.995642972737458
19,3,0,-1,8638,6,CCVE,66.544,3.8408,0.004357027262542015,0.004357027262542015,0.995642972737458,0.995642972737458
20,3,0,-1,8638,6,CCALPeps,334.3982,332.1982,0.004370940766656721,0.0043730088265202995,0.9956269911734797,0.9956290592333433
21,3,0,-1,9872,6,CVE,2.2923999999999998,1.8939999999999997,0.06903582872123505,0.06903582872123505,0.930964171278765,0.930964171278765
22,3,0,-1,9872,6,CCVE,65.9676,7.006600000000001,0.03468461876189082,0.2468048849758591,0.7531951150241409,0.9653153812381091
23,3,0,-1,9872,6,CCALPeps,323.7526,321.51300000000003,0.03492550085847251,0.24682057308546101,0.753179426914539,0.9650744991415275
24,3,0,-1,11106,6,CVE,1.8968,1.5361999999999998,0.058034956728321735,0.058034956728321735,0.9419650432716783,0.9419650432716783
25,3,0,-1,11106,6,CCVE,78.47919999999999,18.054399999999998,0.05138607167004733,0.8204121687929343,0.17958783120706576,0.9486139283299527
26,3,0,-1,11106,6,CCALPeps,374.4158,372.21359999999993,0.05156044997877924,0.8200307274783986,0.17996927252160144,0.9484395500212208
27,3,0,-1,12340,6,CVE,2.1971999999999996,1.7648,0.06564551422319477,0.06564551422319477,0.9343544857768052,0.9343544857768052
28,3,0,-1,12340,6,CCVE,73.6748,10.511800000000001,0.044977511244377814,0.1317582916855975,0.8682417083144025,0.9550224887556221
29,3,0,-1,12340,6,CCALPeps,357.4776,355.0566,0.045064467975663214,0.13180561638269625,0.8681943836173037,0.9549355320243368
30,4,0,-1,1234,6,CVE,2.5528,2.0538,0.0,0.0,1.0,1.0
31,4,0,-1,1234,6,CCVE,59.981399999999994,4.478,0.0,0.0,1.0,1.0
32,4,0,-1,1234,6,CCALPeps,493.8696,491.3978,0.0014208932309493028,0.001422548710978935,0.9985774512890211,0.9985791067690507
33,4,0,-1,2468,6,CVE,2.2878,1.864,1.0,1.0,0.0,0.0
34,4,0,-1,2468,6,CCVE,65.74859999999998,4.7782,1.0,1.0,0.0,0.0
35,4,0,-1,2468,6,CCALPeps,463.9572,461.43739999999997,0.9999780182725176,0.9999780229052984,2.1977094701655856e-05,2.1981727482338555e-05
36,4,0,-1,3702,6,CVE,2.4235999999999995,1.9260000000000002,0.03530295443164747,0.03530295443164747,0.9646970455683526,0.9646970455683526
37,4,0,-1,3702,6,CCVE,69.2088,4.4388,0.00038451679056652143,0.036768384192096056,0.963231615807904,0.9996154832094335
38,4,0,-1,3702,6,CCALPeps,497.916,495.38499999999993,0.00042897914915692353,0.03678153526477157,0.9632184647352284,0.999571020850843
39,4,0,-1,4936,6,CVE,2.65,2.117,0.3780929702867792,0.3780929702867792,0.6219070297132209,0.6219070297132209
40,4,0,-1,4936,6,CCVE,66.189,4.5022,0.3780929702867792,0.3780929702867792,0.6219070297132209,0.6219070297132209
41,4,0,-1,4936,6,CCALPeps,482.4,479.8564,0.37816337267037764,0.37819548841478245,0.6218045115852175,0.6218366273296223
42,4,0,-1,6170,6,CVE,2.2808,1.8596,0.9091448931116389,0.9091448931116389,0.09085510688836104,0.09085510688836104
43,4,0,-1,6170,6,CCVE,66.7178,4.4686,0.9091448931116389,0.9091448931116389,0.09085510688836106,0.09085510688836106
44,4,0,-1,6170,6,CCALPeps,499.6205999999999,497.22560000000004,0.9089777328854188,0.9090416244295099,0.09095837557049015,0.09102226711458117
45,4,0,-1,7404,6,CVE,2.2488,1.8086000000000002,0.3292854275391409,0.3292854275391409,0.6707145724608591,0.6707145724608591
46,4,0,-1,7404,6,CCVE,81.9426,19.287800000000004,0.318759532282664,0.3375062593890837,0.6624937406109164,0.6812404677173362
47,4,0,-1,7404,6,CCALPeps,445.38199999999995,442.91639999999995,0.3263782958556149,0.329994787320646,0.670005212679354,0.673621704144385
48,4,0,-1,8638,6,CVE,2.3062,1.8466,0.6272827891532928,0.6272827891532928,0.3727172108467073,0.3727172108467073
49,4,0,-1,8638,6,CCVE,64.98960000000001,4.9422,0.6272827891532928,0.6272827891532928,0.3727172108467073,0.3727172108467073
50,4,0,-1,8638,6,CCALPeps,437.8546,435.0394,0.6272302678662486,0.6272599758505545,0.3727400241494455,0.3727697321337514
51,4,0,-1,9872,6,CVE,2.2646,1.8050000000000002,0.6744548286604362,0.6744548286604362,0.32554517133956384,0.32554517133956384
52,4,0,-1,9872,6,CCVE,64.98320000000001,4.4784,0.5937227550130776,0.7448533998752339,0.25514660012476603,0.4062772449869224
53,4,0,-1,9872,6,CCALPeps,344.3514,341.65639999999996,0.6704744375588696,0.6907669997816092,0.30923300021839084,0.3295255624411304
54,4,0,-1,11106,6,CVE,2.637,2.1548000000000003,0.8317161075686167,0.8317161075686167,0.16828389243138342,0.16828389243138342
55,4,0,-1,11106,6,CCVE,65.0132,4.780600000000001,0.5222841225626741,0.9191176470588236,0.08088235294117647,0.47771587743732585
56,4,0,-1,11106,6,CCALPeps,475.2299999999999,472.60339999999997,0.5531549726483983,0.8367955495794546,0.16320445042054543,0.4468450273516017
57,4,0,-1,12340,6,CVE,2.4275999999999995,1.9289999999999998,0.8684402865078206,0.8684402865078206,0.1315597134921795,0.1315597134921795
58,4,0,-1,12340,6,CCVE,79.77640000000001,5.6655999999999995,0.8302527348170502,0.88110964332893,0.11889035667107002,0.16974726518294986
