,N,dovar,obsvar,target,endovarsize,exovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,1,2,7,1234,CCVE,473.85,37.246,0.9470124013528749,0.9470124013528749,0.05298759864712515,0.05298759864712515
1,3,0,-1,1,2,7,1234,CCALPeps,730.598,676.049,0.9468169742081437,0.9468417529931052,0.05315824700689481,0.05318302579185628
2,3,0,-1,1,2,7,2468,CCVE,805.728,378.595,0.18347151644824816,0.25654450261780104,0.743455497382199,0.8165284835517518
3,3,0,-1,1,2,7,2468,CCALPeps,688.892,634.987,0.18366972763362902,0.25656808748263893,0.7434319125173611,0.816330272366371
4,3,0,-1,1,2,7,3702,CCVE,466.769,50.743,0.07079646017699115,0.9753694581280788,0.02463054187192118,0.9292035398230089
5,3,0,-1,1,2,7,3702,CCALPeps,665.412,612.631,0.07115189898762674,0.974691551291821,0.025308448708179054,0.9288481010123733
6,3,0,-1,1,2,8,1234,CCVE,486.94,42.392,0.01800232288037166,0.01800232288037166,0.9819976771196284,0.9819976771196284
7,3,0,-1,1,2,8,1234,CCALPeps,898.066,842.235,0.018173452377089082,0.01817784185640143,0.9818221581435985,0.9818265476229109
8,3,0,-1,1,2,8,2468,CCVE,545.227,81.899,0.04761904761904762,0.1634241245136187,0.8365758754863815,0.9523809523809524
9,3,0,-1,1,2,8,2468,CCALPeps,799.583,747.056,0.04805653118242913,0.1633412162013912,0.8366587837986088,0.9519434688175709
10,3,0,-1,1,2,8,3702,CCVE,850.262,406.802,0.0019801980198019802,0.04210526315789473,0.9578947368421052,0.998019801980198
11,3,0,-1,1,2,8,3702,CCALPeps,832.933,777.957,0.0020115337816222394,0.042474744426927356,0.9575252555730727,0.9979884662183778
12,3,0,-1,,2,7,1234,CCVE,475.393,35.004,0.9470124013528749,0.9470124013528749,0.05298759864712515,0.05298759864712515
13,3,0,-1,,2,7,1234,CCALPeps,715.652,661.692,0.9468169742081437,0.9468417529931052,0.05315824700689481,0.05318302579185628
